dataset,model,attack,base,class_pair,seed,num_surrogate,coef,craft_ensemble,budget,num_poisons,epsilon,target_easiness,target_margin_low,target_margin_high,target_id,target_score,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,0,0,0.8669600880264079
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,1,0,0.8667600280084026
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,2,0,0.8676602980894268
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,0,0,0.8648594578373512
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,1,0,0.8702610783234971
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,2,0,0.8698609582874862
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,0,0,0.8675602680804241
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,1,0,0.8716614984495349
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,1000,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,2,0,0.8663599079723917
