model,attack,base,class_pair,seed,budget,num_poisons,epsilon,target_idx,target_score,victim_id,success,clean_test_acc,clean_asr,craft_obj,realized_linf
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,821,1.2990191862627398e-05,0,0,0.8107,0.0,0.33216312527656555,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,821,1.2990191862627398e-05,1,1,0.8092,0.0,0.33216312527656555,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,821,1.2990191862627398e-05,2,0,0.7978,0.0,0.33216312527656555,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,821,1.2990191862627398e-05,3,0,0.8115,0.0,0.33216312527656555,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,843,9.243004797099275e-07,0,0,0.8101,0.0,0.3454437255859375,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,843,9.243004797099275e-07,1,0,0.8034,0.0,0.3454437255859375,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,843,9.243004797099275e-07,2,0,0.8073,0.0,0.3454437255859375,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,843,9.243004797099275e-07,3,0,0.8077,0.0,0.3454437255859375,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1257,3.5325806724273434e-09,0,0,0.7972,0.0,0.2788070738315582,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1257,3.5325806724273434e-09,1,0,0.8092,0.0,0.2788070738315582,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1257,3.5325806724273434e-09,2,0,0.8116,0.0,0.2788070738315582,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1257,3.5325806724273434e-09,3,0,0.805,0.0,0.2788070738315582,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1547,3.306655079957088e-12,0,0,0.8049,0.0,0.4491243362426758,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1547,3.306655079957088e-12,1,0,0.8105,0.0,0.4491243362426758,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1547,3.306655079957088e-12,2,0,0.772,0.0,0.4491243362426758,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,1547,3.306655079957088e-12,3,0,0.8104,0.0,0.4491243362426758,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,4427,1.027343810022785e-08,0,0,0.8149,0.0,0.43376627564430237,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,4427,1.027343810022785e-08,1,0,0.8058,0.0,0.43376627564430237,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,4427,1.027343810022785e-08,2,0,0.8073,0.0,0.43376627564430237,0.031372517347335815
ConvNetBN,sapa,random,dog-bird,42,0.005,250,0.0313725,4427,1.027343810022785e-08,3,0,0.8081,0.0,0.43376627564430237,0.031372517347335815
