dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,5112,0,0,0.8786786786786787
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,5112,1,0,0.8792792792792793
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,5112,2,0,0.8744744744744745
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,5112,3,0,0.8827827827827828
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,5112,4,0,0.8746746746746746
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,5112,5,0,0.8757757757757758
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,2890,0,0,0.8779779779779779
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,2890,1,0,0.875975975975976
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,2890,2,0,0.8813813813813813
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,2890,3,0,0.8788788788788788
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,2890,4,0,0.8711711711711712
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,2890,5,0,0.882982982982983
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,6206,0,0,0.8798798798798799
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,6206,1,0,0.8790790790790791
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,6206,2,0,0.8806806806806807
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,6206,3,0,0.8807807807807808
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,6206,4,0,0.8806806806806807
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,6206,5,0,0.8794794794794795
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,7795,0,0,0.8822822822822823
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,7795,1,0,0.8779779779779779
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,7795,2,0,0.8774774774774775
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,7795,3,0,0.8804804804804804
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,7795,4,0,0.878078078078078
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,7795,5,0,0.876976976976977
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,148,0,0,0.8812812812812812
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,148,1,0,0.880980980980981
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,148,2,0,0.883083083083083
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,148,3,0,0.8745745745745745
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,148,4,0,0.8718718718718719
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,148,5,0,0.8686686686686687
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,3083,0,0,0.877077077077077
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,3083,1,0,0.8815815815815816
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,3083,2,0,0.8748748748748749
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,3083,3,0,0.8738738738738738
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,3083,4,0,0.8726726726726727
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,3083,5,0,0.8648648648648649
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,4964,0,0,0.8784784784784785
CIFAR10,VGG13BN,FC,ours,dog-bird,42,5,1.0,0.002,100,0.0313,0.05,0.5,4964,1,0,0.8764764764764765
