dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,8804,0,0,0.8745745745745745
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,8804,1,0,0.883083083083083
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,8804,2,1,0.8824824824824825
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,8804,3,0,0.8772772772772772
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,8804,4,1,0.878078078078078
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,8804,5,0,0.873073073073073
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9513,0,0,0.8753753753753754
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9513,1,0,0.8684684684684685
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9513,2,0,0.8763763763763763
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9513,3,0,0.8711711711711712
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9513,4,0,0.8714714714714715
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9513,5,0,0.8863863863863863
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7,0,0,0.876976976976977
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7,1,0,0.8778778778778779
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7,2,0,0.8747747747747747
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7,3,0,0.8794794794794795
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7,4,0,0.8742742742742743
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7,5,0,0.8761761761761762
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7117,0,0,0.8724724724724725
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7117,1,0,0.874974974974975
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7117,2,0,0.8742742742742743
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7117,3,0,0.87997997997998
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7117,4,0,0.8806806806806807
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,7117,5,0,0.8791791791791792
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,476,0,0,0.8737737737737737
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,476,1,0,0.8761761761761762
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,476,2,0,0.8753753753753754
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,476,3,0,0.8721721721721721
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,476,4,0,0.8831831831831832
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,476,5,0,0.8792792792792793
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9705,0,0,0.8767767767767768
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9705,1,0,0.8640640640640641
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9705,2,0,0.8747747747747747
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9705,3,0,0.8741741741741742
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9705,4,0,0.8798798798798799
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,9705,5,0,0.8710710710710711
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.02,1000,0.0313,0.05,0.5,2275,0,0,0.8764764764764765
