dataset,model,attack,base,class_pair,seed,num_surrogate,coef,craft_ensemble,budget,num_poisons,epsilon,target_difficulty,target_margin_low,target_margin_high,target_id,target_diff,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,1506,7.968544935010868e-08,0,0,0.7413223967190157
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,1506,7.968544935010868e-08,1,0,0.7259177753325998
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,1506,7.968544935010868e-08,2,0,0.7391217365209563
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,6993,2.9829634513589554e-06,0,1,0.7300190057017105
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,6993,2.9829634513589554e-06,1,0,0.7300190057017105
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,6993,2.9829634513589554e-06,2,0,0.7387216164849455
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,6979,6.621718057431281e-06,0,0,0.7320196058817645
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,6979,6.621718057431281e-06,1,0,0.7324197259177754
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.02,250,0.0313,0.0,0.05,0.5,6979,6.621718057431281e-06,2,0,0.7293187956386916
