dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5112,0,1,0.8747747747747747
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5112,1,1,0.8726726726726727
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5112,2,0,0.8722722722722722
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5112,3,0,0.8713713713713713
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5112,4,0,0.8688688688688688
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5112,5,1,0.8683683683683684
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,2890,0,1,0.8726726726726727
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,2890,1,1,0.8731731731731732
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,2890,2,1,0.8657657657657658
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,2890,3,1,0.8701701701701702
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,2890,4,1,0.8711711711711712
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,2890,5,1,0.8740740740740741
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,6206,0,1,0.8686686686686687
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,6206,1,1,0.8697697697697697
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,6206,2,1,0.8798798798798799
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,6206,3,1,0.8708708708708709
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,6206,4,1,0.8747747747747747
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,6206,5,1,0.8743743743743744
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7795,0,1,0.873973973973974
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7795,1,1,0.8651651651651652
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7795,2,1,0.8656656656656657
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7795,3,1,0.8713713713713713
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7795,4,1,0.8726726726726727
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7795,5,1,0.8675675675675676
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,148,0,1,0.8701701701701702
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,148,1,1,0.8792792792792793
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,148,2,1,0.8675675675675676
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,148,3,1,0.8671671671671671
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,148,4,1,0.8713713713713713
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,148,5,1,0.8665665665665666
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,3083,0,0,0.871971971971972
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,3083,1,0,0.8673673673673674
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,3083,2,0,0.8746746746746746
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,3083,3,0,0.8558558558558559
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,3083,4,0,0.865965965965966
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,3083,5,0,0.8698698698698699
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,4964,0,1,0.8715715715715716
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,4964,1,1,0.8726726726726727
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,4964,2,1,0.8702702702702703
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,4964,3,0,0.8752752752752753
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,4964,4,1,0.8751751751751752
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,4964,5,0,0.8678678678678678
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7184,0,1,0.8685685685685686
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7184,1,1,0.8713713713713713
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7184,2,1,0.8717717717717718
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7184,3,1,0.8728728728728729
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7184,4,1,0.8734734734734735
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,7184,5,1,0.8760760760760761
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,1244,0,1,0.8746746746746746
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,1244,1,1,0.8717717717717718
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,1244,2,1,0.8718718718718719
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,1244,3,1,0.8765765765765766
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,1244,4,1,0.873073073073073
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,1244,5,1,0.8696696696696696
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5617,0,1,0.8651651651651652
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5617,1,1,0.8722722722722722
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5617,2,1,0.8703703703703703
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5617,3,1,0.8740740740740741
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5617,4,1,0.8665665665665666
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.05,2500,0.0313,0.05,0.5,5617,5,1,0.8753753753753754
