dataset,model,class_pair,target_id,surrogate_id,y_adv,num_classes,n_candidates,u_t,spearman_neg_margin_vs_u,spearman_u_vs_normalized_residual_dot,spearman_neg_margin_vs_residual_dot,fraction_margin_bounds_satisfied,fraction_residual_dot_bounds_satisfied,margin_bound_violation_count,margin_bound_max_violation,residual_dot_bound_violation_count,residual_dot_bound_max_violation,checkpoint
CIFAR10,ConvNetBN,dog-bird,1547,26,5,10,5000,0.99999999999988609,0.99835283529411356,0.99988680994747259,0.99807291291491673,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_26.pt
CIFAR10,ConvNetBN,dog-bird,4427,26,5,10,5000,0.99999998353461839,0.99835283529411356,0.99881034510441402,0.99678331817533294,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_26.pt
CIFAR10,ConvNetBN,dog-bird,843,27,5,10,5000,0.99999999999976952,0.99816295643047415,0.9985378334455135,0.99640686080818819,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,1257,27,5,10,5000,0.99999566259668282,0.99816295643047415,0.99853794739751811,0.996407006248194,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,8252,27,5,10,5000,0.9999999997196749,0.99816295643047415,0.99859272759170925,0.9964837725072665,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,8730,27,5,10,5000,0.99999999906203185,0.99816295643047415,0.99858401904736094,0.99645106732195754,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,8055,27,5,10,5000,0.99999999758123159,0.99816295643047415,0.99853820909352853,0.99640727735220491,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,5859,27,5,10,5000,0.99999891392855811,0.99816295643047415,0.99857811024712462,0.99644584530574853,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,8954,27,5,10,5000,0.9999999717317799,0.99816295643047415,0.99857865859914652,0.99644600528975491,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,821,27,5,10,5000,0.99999999544547735,0.99816295643047415,0.99856383783055369,0.99643332368924731,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,1547,27,5,10,5000,0.99999021317545311,0.99816295643047415,0.99982121775284893,0.9977840871353103,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,4427,27,5,10,5000,0.99998540186588147,0.99816295643047415,0.99853833926953373,0.99640733015220695,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_27.pt
CIFAR10,ConvNetBN,dog-bird,843,28,5,10,5000,0.99999999999999911,0.99809646373185879,0.99866652087466101,0.99631128049245143,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,1257,28,5,10,5000,0.99999999954267238,0.99809646373185879,0.99866652087466101,0.99631128049245143,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,8252,28,5,10,5000,0.99999999999999833,0.99809646373185879,0.99866659911466416,0.99631134116445386,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,8730,28,5,10,5000,0.99999999999944045,0.99809646373185879,0.99866652932266131,0.99631128826845172,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,8055,28,5,10,5000,0.99999999989983734,0.99809646373185879,0.99866652087466101,0.99631128049245143,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,5859,28,5,10,5000,0.99999999999999278,0.99809646373185879,0.99866652932266131,0.99631128826845172,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,8954,28,5,10,5000,0.99999999999807687,0.99809646373185879,0.99866652932266131,0.99631128826845172,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,821,28,5,10,5000,0.99999999976004261,0.99809646373185879,0.99868446106737863,0.99633055921322256,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,1547,28,5,10,5000,0.99999999999431222,0.99809646373185879,0.99866750573870045,0.99631245745249852,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,4427,28,5,10,5000,0.99999999999835942,0.99809646373185879,0.99866652087466101,0.99631128049245143,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_28.pt
CIFAR10,ConvNetBN,dog-bird,843,29,5,10,5000,0.99999999999999811,0.99835445001417822,0.9988222525608903,0.99683817161752708,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,1257,29,5,10,5000,0.9999999998298319,0.99835445001417822,0.9988222525608903,0.99683817161752708,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,8252,29,5,10,5000,0.99999999980533094,0.99835445001417822,0.99882947560117918,0.99684942579397717,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,8730,29,5,10,5000,0.99999965635015087,0.99835445001417822,0.99907061244282469,0.9972383008815322,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,8055,29,5,10,5000,0.99999999348530078,0.99835445001417822,0.99882758987310383,0.99684349616174006,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,5859,29,5,10,5000,0.99999999953753826,0.99835445001417822,0.9988222525608903,0.99683817161752708,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,8954,29,5,10,5000,0.99999997845448363,0.99835445001417822,0.9988223310888934,0.99683820579352844,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,821,29,5,10,5000,0.99999999574931842,0.99835445001417822,0.9988224397608978,0.99683834777753411,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,1547,29,5,10,5000,0.99999999999458833,0.99835445001417822,0.99984072610562924,0.99802527819301134,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,4427,29,5,10,5000,0.99999999125963634,0.99835445001417822,0.9988222525608903,0.99683817161752708,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_29.pt
CIFAR10,ConvNetBN,dog-bird,843,30,5,10,5000,0.99998152437002286,0.99281720694468845,0.99460001456800073,0.98393494012539784,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,1257,30,5,10,5000,0.99940252784671724,0.99281720694468845,0.99460591952823696,0.98393669087746782,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,8252,30,5,10,5000,0.99912364520239416,0.99281720694468845,0.99746535519461443,0.99152549242901988,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,8730,30,5,10,5000,0.99994549527887044,0.99281720694468845,0.99570749173229989,0.98523856200154269,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,8055,30,5,10,5000,0.99992055706007577,0.99281720694468845,0.99754312268572509,0.98765978366639151,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,5859,30,5,10,5000,0.99999862718021149,0.99281720694468845,0.99467394234695783,0.98401863744074569,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,8954,30,5,10,5000,0.99909901434202386,0.99281720694468845,0.99768051539522085,0.98750254996410214,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,821,30,5,10,5000,0.99851486967456127,0.99281720694468845,0.99665761049030466,0.98666291079451662,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,1547,30,5,10,5000,0.99942770695900862,0.99281720694468845,0.99937554234302184,0.99102174527287001,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,4427,30,5,10,5000,0.99965184717706068,0.99281720694468845,0.99461658637666361,0.9839570035182803,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_30.pt
CIFAR10,ConvNetBN,dog-bird,843,31,5,10,5000,0.99999999999713696,0.99806512609055864,0.99853863427754552,0.9960541610660717,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,1257,31,5,10,5000,0.99999944754063097,0.99806512609055864,0.99858545376741836,0.9961024828600058,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,8252,31,5,10,5000,0.99999999998818745,0.99806512609055864,0.99853952198958107,0.99605570157813339,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,8730,31,5,10,5000,0.99999968565301078,0.99806512609055864,0.99853879594155204,0.99605440423408143,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,8055,31,5,10,5000,0.99285022033919101,0.99806512609055864,0.99906566508262684,0.9966150849605222,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,5859,31,5,10,5000,0.99999373774830613,0.99806512609055864,0.99951090388443631,0.99716620946258039,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,8954,31,5,10,5000,0.99999998186343331,0.99806512609055864,0.99853876109355066,0.99605427511407629,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,821,31,5,10,5000,0.99999308139228038,0.99806512609055864,0.99854064067762582,0.99605616650615203,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,1547,31,5,10,5000,0.99999740453488561,0.99806512609055864,0.99987033625081367,0.99777125783879683,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,4427,31,5,10,5000,0.99999946417157493,0.99806512609055864,0.99853892285355705,0.99605446855408408,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_31.pt
CIFAR10,ConvNetBN,dog-bird,843,32,5,10,5000,0.99999999999692313,0.99864285888971449,0.99888720789148855,0.99725353397014149,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,1257,32,5,10,5000,0.99999998909811505,0.99864285888971449,0.99888720789148855,0.99725353397014149,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,8252,32,5,10,5000,0.99999957789043914,0.99864285888971449,0.99943184884127412,0.9982264765370592,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,8730,32,5,10,5000,0.9999999983451443,0.99864285888971449,0.99889499589179997,0.99726114744244609,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,8055,32,5,10,5000,0.99999997378541172,0.99864285888971449,0.99888767483550722,0.99725379605015207,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,5859,32,5,10,5000,0.99999999985043253,0.99864285888971449,0.99888720789148855,0.99725353397014149,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,8954,32,5,10,5000,0.99999999963098818,0.99864285888971449,0.99890572830822932,0.99727114622684598,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,821,32,5,10,5000,0.99999999289534569,0.99864285888971449,0.99888720933148856,0.9972535238901411,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,1547,32,5,10,5000,0.99999999999734523,0.99864285888971449,0.99929442128377699,0.99770254912410217,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,4427,32,5,10,5000,0.99999959693743812,0.99864285888971449,0.99897785743111445,0.99734104584564198,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_32.pt
CIFAR10,ConvNetBN,dog-bird,843,33,5,10,5000,0.99987534390608956,0.99829858369990254,0.99865063124202547,0.99661228296041005,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,1257,33,5,10,5000,0.99999996847343176,0.99829858369990254,0.99866188369047548,0.99662318673684647,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,8252,33,5,10,5000,0.99999999965535125,0.99829858369990254,0.99876468279858754,0.99677779003903422,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,8730,33,5,10,5000,0.99999999999897249,0.99829858369990254,0.99926334022653385,0.99718828403946391,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,8055,33,5,10,5000,0.99999810484423468,0.99829858369990254,0.99865112026604497,0.99661272782442778,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,5859,33,5,10,5000,0.99999999985686594,0.99829858369990254,0.99865065303402634,0.99661228219240994,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,8954,33,5,10,5000,0.99999999120190952,0.99829858369990254,0.99865453373818158,0.9966161721125657,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,821,33,5,10,5000,0.99999999999810096,0.99829858369990254,0.99865068250602751,0.99661231905641146,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,1547,33,5,10,5000,0.99999999995580746,0.99829858369990254,0.99984728828189173,0.99799326696768254,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,4427,33,5,10,5000,0.99999999999897327,0.99829858369990254,0.99865068250602751,0.99661231905641146,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_33.pt
CIFAR10,ConvNetBN,dog-bird,843,34,5,10,5000,0.99999999999999989,0.99812656971706293,0.99861574868063008,0.99636689627067598,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,1257,34,5,10,5000,0.99999999999998901,0.99812656971706293,0.99861574868063008,0.99636689627067598,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,8252,34,5,10,5000,0.99999999999975875,0.99812656971706293,0.99862493031299737,0.99638035979121453,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,8730,34,5,10,5000,0.99999999775071857,0.99812656971706293,0.99861661911266497,0.99636786414271472,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,8055,34,5,10,5000,0.99999999288170893,0.99812656971706293,0.99861625584865044,0.99636739134269581,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,5859,34,5,10,5000,0.99978141663847464,0.99812656971706293,0.99864678336987156,0.99640369691214803,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,8954,34,5,10,5000,0.99999999999104372,0.99812656971706293,0.99861658080866345,0.9963676740627071,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,821,34,5,10,5000,0.99999988977104859,0.99812656971706293,0.99862360512894444,0.99637494443099794,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,1547,34,5,10,5000,0.99999999999632982,0.99812656971706293,0.9993279388211177,0.99714041966161693,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,4427,34,5,10,5000,0.9999999994445149,0.99812656971706293,0.99861574868063008,0.99636689627067598,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_34.pt
CIFAR10,ConvNetBN,dog-bird,843,35,5,10,5000,0.99999999999999678,0.99831423779652906,0.99864672020186895,0.99663287798523426,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,1257,35,5,10,5000,0.99999999998552147,0.99831423779652906,0.99864672020186895,0.99663287798523426,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,8252,35,5,10,5000,0.99999999998780542,0.99831423779652906,0.99865013857000573,0.99663760992142369,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,8730,35,5,10,5000,0.99999999999688105,0.99831423779652906,0.99864807216992302,0.99663429312129093,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,8055,35,5,10,5000,0.99999999971454179,0.99831423779652906,0.99864674304986989,0.99663289065723482,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,5859,35,5,10,5000,0.99999820461299782,0.99831423779652906,0.99865526919421099,0.99664128307357069,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,8954,35,5,10,5000,0.99999999998662115,0.99831423779652906,0.99864692909787733,0.99663314025724481,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,821,35,5,10,5000,0.9999999983740141,0.99831423779652906,0.99864689597787604,0.99663310022524321,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,1547,35,5,10,5000,0.99999999345418034,0.99831423779652906,0.99869123002764937,0.99668077718715142,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,4427,35,5,10,5000,0.99999895061417621,0.99831423779652906,0.99864672020186895,0.99663287798523426,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_35.pt
CIFAR10,ConvNetBN,dog-bird,843,36,5,10,5000,0.99999999434211917,0.99859060743162453,0.99882685288107431,0.99708041649121681,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
CIFAR10,ConvNetBN,dog-bird,1257,36,5,10,5000,0.99999999999987244,0.99859060743162453,0.99882691172907667,0.99708048849121977,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
CIFAR10,ConvNetBN,dog-bird,8252,36,5,10,5000,0.99999999999370481,0.99859060743162453,0.99896058875842375,0.99728643480345758,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
CIFAR10,ConvNetBN,dog-bird,8730,36,5,10,5000,0.99999997373719696,0.99859060743162453,0.99888972299558909,0.99714710654188443,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
CIFAR10,ConvNetBN,dog-bird,8055,36,5,10,5000,0.99999999998255207,0.99859060743162453,0.99882682859307337,0.99708038797921572,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
CIFAR10,ConvNetBN,dog-bird,5859,36,5,10,5000,0.99999999978098464,0.99859060743162453,0.99942804944912211,0.99769689971587616,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
CIFAR10,ConvNetBN,dog-bird,8954,36,5,10,5000,0.99999946345659452,0.99859060743162453,0.9994055920722239,0.99765870112234822,1,1,0,0,0,0,/scratch/mmoslem3/attack_if/cache/surrogates/ConvNetBN_60ep_lr0.1_bs128_seed42/net_36.pt
