dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_difficulty,target_margin_low,target_margin_high,target_id,target_diff,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,8573,4.4286251068115234e-05,0,1,0.8542416966786714
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,8573,4.4286251068115234e-05,1,1,0.8535414165666266
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,8573,4.4286251068115234e-05,2,1,0.8545418167266907
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,5607,0.004134684801101685,0,0,0.851140456182473
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,5607,0.004134684801101685,1,0,0.851640656262505
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,5607,0.004134684801101685,2,1,0.8512404961984794
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,1058,0.033129870891571045,0,0,0.8569427771108443
CIFAR10,ResNet20BN,FC,random,frog-airplane,42,,,0.05,2500,0.0616,0.0,0.05,0.5,1058,0.033129870891571045,1,0,0.8563425370148059
