dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,5112,0,1,0.8265265265265265
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,5112,1,1,0.8305305305305305
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,5112,2,1,0.8402402402402402
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,5112,3,1,0.8300300300300301
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,5112,4,1,0.8388388388388388
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,5112,5,1,0.815915915915916
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,2890,0,0,0.8285285285285285
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,2890,1,0,0.8389389389389389
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,2890,2,0,0.8348348348348348
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,2890,3,0,0.8329329329329329
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,2890,4,0,0.8377377377377377
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,2890,5,0,0.8395395395395395
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,6206,0,0,0.8354354354354354
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,6206,1,0,0.8326326326326327
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,6206,2,0,0.8296296296296296
CIFAR10,ConvNetBN,FC,ours,dog-bird,42,5,1.0,0.005,250,0.0313,0.05,0.5,6206,3,0,0.8396396396396396
