train_idx,x_rm,y_a,d_raw,m_raw,a_raw
40,-0.10650904476642609,-0.06506727635860443,0.0023894335608929396,8.960770606994629,1.0958588123321533
51,-1.0286204814910889,-0.24840973317623138,0.002181517193093896,11.86075496673584,0.42447739839553833
70,-0.04917280003428459,-0.1593613475561142,0.0025656966026872396,10.58825397491455,0.7128738760948181
107,0.2524525225162506,-0.09000333398580551,0.002455476438626647,7.908333778381348,1.0662500858306885
128,0.4226101040840149,0.0608077347278595,0.002486930228769779,7.295804500579834,1.9579975605010986
173,1.640764832496643,0.027377968654036522,0.0030793489422649145,7.811280727386475,3.1412384510040283
195,0.17691196501255035,-0.15733449161052704,0.0024847243912518024,8.985353469848633,1.2468384504318237
217,0.1277931183576584,-0.2649760842323303,0.0026607459876686335,11.100852012634277,0.3478736877441406
239,-2.8977010250091553,-0.3080115020275116,0.0018276693299412727,18.477697372436523,0.004932403564453125
260,2.4961986541748047,0.15403348207473755,0.0033046938478946686,6.004299163818359,2.2090346813201904
277,-0.28594300150871277,-0.26603221893310547,0.002402144717052579,9.934466361999512,0.1609794646501541
285,-0.406419962644577,-0.09839637577533722,0.002243882277980447,8.46728801727295,0.8375808596611023
297,-1.103893518447876,-0.2881546914577484,0.002335675060749054,13.848052978515625,0.5140067934989929
305,-0.5359299182891846,-0.119414784014225,0.0022218520753085613,8.87000560760498,0.5866249203681946
324,-2.5421836376190186,-0.30771657824516296,0.0021826026495546103,20.9033203125,0.00289154052734375
339,-1.6299622058868408,-0.28410056233406067,0.0019763540476560593,12.005915641784668,0.29425737261772156
462,-2.1067867279052734,-0.3057461082935333,0.001855039387010038,14.01539134979248,0.0333709716796875
491,1.615152359008789,0.046512704342603683,0.0029717839788645506,6.715394496917725,2.3420331478118896
515,1.3822375535964966,-0.18634121119976044,0.0030274861492216587,8.399456024169922,1.0372329950332642
542,1.5236214399337769,-0.07894908636808395,0.00306571158580482,8.364212036132812,1.0090690851211548
573,-1.040939211845398,-0.13536089658737183,0.0019862595945596695,9.149842262268066,1.6299057006835938
607,-0.2220643013715744,-0.2915976345539093,0.0025073334109038115,11.445265769958496,0.11921844631433487
624,-0.26514968276023865,-0.2064259797334671,0.002288186689838767,8.741246223449707,1.6469497680664062
670,1.26468026638031,0.5768505930900574,0.002815092448145151,6.409221172332764,3.252840518951416
726,-1.0212485790252686,-0.2698204219341278,0.0021239847410470247,11.20524787902832,0.13079224526882172
732,0.9930564761161804,0.6996936798095703,0.002594807418063283,5.0153985023498535,9.820382118225098
