A_f32_vs_f64_max_rel,backend,class_pair,dataset,feat_dim,frac_A_of_gfull,frac_head_of_gfull,h_t_norm,has_bias,identity_max_abs_err,identity_max_rel_err,identity_scale,loss_t,model,n_candidates,overlap_paper_b1_vs_eq3,overlap_prod_b0_vs_eq3,overlap_prod_b0_vs_prod_b1,overlap_prod_b1_vs_eq3,overlap_prod_b1_vs_paper_b1,p_adv_t,pearson_A_vs_gfull,pearson_costb1_vs_eq3,pearson_dcos_vs_hTh,pearson_hTh_vs_A,pearson_hTh_vs_gfull,pearson_hTh_vs_ntktr,pearson_headW_vs_gfull,pearson_margin_vs_rdot,pearson_margin_vs_rnorm,pearson_ntktr_vs_A,r_t_norm,spearman_A_vs_gfull,spearman_costb1_vs_eq3,spearman_dcos_vs_hTh,spearman_hTh_vs_A,spearman_hTh_vs_gfull,spearman_hTh_vs_ntktr,spearman_headW_vs_gfull,spearman_margin_vs_rdot,spearman_margin_vs_rnorm,spearman_ntktr_vs_A,surrogate,target_idx,top_m,verify_n
7.053080738322011e-05,jvp,dog-bird,CIFAR10,64,0.7309930920600891,0.26157060265541077,5.506822109222412,True,1.0550173202509422e-12,1.2148340253460362e-13,8.684456462687802,4.4980692863464355,ResNet20BN,5000,,,,,,0.011130464263260365,0.9999977229956302,,-0.04714349381315516,-0.16341986690806987,-0.1634636198575423,0.6043574375470797,0.9541367548322022,-0.30969738844302697,-0.3152109421536247,-0.09642987485566103,1.3910439014434814,0.990802563227825,,-0.042621114080004914,-0.46929924658500294,-0.48260636525458483,0.5829983415158855,0.9965724521027337,-0.9946580108100638,-0.9994699717867987,-0.13682693663713777,0,3495,,8
7.704573317291186e-05,jvp,dog-bird,CIFAR10,64,0.7284840941429138,0.2644105553627014,6.251551151275635,True,9.555724267418242e-15,2.030177355773111e-13,0.04706842109259627,0.005993370432406664,ResNet20BN,5000,,,,,,0.9940245747566223,0.9999972808920912,,-0.21189395769910352,-0.23201035315552035,-0.2319456198842417,0.7432792790846151,0.9344945794618678,-0.31185629795712794,-0.3031983666098276,-0.1846907427818038,0.007352116517722607,0.9903776401524444,,-0.21098094862880987,-0.5251703636387985,-0.542395253069915,0.7325829120071365,0.9984308717772348,-0.9962879254195169,-0.9994153556326002,-0.3581673439868772,1,3495,,8
0.00014532305545044948,jvp,dog-bird,CIFAR10,64,0.675614058971405,0.3146268129348755,5.434142112731934,True,1.4143235194108428e-12,3.7254598959154654e-13,3.7963729550853156,6.819127559661865,ResNet20BN,5000,,,,,,0.0010926737450063229,0.9999945009895305,,-0.02180476401078566,-0.13591775828157873,-0.13571512238443598,0.6603378814030869,0.9325798959381999,-0.2657182076022054,-0.2638452392988833,-0.1205644704004142,1.376110553741455,0.9835507893702847,,-0.021889333788624038,-0.38430227722451404,-0.4057074241197709,0.6390890999449165,0.9984068626322363,-0.9960014312638652,-0.9995820988072538,-0.21463342239671998,2,3495,,8
0.0012705383064383344,jvp,dog-bird,CIFAR10,64,0.7120348811149597,0.2821168601512909,7.215712070465088,True,1.3590039042459367e-13,4.453385134371327e-12,0.030516199772553102,0.0817858949303627,ResNet20BN,5000,,,,,,0.9214692115783691,0.999995673355572,,-0.20493885128907677,-0.22273870453428793,-0.22269361735713405,0.5893743199918897,0.9649385174214464,-0.2977568093920215,-0.29615233577518374,-0.17467630050008404,0.09737696498632431,0.9888906995756215,,-0.19698348262297732,-0.6009475460682333,-0.608938796642781,0.5769047659294193,0.998862255450463,-0.9920175128694436,-0.9995015129480486,-0.3353689760842714,3,3495,,8
0.0004842854109958683,jvp,dog-bird,CIFAR10,64,0.7052124738693237,0.28779083490371704,6.650344371795654,True,1.4954704141700859e-12,1.2038626543209043e-12,1.2422267679810008,4.164703369140625,ResNet20BN,5000,,,,,,0.015534323640167713,0.9999981971765696,,-0.22618833948661252,-0.1987559515222681,-0.19864365896831157,0.6031182588091787,0.9686028499474875,-0.3065952445077665,-0.2998672668104183,-0.10869554737019571,1.3846560716629028,0.9877825583899674,,-0.21528422168286934,-0.49116970117268943,-0.49673369051719096,0.5920966195771268,0.99856361297451,-0.9902871476591378,-0.9995198773887949,-0.16216012601598104,4,3495,,8
0.0001253936573976933,jvp,dog-bird,CIFAR10,64,0.6756312251091003,0.3171212077140808,6.939877033233643,True,1.8019787193679344e-13,2.2116685042843714e-12,0.08147598592995291,0.0323665477335453,ResNet20BN,5000,,,,,,0.9681516289710999,0.999997945106606,,-0.11126963350152617,-0.23515622853931328,-0.23504380741168346,0.6518257218351644,0.9498622452366875,-0.32875858399256996,-0.32878406222539136,-0.1211791925377347,0.04088130593299866,0.9833852284863351,,-0.10368504717389034,-0.5584570509853906,-0.5788756689385989,0.6384800291531717,0.9989006247799458,-0.9934078952559994,-0.9995463687818545,-0.18519147566714864,5,3495,,8
0.00022451954577137754,jvp,dog-bird,CIFAR10,64,0.6803630590438843,0.3119831085205078,5.731578350067139,True,1.316639871673346e-15,1.9970078550618285e-12,0.0006593063058495492,0.0005558376433327794,ResNet20BN,5000,,,,,,0.999444305896759,0.999996234239255,,0.03942545343771013,-0.25653548030877926,-0.2565573927577179,0.7515586297546176,0.9661122591002428,-0.3253515679509922,-0.3292681170992771,-0.23644648493220227,0.0006502187461592257,0.9845596076248091,,0.0366221204487952,-0.6393303274079936,-0.6675213157249347,0.7388901535054733,0.9991974884478995,-0.9986503343619484,-0.9995590066543389,-0.49142562509370835,6,3495,,8
5.4202894823244494e-05,jvp,dog-bird,CIFAR10,64,0.6464696526527405,0.34452715516090393,5.535797119140625,True,2.914587958691458e-12,1.783378876703032e-13,16.343066505754038,1.3829751014709473,ResNet20BN,5000,,,,,,0.2508311867713928,0.9999981429054268,,-0.047384789041279,-0.24165634777935785,-0.24164570902197724,0.6615890534544153,0.9385094853686127,-0.30505498299444594,-0.30515940748373366,-0.17110644299749964,1.0591795444488525,0.9782240798103272,,-0.03936542754828573,-0.5852659261126879,-0.6086078974601357,0.6598464266972024,0.9988365857934075,-0.9915267402120529,-0.9996018386400354,-0.34091144775642523,7,3495,,8
0.00022740956789216797,jvp,dog-bird,CIFAR10,64,0.6779038310050964,0.31305038928985596,5.614284992218018,True,2.4781704466292354e-12,1.3324610567249109e-12,1.8598445591501127,5.120271682739258,ResNet20BN,5000,,,,,,0.005974398925900459,0.9999972421613488,,0.029705709884894876,-0.20448328410523584,-0.20444088458765564,0.6556185315865175,0.9481832406779053,-0.2895681368279256,-0.2831668162867843,-0.18156970140406525,1.4032820463180542,0.9837958501513868,,0.022318968077830032,-0.4994984814826548,-0.5180839368850935,0.6439500704427317,0.998804009440103,-0.9916343275111644,-0.999545781837831,-0.2931906788760837,8,3495,,8
6.843939202960425e-05,jvp,dog-bird,CIFAR10,64,0.6951485276222229,0.2982605993747711,7.098789691925049,True,5.933031843596837e-13,1.9811300858745625e-13,2.9947714619546155,0.8419618010520935,ResNet20BN,5000,,,,,,0.4308644235134125,0.9999971910937302,,-0.044611934108317326,-0.1702247810997005,-0.17011956194640684,0.7002877144421109,0.9699645994723786,-0.3084086811580292,-0.33535254839086315,-0.09868569617618024,0.719615638256073,0.986602045320891,,-0.04102560467093188,-0.4584364008095585,-0.47608797494294514,0.6831449978069863,0.9988598765943949,-0.9953588185663526,-0.999583201967328,-0.18911896212528514,9,3495,,8
