dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,0,0,0.8729729729729729
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,1,0,0.8746746746746746
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,2,0,0.876976976976977
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,3,0,0.878078078078078
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,4,0,0.8598598598598599
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,5,0,0.8750750750750751
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,0,0,0.8792792792792793
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,1,0,0.8818818818818819
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,2,0,0.877077077077077
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,3,0,0.8768768768768769
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,4,0,0.8737737737737737
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,5,0,0.8815815815815816
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,0,0,0.8723723723723724
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,1,0,0.8765765765765766
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,2,0,0.8824824824824825
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,3,0,0.8783783783783784
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,4,0,0.8761761761761762
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,5,0,0.876976976976977
