model,victim_model,attack,base,class_pair,pair_order,seed,budget,num_poisons,epsilon,fc_mode,lambda_margin,base_dist,distance_margin_coef,use_jacobian_score,jacobian_weight,jacobian_batch_size,jacobian_backend,sel_criterion,sel_K,sel_metric_epoch,fus_iters,fus_alpha,fus_search_epochs,fus_proxy_steps,fus_proxy_restarts,num_surrogates,craft_ensemble,restarts,craft_steps,craft_alpha,target_select,num_targets,num_trials,asr_mean,asr_std,cta_post_mean,cta_post_std,cta_baseline_mean,cta_baseline_std,overhead_target_records,selection_overhead_measurements,final_craft_overhead_measurements,selection_wall_seconds_total,selection_wall_seconds_mean_per_target,selection_cuda_peak_allocated_bytes_max,selection_cuda_incremental_peak_allocated_bytes_max,final_craft_wall_seconds_total,final_craft_wall_seconds_mean_per_target,final_craft_cuda_peak_allocated_bytes_max,final_craft_cuda_incremental_peak_allocated_bytes_max,process_max_rss_kb_max,cta_drop_mean
ResNet20BN,ResNet20BN,fc,ours,frog-airplane,poison-target,42,0.002,100,0.0313725,sample,1.0,cosine,,False,1.0,64,,,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,2,10,60,0.16666666666666669,0.10540925533894598,0.837805,0.003548258962740272,0.8354166666666667,0.004329902487996188,10,10,10,12.401859590550885,1.2401859590550885,1015903232.0,229543424.0,33.2121712192893,3.3212171219289304,1581657600.0,794067968.0,2366572.0,0.0023883333333333256
ResNet20BN,ResNet20BN,fc,ours,dog-bird,poison-target,42,0.02,1000,0.0313725,sample,1.0,cosine,,False,1.0,64,,,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,10,10,60,0.4833333333333333,0.36094013046179524,0.83698,0.004090061124237634,0.8354166666666667,0.004329902487996188,10,10,10,12.42990313982591,1.242990313982591,1015903232.0,229543424.0,226.94119283673353,22.694119283673352,8773394432.0,7976311296.0,2368284.0,0.00156333333333325
ResNet20BN,ResNet20BN,fc,ours,frog-airplane,poison-target,42,0.0005,25,0.0313725,sample,1.0,cosine,,False,1.0,64,,,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,2,8,48,0.020833333333333332,0.0551198189805123,0.83825625,0.0036824417991553767,0.8354166666666667,0.004329902487996188,8,8,8,9.892604511929676,1.2365755639912095,1015903232.0,229543424.0,26.11498403130099,3.264373003912624,986696704.0,200029184.0,2304192.0,0.00283958333333334
ResNet20BN,ResNet20BN,fc,ours,frog-airplane,poison-target,42,0.001,50,0.0313725,sample,1.0,cosine,,False,1.0,64,,,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,2,10,60,0.05,0.07637626158259733,0.8375266666666666,0.004169087296865938,0.8354166666666667,0.004329902487996188,10,10,10,12.209225301863626,1.2209225301863627,1015903232.0,229543424.0,32.22406854410656,3.222406854410656,1185133056.0,398158336.0,2334716.0,0.0021099999999999453
