dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,0,1,0.8282282282282283
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,1,0,0.8345345345345345
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,2,1,0.8434434434434435
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,3,0,0.8293293293293293
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,4,1,0.8372372372372372
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,5,1,0.822022022022022
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,0,0,0.8316316316316317
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,1,0,0.8481481481481481
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,2,0,0.8325325325325326
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,3,0,0.8335335335335335
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,4,0,0.831031031031031
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,5,0,0.8435435435435436
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,0,0,0.8362362362362362
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,1,0,0.8329329329329329
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,2,0,0.8348348348348348
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,3,0,0.8411411411411411
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,4,0,0.8418418418418419
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,5,0,0.8369369369369369
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,0,0,0.841041041041041
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,1,0,0.842042042042042
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,2,0,0.8422422422422422
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,3,0,0.8282282282282283
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,4,0,0.8417417417417418
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,5,0,0.8415415415415416
CIFAR10,ConvNetBN,FC,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,0,1,0.8367367367367368
