dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_id,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,2,1.0,0.01,500,0.0313,7842,0,0,0.8418841884188419
