dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_difficulty,target_margin_low,target_margin_high,target_id,target_diff,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,8573,4.4286251068115234e-05,0,1,0.8467386954781913
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,8573,4.4286251068115234e-05,1,1,0.8460384153661464
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,8573,4.4286251068115234e-05,2,1,0.8438375350140056
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,5607,0.004134684801101685,0,0,0.8486394557823129
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,5607,0.004134684801101685,1,0,0.8400360144057623
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,5607,0.004134684801101685,2,0,0.839235694277711
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,1058,0.033129870891571045,0,0,0.8461384553821528
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,1058,0.033129870891571045,1,0,0.8462384953981593
CIFAR10,ResNet20BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0616,0.0,0.05,0.5,1058,0.033129870891571045,2,0,0.8468387354941976
