dataset,model,class_pair,poison_rho,train_set_size,candidate_count,requested_m,candidate_fraction,selector,selector_label,targets,budget_valid,invalid_reason,mean_overlap_at_m,median_overlap_at_m,q25_overlap_at_m,q75_overlap_at_m,mean_jaccard_at_m,median_jaccard_at_m,q25_jaccard_at_m,q75_jaccard_at_m,mean_spearman_exact_top_m,median_spearman_exact_top_m,q25_spearman_exact_top_m,q75_spearman_exact_top_m,mean_spearman_selected_union,median_spearman_selected_union,q25_spearman_selected_union,q75_spearman_selected_union
CIFAR10,ResNet20BN,dog-bird,0.005,50000,5000,250,0.05,beta1,GRAFT+ (\beta=1),10,True,,0.7131999999999998,0.716,0.693,0.728,0.5546128861329656,0.557632398753894,0.530224573647774,0.5723270440251572,0.7291338165410648,0.7409682714923439,0.7066778668458695,0.749394518312293,0.5395631281636452,0.5474621624631753,0.5188471672184132,0.5690965586108534
CIFAR10,ResNet20BN,dog-bird,0.005,50000,5000,250,0.05,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6355834685354965,-0.6486493543896701,-0.6523849661594584,-0.6283235251764028,-0.9238240283580816,-0.9242682583490138,-0.9267508225684542,-0.9224377070385862
CIFAR10,ResNet20BN,dog-bird,0.005,50000,5000,250,0.05,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.7524,0.75,0.723,0.767,0.6042332219787621,0.6000368648493661,0.5661967665615142,0.6220632118690371,0.6355834685354965,0.6486493543896701,0.6283235251764028,0.6523849661594584,0.47908431293302006,0.47714387536089614,0.4265970518275879,0.5315498063829862
CIFAR10,ResNet20BN,dog-bird,0.01,50000,5000,500,0.1,A,Backbone alignment A,10,True,,0.9985999999999999,0.998,0.998,0.9995,0.9972055888223552,0.9960079840319361,0.9960079840319361,0.999001996007984,0.9999140796563186,0.9999146076584307,0.9999003756015024,0.999936519746079,0.9999141308310253,0.9999146881687129,0.9999007562564115,0.9999365807503071
CIFAR10,ResNet20BN,dog-bird,0.01,50000,5000,500,0.1,beta0,GRAFT (\beta=0),10,True,,0.1292,0.126,0.1,0.147,0.06939352640991785,0.06725530865547472,0.05263508539335574,0.07933175690772325,-0.06909506678026713,-0.06584805539222156,-0.09225236100944403,-0.03745178980715923,-0.6570677349547203,-0.6672406696251794,-0.6848907194797969,-0.6366247251564698
CIFAR10,ResNet20BN,dog-bird,0.01,50000,5000,500,0.1,beta1,GRAFT+ (\beta=1),10,True,,0.7036,0.704,0.695,0.7204999999999999,0.5430423988287301,0.5432098765432098,0.5325914599614905,0.5631170198762669,0.7230150264601058,0.722635738542954,0.7095207420829683,0.7342989451957808,0.5161340008353587,0.5138343463950752,0.49038849476951357,0.537001704120983
CIFAR10,ResNet20BN,dog-bird,0.01,50000,5000,500,0.1,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71842802251209,-0.7150598202392808,-0.7435972543890176,-0.6871036204144816,-0.9604257893795369,-0.9604656589611081,-0.9635526544483002,-0.9569417212611157
CIFAR10,ResNet20BN,dog-bird,0.01,50000,5000,500,0.1,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.8341999999999998,0.832,0.8254999999999999,0.85,0.7160002341759549,0.712333787805486,0.70286063143206,0.7391461606163269,0.71842802251209,0.7150598202392808,0.6871036204144816,0.7435972543890176,0.6718411310743798,0.6684434277942835,0.641838760442124,0.6965769037866587
CIFAR10,ResNet20BN,dog-bird,0.02,50000,5000,1000,0.2,A,Backbone alignment A,10,True,,0.999,0.999,0.999,0.999,0.9980019980019981,0.998001998001998,0.998001998001998,0.998001998001998,0.9999579258578901,0.9999629559629559,0.9999481209481209,0.9999659147158396,0.9999579848295059,0.9999630549091627,0.999948243373393,0.9999659599381905
CIFAR10,ResNet20BN,dog-bird,0.02,50000,5000,1000,0.2,beta0,GRAFT (\beta=0),10,True,,0.2701,0.262,0.234,0.294,0.1567464994902522,0.15078608356640394,0.13254231859952167,0.17234378022662802,-0.06637234957234957,-0.06277063477063478,-0.11263247563247564,-0.026953709953709958,-0.5390801107665406,-0.5434385284207477,-0.5881828923161967,-0.4942772899316986
CIFAR10,ResNet20BN,dog-bird,0.02,50000,5000,1000,0.2,beta1,GRAFT+ (\beta=1),10,True,,0.7091999999999998,0.707,0.6984999999999999,0.7235,0.5496210476703405,0.546791335097449,0.5367055119902144,0.5667848960709573,0.7179434619434619,0.7235870255870256,0.7035209445209445,0.7358009078009078,0.5112021898994641,0.5258590155741393,0.47551523025792697,0.5350081238580884
CIFAR10,ResNet20BN,dog-bird,0.02,50000,5000,1000,0.2,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8378368022368022,-0.8399390999391,-0.8567185247185248,-0.8298561558561559,-0.9787507450864512,-0.9791414383569015,-0.9811169455175311,-0.9778214389084792
CIFAR10,ResNet20BN,dog-bird,0.02,50000,5000,1000,0.2,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.8945000000000001,0.8925000000000001,0.88975,0.89925,0.8092700496714356,0.8058694425692753,0.8013985514074873,0.8169567270591216,0.8378368022368022,0.8399390999391,0.8298561558561559,0.8567185247185248,0.8231441944416187,0.8294410151355347,0.8058291273416373,0.8416268717814883
CIFAR10,ResNet20BN,dog-bird,0.04,50000,5000,2000,0.4,A,Backbone alignment A,10,True,,0.9992999999999999,0.9995,0.999,0.9995,0.9986012986016728,0.999000499750125,0.998001998001998,0.999000499750125,0.9999813298703145,0.999985165558783,0.9999810781515038,0.9999875041531227,0.9999813221517734,0.9999851703920504,0.9999810759644403,0.9999874822683121
CIFAR10,ResNet20BN,dog-bird,0.04,50000,5000,2000,0.4,beta0,GRAFT (\beta=0),10,True,,0.5182499999999999,0.514,0.493625,0.542125,0.350324896362782,0.3459207720476891,0.3276952932125346,0.37186651749343924,-0.011285304121326032,-0.020031140757785188,-0.07471751467937866,0.018209215552303887,-0.28729641830601366,-0.3024468737075766,-0.35489289801469615,-0.23956899825883304
CIFAR10,ResNet20BN,dog-bird,0.04,50000,5000,2000,0.4,beta1,GRAFT+ (\beta=1),10,True,,0.7455,0.746,0.74475,0.7484999999999999,0.5943023152789199,0.594896331738437,0.5933082956315449,0.5980830658697304,0.7002543783135946,0.7062581658145414,0.6794274483568621,0.7160398433849609,0.537874486413538,0.5395778648133087,0.5250798548798128,0.5506977212198968
CIFAR10,ResNet20BN,dog-bird,0.04,50000,5000,2000,0.4,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9273803091950772,-0.9276544929136232,-0.9353698813424702,-0.918871003717751,-0.9901257024673369,-0.9902220394732704,-0.9911263065647978,-0.9890493081880339
CIFAR10,ResNet20BN,dog-bird,0.04,50000,5000,2000,0.4,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.9510500000000001,0.9512499999999999,0.950125,0.954,0.906690407867228,0.9070331564649106,0.9049887701626624,0.9120471985289837,0.9273803091950772,0.9276544929136232,0.918871003717751,0.9353698813424702,0.9281931038693738,0.9296915624036999,0.9206666719412082,0.935797166810928
CIFAR10,ResNet20BN,frog-airplane,0.001,50000,5000,50,0.01,A,Backbone alignment A,10,True,,0.998,1.0,1.0,1.0,0.996078431372549,1.0,1.0,1.0,0.9993661464585835,0.999423769507803,0.999423769507803,0.9994957983193277,0.9993604210915136,0.999423769507803,0.9993808292547788,0.9994957983193277
CIFAR10,ResNet20BN,frog-airplane,0.001,50000,5000,50,0.01,beta0,GRAFT (\beta=0),10,True,,0.028000000000000004,0.03,0.005,0.04,0.014328218010103136,0.01525458668315811,0.0025252525252525255,0.02040816326530612,-0.09694117647058824,-0.10857142857142857,-0.1524609843937575,-0.07375750300120047,-0.7554323599307121,-0.7593519351935193,-0.7708579390050303,-0.7315328976617417
CIFAR10,ResNet20BN,frog-airplane,0.001,50000,5000,50,0.01,beta1,GRAFT+ (\beta=1),10,True,,0.796,0.8,0.77,0.82,0.6626412822156446,0.6666666666666666,0.6263440860215054,0.6949152542372882,0.7985306122448979,0.8031692677070827,0.7486674669867948,0.8344297719087634,0.7123117298981055,0.7073090478349251,0.6658569583510092,0.7284746915105706
CIFAR10,ResNet20BN,frog-airplane,0.001,50000,5000,50,0.01,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5132004801920768,-0.5513085234093638,-0.5932052821128451,-0.4111644657863145,-0.887128373885929,-0.887006751996859,-0.9013970714401983,-0.8681701152992204
CIFAR10,ResNet20BN,frog-airplane,0.001,50000,5000,50,0.01,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.712,0.73,0.65,0.76,0.5554771748049893,0.5749007936507937,0.481729055258467,0.6129032258064516,0.5132004801920768,0.5513085234093638,0.4111644657863145,0.5932052821128451,0.41468723619061265,0.4012673206855747,0.36598821013069427,0.4997452144629564
CIFAR10,ResNet20BN,frog-airplane,0.002,50000,5000,100,0.02,A,Backbone alignment A,10,True,,0.9959999999999999,1.0,0.99,1.0,0.9920792079207921,1.0,0.9801980198019802,1.0,0.9997167716771675,0.9997659765976596,0.9997239723972396,0.9998259825982597,0.9997133478053687,0.9997659765976596,0.9997213250736838,0.9998259825982597
CIFAR10,ResNet20BN,frog-airplane,0.002,50000,5000,100,0.02,beta0,GRAFT (\beta=0),10,True,,0.037,0.04,0.03,0.0475,0.018885797153495327,0.02040816326530612,0.015228426395939087,0.02433281004709576,-0.08373597359735974,-0.07900390039003899,-0.14180018001800176,-0.0631113111311131,-0.7350797873731767,-0.7306498070457461,-0.7460473114026414,-0.7203177910283013
CIFAR10,ResNet20BN,frog-airplane,0.002,50000,5000,100,0.02,beta1,GRAFT+ (\beta=1),10,True,,0.758,0.76,0.7375,0.7775000000000001,0.6113399718835911,0.6129032258064516,0.5843281686563373,0.6360122617619619,0.8162532253225322,0.8218541854185417,0.7855655565556555,0.8499999999999999,0.6942575879265183,0.7245012710991315,0.6722714918304906,0.73655308041808
CIFAR10,ResNet20BN,frog-airplane,0.002,50000,5000,100,0.02,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6568760876087609,-0.6635043504350434,-0.702166216621662,-0.617023702370237,-0.8998973806309303,-0.9000763404598086,-0.9022588425136607,-0.8894084139993286
CIFAR10,ResNet20BN,frog-airplane,0.002,50000,5000,100,0.02,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.7609999999999999,0.76,0.74,0.7775000000000001,0.6148941278777393,0.6129032258064516,0.5873015873015873,0.6360122617619619,0.6568760876087609,0.6635043504350434,0.617023702370237,0.702166216621662,0.5412497146903145,0.568089988751406,0.45290518857227235,0.5981364980765712
CIFAR10,ResNet20BN,frog-airplane,0.005,50000,5000,250,0.05,A,Backbone alignment A,10,True,,0.9988000000000001,1.0,0.997,1.0,0.9976095617529881,1.0,0.9940239043824701,1.0,0.9998822637162194,0.9998909422550759,0.9998765420246722,0.9999076465223443,0.9998815715908597,0.9998904805334028,0.9998765420246722,0.9999076465223443
CIFAR10,ResNet20BN,frog-airplane,0.005,50000,5000,250,0.05,beta0,GRAFT (\beta=0),10,True,,0.08839999999999999,0.086,0.081,0.10099999999999999,0.046300307313198806,0.04493322035971035,0.04221033402922755,0.05319374784385532,-0.054559669754716066,-0.0574930158882542,-0.07008745739931839,-0.024431622905966496,-0.6841218237672575,-0.6850470208453199,-0.6946373061948133,-0.6695644620284201
CIFAR10,ResNet20BN,frog-airplane,0.005,50000,5000,250,0.05,beta1,GRAFT+ (\beta=1),10,True,,0.7260000000000001,0.722,0.701,0.74,0.5704847484753415,0.5650410486509787,0.5396486229819563,0.5873015873015873,0.772218691499064,0.769406998511976,0.7557555800892813,0.7838026208419333,0.5920395874669337,0.5998225565115725,0.5638826934647814,0.6212965472281782
CIFAR10,ResNet20BN,frog-airplane,0.005,50000,5000,250,0.05,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7454315749051984,-0.7486180578889261,-0.7689379350069601,-0.7397279316469063,-0.9062004991262723,-0.9058267151944099,-0.9100093247083779,-0.9006352775454043
CIFAR10,ResNet20BN,frog-airplane,0.005,50000,5000,250,0.05,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.8211999999999999,0.822,0.807,0.831,0.6972421502659151,0.6977977631730659,0.6764778993039863,0.710867735752022,0.7454315749051984,0.7486180578889261,0.7397279316469063,0.7689379350069601,0.6707337018370723,0.6740998197740675,0.6500713542689958,0.7006622292456549
CIFAR10,ResNet20BN,frog-airplane,0.01,50000,5000,500,0.1,A,Backbone alignment A,10,True,,0.9982,0.998,0.998,0.998,0.9964087760733513,0.9960079840319361,0.9960079840319361,0.9960079840319361,0.9999332965330389,0.999947151788607,0.9999393817564226,0.9999605438421753,0.9999327347790695,0.999946799627836,0.9999396247335017,0.9999605797945104
CIFAR10,ResNet20BN,frog-airplane,0.01,50000,5000,500,0.1,beta0,GRAFT (\beta=0),10,True,,0.18319999999999997,0.187,0.1705,0.195,0.10097719117549482,0.10314698079684571,0.0931951070775191,0.10803426014952024,-0.004853568214272858,-0.006488857955431822,-0.010936195744782978,0.028552434209736837,-0.5945415121189452,-0.5903060562658878,-0.6129066393375244,-0.5710950258621568
CIFAR10,ResNet20BN,frog-airplane,0.01,50000,5000,500,0.1,beta1,GRAFT+ (\beta=1),10,True,,0.7028,0.702,0.689,0.708,0.5420408967842454,0.5408320493066255,0.5255556798687253,0.5479876160990712,0.7507984207936832,0.7494989979959918,0.7372343249372998,0.7682183288733154,0.5457868384472033,0.5275801034687537,0.516504297774679,0.584709970851918
CIFAR10,ResNet20BN,frog-airplane,0.01,50000,5000,500,0.1,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8269928503714015,-0.8279150876603507,-0.832375865503462,-0.8133197172788691,-0.958470059601735,-0.9589595860468503,-0.9596002517212991,-0.9575895368934544
CIFAR10,ResNet20BN,frog-airplane,0.01,50000,5000,500,0.1,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.8789999999999999,0.874,0.8705,0.8895,0.7843202766562917,0.7761989342806395,0.7706960396661018,0.8010178051316494,0.8269928503714015,0.8279150876603507,0.8133197172788691,0.832375865503462,0.7961529389444802,0.7983081718019593,0.7785349033194712,0.8048372650482574
CIFAR10,ResNet20BN,frog-airplane,0.02,50000,5000,1000,0.2,A,Backbone alignment A,10,True,,0.9987,0.999,0.99825,0.999,0.9974045902237375,0.998001998001998,0.9965064875244516,0.998001998001998,0.9999704091703462,0.9999753204752879,0.9999694329693414,0.9999798009798011,0.9999703182200765,0.9999752592169624,0.9999694945771878,0.9999797682761755
CIFAR10,ResNet20BN,frog-airplane,0.02,50000,5000,1000,0.2,beta0,GRAFT (\beta=0),10,True,,0.3153,0.315,0.30425,0.32675,0.1872381767789995,0.1869452923882995,0.17942106150333437,0.19527872935890211,0.02490954330954331,0.02531520131520132,0.0036202626202626203,0.06530271830271832,-0.46200688086206354,-0.46286318023126816,-0.48548878590920197,-0.43438536317337595
CIFAR10,ResNet20BN,frog-airplane,0.02,50000,5000,1000,0.2,beta1,GRAFT+ (\beta=1),10,True,,0.6768,0.676,0.6685000000000001,0.68775,0.5116840083212127,0.5105817736443412,0.5020659757501863,0.5241039694518442,0.7240636636636638,0.7222323622323623,0.713821367821368,0.739916812916813,0.4784661783058124,0.4659583337576601,0.4596145256145108,0.5068665529298663
CIFAR10,ResNet20BN,frog-airplane,0.02,50000,5000,1000,0.2,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8926188046188047,-0.8924551964551966,-0.8994698574698574,-0.8847427767427769,-0.9835823783494473,-0.9837423727759788,-0.9843827119593004,-0.9829094332797176
CIFAR10,ResNet20BN,frog-airplane,0.02,50000,5000,1000,0.2,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.9229,0.923,0.9175,0.9277500000000001,0.8568875676600604,0.8570246223877509,0.847576241348295,0.8652369559471977,0.8926188046188047,0.8924551964551966,0.8847427767427769,0.8994698574698574,0.8867137090960661,0.8837567673071962,0.8769273978636181,0.8941260693343387
CIFAR10,ResNet20BN,frog-airplane,0.04,50000,5000,2000,0.4,A,Backbone alignment A,10,True,,0.9994500000000001,0.9995,0.9995,0.9995,0.998900849126111,0.999000499750125,0.999000499750125,0.999000499750125,0.9999852142712656,0.9999879362469264,0.9999837413083894,0.9999928420919467,0.9999852216572546,0.9999879490823443,0.9999837593066148,0.9999928478061556
CIFAR10,ResNet20BN,frog-airplane,0.04,50000,5000,2000,0.4,beta0,GRAFT (\beta=0),10,True,,0.55715,0.56175,0.544375,0.57,0.38628600820663345,0.39058391230015344,0.37399639271160007,0.3986034475770318,0.05721197765299442,0.06026670156667539,0.03892293373073344,0.08791827472956867,-0.20549897046321491,-0.20673960864597402,-0.2364929447664177,-0.17809764742758336
CIFAR10,ResNet20BN,frog-airplane,0.04,50000,5000,2000,0.4,beta1,GRAFT+ (\beta=1),10,True,,0.7266,0.726,0.720375,0.7350000000000001,0.5706761805975604,0.5698608889460507,0.5629583007430583,0.5810343212563862,0.6776409704102425,0.6757423096855775,0.6683303222075805,0.6924948598737151,0.4882906388633693,0.4922937303172539,0.4782169593102516,0.5066763880415788
CIFAR10,ResNet20BN,frog-airplane,0.04,50000,5000,2000,0.4,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9578216255054064,-0.9570206392551598,-0.9601410581602644,-0.9556449945362486,-0.9939029268829194,-0.9938809655567664,-0.9941604304205529,-0.9936824298785172
CIFAR10,ResNet20BN,frog-airplane,0.04,50000,5000,2000,0.4,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.9695500000000001,0.96975,0.96875,0.971,0.9409069407527975,0.941276503535375,0.939394281491579,0.9436345966958212,0.9578216255054064,0.9570206392551598,0.9556449945362486,0.9601410581602644,0.9590616077548659,0.9580572041723836,0.9569801782497835,0.9616641571151823
CIFAR10,VGG13BN,dog-bird,0.001,50000,5000,50,0.01,A,Backbone alignment A,10,True,,0.992,1.0,0.98,1.0,0.9843137254901961,1.0,0.9607843137254902,1.0,0.9985978391356543,0.998799519807923,0.9986794717887154,0.9991116446578632,0.9985660725828792,0.9987902853449071,0.9985972850678733,0.9991116446578632
CIFAR10,VGG13BN,dog-bird,0.001,50000,5000,50,0.01,beta0,GRAFT (\beta=0),10,True,,0.052000000000000005,0.04,0.04,0.075,0.02680696614790871,0.02040816326530612,0.02040816326530612,0.0389819587628866,0.06991596638655462,0.10751500600240095,0.0004081632653061239,0.13428571428571429,-0.7098926087477363,-0.7061487481590574,-0.7167139338841145,-0.696672795172427
CIFAR10,VGG13BN,dog-bird,0.001,50000,5000,50,0.01,beta1,GRAFT+ (\beta=1),10,True,,0.8300000000000001,0.82,0.805,0.84,0.7114740452401297,0.6949152542372882,0.673728813559322,0.7241379310344828,0.8364081632653061,0.8615126050420168,0.7792797118847539,0.8771908763505402,0.7341725132180775,0.7313070169002374,0.7001192839752027,0.7974445538158665
CIFAR10,VGG13BN,dog-bird,0.001,50000,5000,50,0.01,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6414117647058823,-0.6600240096038414,-0.701656662665066,-0.5910204081632653,-0.9465828462864326,-0.9486228622862285,-0.9569036903690368,-0.9398304121419753
CIFAR10,VGG13BN,dog-bird,0.001,50000,5000,50,0.01,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.702,0.71,0.65,0.755,0.5450643097521152,0.5504807692307692,0.481729055258467,0.6065028161802355,0.6414117647058823,0.6600240096038414,0.5910204081632653,0.701656662665066,0.45371289406185866,0.49561952292815603,0.4355656482312206,0.5247194004939212
CIFAR10,VGG13BN,dog-bird,0.002,50000,5000,100,0.02,A,Backbone alignment A,10,True,,0.992,0.99,0.99,0.9975,0.9841972432537371,0.9801980198019802,0.9801980198019802,0.995049504950495,0.999205520552055,0.9993699369936992,0.999111911191119,0.9995229522952294,0.9991771038897153,0.9993418753640069,0.9990535818287711,0.99950971567745
CIFAR10,VGG13BN,dog-bird,0.002,50000,5000,100,0.02,beta0,GRAFT (\beta=0),10,True,,0.08499999999999999,0.08,0.052500000000000005,0.1175,0.04472457421879995,0.041779706999457406,0.02696272799365583,0.062422604975796464,0.11404020402040202,0.12970297029702968,0.12104110411041101,0.14976297629762975,-0.6704953776150873,-0.6634799397942578,-0.6821944342146011,-0.6596461833658798
CIFAR10,VGG13BN,dog-bird,0.002,50000,5000,100,0.02,beta1,GRAFT+ (\beta=1),10,True,,0.788,0.795,0.76,0.8075000000000001,0.6513545843575049,0.6597796143250689,0.6129032258064516,0.677170868347339,0.8329036903690368,0.8437683768376836,0.8016531653165315,0.8576057605760576,0.7326331170580843,0.7439889097489691,0.6961787556931596,0.7505945044648399
CIFAR10,VGG13BN,dog-bird,0.002,50000,5000,100,0.02,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.676025202520252,-0.6816561656165616,-0.7333933393339334,-0.6535313531353135,-0.9474602609457973,-0.9519090347747576,-0.9583747093677344,-0.9417131883534846
CIFAR10,VGG13BN,dog-bird,0.002,50000,5000,100,0.02,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.739,0.735,0.7124999999999999,0.755,0.5868209164992153,0.5810523684539433,0.5534156976744186,0.6065028161802355,0.676025202520252,0.6816561656165616,0.6535313531353135,0.7333933393339334,0.5467789599347155,0.5656995001351575,0.49597059529427123,0.6093302589756241
CIFAR10,VGG13BN,dog-bird,0.005,50000,5000,250,0.05,A,Backbone alignment A,10,True,,0.9952,0.996,0.993,0.996,0.9904697915784008,0.9920318725099602,0.9861032062227281,0.9920318725099602,0.9995504824077184,0.9996305860893774,0.9993855901694425,0.9996876110017759,0.9995409664657846,0.9996300283661681,0.9993442770722901,0.9996880498659408
CIFAR10,VGG13BN,dog-bird,0.005,50000,5000,250,0.05,beta0,GRAFT (\beta=0),10,True,,0.16040000000000001,0.15,0.14100000000000001,0.179,0.08741969737649362,0.08109245268905677,0.07584816462736374,0.09829863119336803,0.1113110161762588,0.12141967071473143,0.09948101569625115,0.1451848509576153,-0.600494813440414,-0.6048192332413872,-0.6236383973617846,-0.5920469104787199
CIFAR10,VGG13BN,dog-bird,0.005,50000,5000,250,0.05,beta1,GRAFT+ (\beta=1),10,True,,0.758,0.758,0.747,0.778,0.6108687902770238,0.6103101338035474,0.5961967763737277,0.6366743204998131,0.819900580809293,0.8208219651514423,0.8012576201219219,0.8340792012672202,0.6681387174417485,0.6677814038859247,0.6424614919659897,0.7022018356754812
CIFAR10,VGG13BN,dog-bird,0.005,50000,5000,250,0.05,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.748067469879518,-0.7389618393894302,-0.747730811692987,-0.726886958191331,-0.9426103250434664,-0.9437612071891016,-0.9609761307871397,-0.929569018054812
CIFAR10,VGG13BN,dog-bird,0.005,50000,5000,250,0.05,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.8116000000000001,0.8140000000000001,0.797,0.826,0.6836577043166869,0.6863838016152883,0.6625138427464009,0.7035922947879909,0.748067469879518,0.7389618393894302,0.726886958191331,0.747730811692987,0.6818501586913661,0.6724799429724809,0.6463540234803964,0.6948774522663408
CIFAR10,VGG13BN,dog-bird,0.01,50000,5000,500,0.1,A,Backbone alignment A,10,True,,0.9965999999999999,0.996,0.996,0.998,0.9932262869254085,0.9920318725099602,0.9920318725099602,0.9960079840319361,0.9997261373030121,0.9997624950499802,0.9996404485598939,0.999817239268957,0.9997246095330892,0.9997628087428858,0.9996426934592241,0.9998169954910896
CIFAR10,VGG13BN,dog-bird,0.01,50000,5000,500,0.1,beta0,GRAFT (\beta=0),10,True,,0.251,0.238,0.2365,0.2625,0.1438115310564422,0.13507377979568672,0.13410858100334344,0.15108170596856202,0.12814215736862947,0.11351167004668018,0.10141629366517466,0.15926874107496428,-0.5029070114124112,-0.5154134549948717,-0.5289403959017975,-0.4786984700634439
CIFAR10,VGG13BN,dog-bird,0.01,50000,5000,500,0.1,beta1,GRAFT+ (\beta=1),10,True,,0.7332,0.736,0.7244999999999999,0.755,0.5793408097701841,0.5822784810126582,0.5680132675206566,0.606428806991508,0.7919412381649527,0.7928472993891975,0.7847307069228278,0.8110595802383208,0.5978136351513916,0.6085922157699171,0.6027462572988407,0.6219634594991319
CIFAR10,VGG13BN,dog-bird,0.01,50000,5000,500,0.1,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8061453877815511,-0.7984212736850946,-0.8209660278641113,-0.7805844983379933,-0.9644645334626029,-0.9642622927439257,-0.9681459508324782,-0.9626765391816804
CIFAR10,VGG13BN,dog-bird,0.01,50000,5000,500,0.1,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.859,0.859,0.849,0.8665,0.7530551759382904,0.752849725013058,0.7376234030197445,0.7644556502946711,0.8061453877815511,0.7984212736850946,0.7805844983379933,0.8209660278641113,0.7722663289018221,0.7691457801620052,0.7496692316194216,0.7828702672217749
CIFAR10,VGG13BN,dog-bird,0.02,50000,5000,1000,0.2,A,Backbone alignment A,10,True,,0.9968999999999999,0.9964999999999999,0.996,0.998,0.9938233030246826,0.9930249093357378,0.9920318725099602,0.9960079840319361,0.9998048123046,0.9998450603448437,0.9997442984937033,0.9998717678717679,0.9998041759260333,0.9998450058458694,0.9997425870234965,0.999870478355028
CIFAR10,VGG13BN,dog-bird,0.02,50000,5000,1000,0.2,beta0,GRAFT (\beta=0),10,True,,0.3773,0.365,0.35724999999999996,0.393,0.23280420613705083,0.22324159021406728,0.2174707892265048,0.2445550715619166,0.17572714972714976,0.1705812685812686,0.16536050736050736,0.21044204144204146,-0.3506145550032477,-0.3736997198168164,-0.37595725875066605,-0.3213021249099001
CIFAR10,VGG13BN,dog-bird,0.02,50000,5000,1000,0.2,beta1,GRAFT+ (\beta=1),10,True,,0.7205,0.719,0.7124999999999999,0.7335,0.5633031350680697,0.5613040362329792,0.5533987616278508,0.579155889784263,0.7709128325128327,0.777934803934804,0.7571358221358222,0.7854878154878154,0.5550974610583763,0.5601929802547174,0.5290309115863364,0.5875070444187551
CIFAR10,VGG13BN,dog-bird,0.02,50000,5000,1000,0.2,product_neg_MRA_high,Product (-M)RA · high first,10,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8799529875529876,-0.8752739572739574,-0.8940349170349171,-0.8666709176709176,-0.9811533519917145,-0.9813596834329563,-0.9824432978084305,-0.9795158695798603
CIFAR10,VGG13BN,dog-bird,0.02,50000,5000,1000,0.2,product_neg_MRA_low,Product (-M)RA · low first,10,True,,0.9062000000000001,0.906,0.90375,0.91225,0.8285834262622883,0.8281535648994516,0.8244039336131948,0.8386603985381869,0.8799529875529876,0.8752739572739574,0.8666709176709176,0.8940349170349171,0.8670889318755204,0.8629584390823359,0.8560567960148291,0.8808191735296268
CIFAR10,VGG13BN,dog-bird,0.04,50000,5000,2000,0.4,A,Backbone alignment A,10,True,,0.9979500000000001,0.99775,0.9975,0.998875,0.9959098238492425,0.9955102264299331,0.9950124688279302,0.9977526218165259,0.9998764162065262,0.9999085656020346,0.9998139235471245,0.9999327722331532,0.9998763367140503,0.9999076623667725,0.99981298399279,0.9999328045212345
