dataset,model,class_pair,target_idx,selector,selector_label,poison_rho,train_set_size,candidate_count,requested_m,candidate_fraction,budget_valid,invalid_reason,overlap,overlap_at_m,jaccard_at_m,spearman_exact_top_m,spearman_selected_union,random_expected_overlap_at_m
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.6162496249624961,-0.9007401538754304,0.02
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,73,0.73,0.5748031496062992,0.6162496249624961,0.46751968503936997,0.02
CIFAR10,ResNet20BN,frog-airplane,4639,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,20,0.08,0.041666666666666664,0.02302078433254932,-0.696806626764873,0.05
CIFAR10,ResNet20BN,frog-airplane,4639,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,175,0.7,0.5384615384615384,0.8116710987375798,0.6148095712512891,0.05
CIFAR10,ResNet20BN,frog-airplane,4639,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,250,1.0,1.0,0.9998955503288052,0.9998955503288052,0.05
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.7526985071761148,-0.9094898646908923,0.05
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,201,0.804,0.6722408026755853,0.7526985071761148,0.6882220376646989,0.05
CIFAR10,ResNet20BN,frog-airplane,4639,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,92,0.184,0.1013215859030837,-0.002936651746606986,-0.60312032980955,0.1
CIFAR10,ResNet20BN,frog-airplane,4639,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,351,0.702,0.5408320493066255,0.7492585170340681,0.514520827571675,0.1
CIFAR10,ResNet20BN,frog-airplane,4639,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.9999386317530544,0.9999389030688962,0.1
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.812564914259657,-0.9551919770842524,0.1
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,435,0.87,0.7699115044247787,0.812564914259657,0.7638472188863303,0.1
CIFAR10,ResNet20BN,frog-airplane,4639,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,317,0.317,0.18835412953060013,0.005081729081729082,-0.46744625981420834,0.2
CIFAR10,ResNet20BN,frog-airplane,4639,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,679,0.679,0.514004542013626,0.7247830367830368,0.46506523014961704,0.2
CIFAR10,ResNet20BN,frog-airplane,4639,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,999,0.999,0.998001998001998,0.9999675969673053,0.9999675264851993,0.2
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8796135276135276,-0.9813866488575568,0.2
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,917,0.917,0.8467220683287165,0.8796135276135276,0.8759055163426324,0.2
CIFAR10,ResNet20BN,frog-airplane,4639,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1134,0.567,0.3956734124214934,0.05503153525788382,-0.2072950525995451,0.4
CIFAR10,ResNet20BN,frog-airplane,4639,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1473,0.7365,0.5829046299960428,0.6799712134928034,0.48742148939503505,0.4
CIFAR10,ResNet20BN,frog-airplane,4639,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1999,0.9995,0.999000499750125,0.9999800938699116,0.9999800592959144,0.4
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9520508845127211,-0.9929741454907127,0.4
CIFAR10,ResNet20BN,frog-airplane,4639,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1942,0.971,0.9436345966958212,0.9520508845127211,0.953602924988839,0.4
CIFAR10,ResNet20BN,frog-airplane,2570,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.15505402160864346,-0.7525952595259525,0.01
CIFAR10,ResNet20BN,frog-airplane,2570,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,42,0.84,0.7241379310344828,0.9103001200480192,0.834138238641607,0.01
CIFAR10,ResNet20BN,frog-airplane,2570,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.9989435774309724,0.9989435774309724,0.01
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.6423529411764706,-0.9409629025831512,0.01
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,39,0.78,0.639344262295082,0.6423529411764706,0.6235325224748809,0.01
CIFAR10,ResNet20BN,frog-airplane,2570,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,3,0.03,0.015228426395939087,-0.061014101410141006,-0.736751645743669,0.02
CIFAR10,ResNet20BN,frog-airplane,2570,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,76,0.76,0.6129032258064516,0.869078907890789,0.7284091266719118,0.02
CIFAR10,ResNet20BN,frog-airplane,2570,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,99,0.99,0.9801980198019802,0.9991119111911191,0.9990914385556202,0.02
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.8021842184218421,-0.9504494205402901,0.02
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,79,0.79,0.6528925619834711,0.8021842184218421,0.6971955019645032,0.02
CIFAR10,ResNet20BN,frog-airplane,2570,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,23,0.092,0.04821802935010482,-0.015547256756108097,-0.6701186987781612,0.05
CIFAR10,ResNet20BN,frog-airplane,2570,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,178,0.712,0.5527950310559007,0.7533075409206547,0.5467454160175159,0.05
CIFAR10,ResNet20BN,frog-airplane,2570,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,250,1.0,1.0,0.9997488599817596,0.9997488599817596,0.05
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.7743510776172418,-0.9274792905027438,0.05
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,217,0.868,0.7667844522968198,0.7743510776172418,0.7174172015023756,0.05
CIFAR10,ResNet20BN,frog-airplane,2570,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,96,0.192,0.10619469026548672,0.030940539762159047,-0.5818682749348518,0.1
CIFAR10,ResNet20BN,frog-airplane,2570,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,346,0.692,0.5290519877675841,0.737059460237841,0.5224547083836908,0.1
CIFAR10,ResNet20BN,frog-airplane,2570,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,498,0.996,0.9920318725099602,0.9997799671198684,0.9997746185055377,0.1
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.8636507506030023,-0.9624835045656512,0.1
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,447,0.894,0.8083182640144665,0.8636507506030023,0.8318017786858003,0.1
CIFAR10,ResNet20BN,frog-airplane,2570,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,331,0.331,0.1983223487118035,0.0696929256929257,-0.43456169074492024,0.2
CIFAR10,ResNet20BN,frog-airplane,2570,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,645,0.645,0.47601476014760147,0.7124393444393445,0.4404150566779848,0.2
CIFAR10,ResNet20BN,frog-airplane,2570,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,997,0.997,0.9940179461615155,0.999919791919792,0.9999191775057726,0.2
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.910980238980239,-0.9848756883015548,0.2
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,931,0.931,0.8709073900841908,0.910980238980239,0.9105961176952612,0.2
CIFAR10,ResNet20BN,frog-airplane,2570,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1142,0.571,0.3995801259622113,0.1022989155747289,-0.16814703704835796,0.4
CIFAR10,ResNet20BN,frog-airplane,2570,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1426,0.713,0.554001554001554,0.6540337260084315,0.44504858626004656,0.4
CIFAR10,ResNet20BN,frog-airplane,2570,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1997,0.9985,0.9970044932601099,0.9999556731139018,0.9999557047416979,0.4
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9657029009257252,-0.9947957152457999,0.4
CIFAR10,ResNet20BN,frog-airplane,2570,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1942,0.971,0.9436345966958212,0.9657029009257252,0.9668278508136231,0.4
CIFAR10,ResNet20BN,frog-airplane,3117,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,3,0.06,0.030927835051546393,-0.22986794717887157,-0.7692378497790868,0.01
CIFAR10,ResNet20BN,frog-airplane,3117,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,42,0.84,0.7241379310344828,0.7321488595438175,0.712756467439786,0.01
CIFAR10,ResNet20BN,frog-airplane,3117,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.999423769507803,0.999423769507803,0.01
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.3915966386554621,-0.854159208709752,0.01
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,37,0.74,0.5873015873015873,0.3915966386554621,0.37888824884792627,0.01
CIFAR10,ResNet20BN,frog-airplane,3117,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,5,0.05,0.02564102564102564,-0.0775037503750375,-0.7202576510382105,0.02
CIFAR10,ResNet20BN,frog-airplane,3117,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,76,0.76,0.6129032258064516,0.8697989798979897,0.7392163650668764,0.02
CIFAR10,ResNet20BN,frog-airplane,3117,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,99,0.99,0.9801980198019802,0.9998559855985597,0.9998485730926033,0.02
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.7176717671767175,-0.8976946926369381,0.02
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,74,0.74,0.5873015873015873,0.7176717671767175,0.5677540307461567,0.02
CIFAR10,ResNet20BN,frog-airplane,3117,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,27,0.108,0.05708245243128964,-0.05108472135554169,-0.6677575790838741,0.05
CIFAR10,ResNet20BN,frog-airplane,3117,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,193,0.772,0.6286644951140065,0.7646595305524887,0.6411857606530915,0.05
CIFAR10,ResNet20BN,frog-airplane,3117,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,249,0.996,0.9920318725099602,0.9999270388326212,0.9999271485486625,0.05
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.7412428358853742,-0.9008377125367026,0.05
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,208,0.832,0.7123287671232876,0.7412428358853742,0.6694215593042575,0.05
CIFAR10,ResNet20BN,frog-airplane,3117,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,95,0.19,0.10497237569060773,-0.010041064164256657,-0.5824881014556714,0.1
CIFAR10,ResNet20BN,frog-airplane,3117,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,367,0.734,0.5797788309636651,0.7846615386461546,0.6075730785702619,0.1
CIFAR10,ResNet20BN,frog-airplane,3117,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.9999623678494713,0.9999624973161249,0.1
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.8337329029316117,-0.9596617572971005,0.1
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,437,0.874,0.7761989342806395,0.8337329029316117,0.7914417390745341,0.1
CIFAR10,ResNet20BN,frog-airplane,3117,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,313,0.313,0.18553645524599882,0.052132096132096135,-0.4582801006483279,0.2
CIFAR10,ResNet20BN,frog-airplane,3117,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,691,0.691,0.5278838808250573,0.7472630312630313,0.517386481806877,0.2
CIFAR10,ResNet20BN,frog-airplane,3117,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,1000,1.0,1.0,0.9999798159798161,0.9999798159798161,0.2
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.887695355695356,-0.9832383721792628,0.2
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,919,0.919,0.8501387604070305,0.887695355695356,0.879317821654451,0.2
CIFAR10,ResNet20BN,frog-airplane,3117,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1083,0.5415,0.3712718546451834,0.06550186787546697,-0.2125322373230201,0.4
CIFAR10,ResNet20BN,frog-airplane,3117,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1449,0.7245,0.5680125441003528,0.6960603330150833,0.5087881688928488,0.4
CIFAR10,ResNet20BN,frog-airplane,3117,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,2000,1.0,1.0,0.9999926184981546,0.9999926184981546,0.4
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9557486419371604,-0.993691121100985,0.4
CIFAR10,ResNet20BN,frog-airplane,3117,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1940,0.97,0.941747572815534,0.9557486419371604,0.9572155780748636,0.4
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.12816326530612243,-0.7589558955895589,0.01
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,41,0.82,0.6949152542372882,0.8427851140456182,0.7922267679719464,0.01
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.999423769507803,0.999423769507803,0.01
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.594813925570228,-0.8894162047477737,0.01
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,38,0.76,0.6129032258064516,0.594813925570228,0.5495958298708167,0.01
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,4,0.04,0.02040816326530612,0.014965496549654964,-0.7204982109985736,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,81,0.81,0.680672268907563,0.8532253225322531,0.7505056259792053,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,100,1.0,1.0,0.9997239723972396,0.9997239723972396,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.7043144314431441,-0.8999958081830262,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,81,0.81,0.680672268907563,0.7043144314431441,0.6472653468166928,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,17,0.068,0.035196687370600416,-0.0018413094609513751,-0.6916915108901724,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,175,0.7,0.5384615384615384,0.8217942687082994,0.5967280163599182,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,249,0.996,0.9920318725099602,0.999875582009312,0.9998694744830202,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.798938223011568,-0.9101824780475398,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,205,0.82,0.6949152542372882,0.798938223011568,0.7048089597726402,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,86,0.172,0.09409190371991247,-0.011139788559154236,-0.6161687425135159,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,351,0.702,0.5408320493066255,0.7377589190356761,0.5290878362064804,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.999941631766527,0.9999417897273183,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.8280706082824331,-0.9585081267122263,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,446,0.892,0.8050541516245487,0.8280706082824331,0.7978063400354677,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,303,0.303,0.1785503830288745,0.01197905997905998,-0.4898700671578852,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,667,0.667,0.5003750937734434,0.7196816876816877,0.46200179547703085,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,999,0.999,0.998001998001998,0.9999713589712731,0.9999714327587724,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8954600114600115,-0.9841189022466083,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,929,0.929,0.8674136321195145,0.8954600114600115,0.8928567032894901,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1106,0.553,0.38217000691085,0.038076867519216885,-0.2444798472475502,0.4
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1430,0.715,0.556420233463035,0.6689525992381498,0.4562801133812099,0.4
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1999,0.9995,0.999000499750125,0.9999841862460109,0.9999842069474396,0.4
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9599186804796701,-0.9941769762375009,0.4
CIFAR10,ResNet20BN,frog-airplane,2041,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1939,0.9695,0.9408054342552159,0.9599186804796701,0.9609903001169589,0.4
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,2,0.04,0.02040816326530612,0.12777911164465786,-0.6947255003219656,0.01
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,42,0.84,0.7241379310344828,0.8545978391356541,0.7258605309298964,0.01
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.9952941176470588,0.9952941176470588,0.01
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.7695078031212486,-0.9567956795679566,0.01
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,36,0.72,0.5625,0.7695078031212486,0.5317765567765567,0.01
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,13,0.13,0.06951871657754011,0.1219321932193219,-0.6284138163907231,0.02
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,80,0.8,0.6666666666666666,0.8403240324032402,0.7336551149385373,0.02
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,98,0.98,0.9607843137254902,0.9983678367836782,0.9982358030206219,0.02
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.7278847884788479,-0.959668491712293,0.02
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,78,0.78,0.639344262295082,0.7278847884788479,0.6139461570743604,0.02
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,46,0.184,0.1013215859030837,0.10163529016464264,-0.5807244597745514,0.05
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,193,0.772,0.6286644951140065,0.7960251524024384,0.6576304196537958,0.05
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,247,0.988,0.9762845849802372,0.999375606009696,0.9993264181898213,0.05
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.7404087745403927,-0.9646516026064104,0.05
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,207,0.828,0.7064846416382252,0.7404087745403927,0.6755861538593652,0.05
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,132,0.264,0.15207373271889402,0.15657240228960914,-0.4718122342164921,0.1
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,378,0.756,0.6077170418006431,0.7983810495241981,0.6093830406266296,0.1
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.9996832707254817,0.9996845909698835,0.1
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.8146504266017063,-0.9679692639872568,0.1
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,437,0.874,0.7761989342806395,0.8146504266017063,0.781335009786107,0.1
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,393,0.393,0.2445550715619166,0.22141664941664943,-0.3146311199814727,0.2
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,714,0.714,0.5552099533437014,0.7838502638502638,0.5587505953894055,0.2
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,995,0.995,0.9900497512437811,0.999735444734651,0.9997329308318873,0.2
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8982640062640063,-0.9825287845264149,0.2
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,914,0.914,0.8416206261510129,0.8982640062640063,0.8844089530967736,0.2
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1194,0.597,0.4255167498218104,0.27088038022009503,-0.06580269793008564,0.4
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1478,0.739,0.5860428231562252,0.752897228224307,0.5425229368167088,0.4
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1993,0.9965,0.9930244145490782,0.9997953455737597,0.9997941203841423,0.4
CIFAR10,VGG13BN,dog-bird,630,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9525619616404905,-0.9923047424946423,0.4
