dataset,model,class_pair,target_idx,selector,selector_label,poison_rho,train_set_size,candidate_count,requested_m,candidate_fraction,budget_valid,invalid_reason,overlap,overlap_at_m,jaccard_at_m,spearman_exact_top_m,spearman_selected_union,random_expected_overlap_at_m
CIFAR10,ConvNetBN,frog-airplane,3336,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,98,0.98,0.9607843137254902,0.9933873387338733,0.9934181881923202,0.02
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.3944554455445544,-0.8433062215116293,0.02
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,62,0.62,0.4492753623188406,0.3944554455445544,0.21426793823589174,0.02
CIFAR10,ConvNetBN,frog-airplane,3336,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,31,0.124,0.06609808102345416,-0.07667719483511737,-0.6590548543231937,0.05
CIFAR10,ConvNetBN,frog-airplane,3336,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,173,0.692,0.5290519877675841,0.8007253876062016,0.5967520629503589,0.05
CIFAR10,ConvNetBN,frog-airplane,3336,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,245,0.98,0.9607843137254902,0.9956691787068592,0.9956649490504863,0.05
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.49818307492919883,-0.8498410881884833,0.05
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,183,0.732,0.5772870662460567,0.49818307492919883,0.38277897864729266,0.05
CIFAR10,ConvNetBN,frog-airplane,3336,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,106,0.212,0.1185682326621924,-0.00232436129744519,-0.5488150812670993,0.1
CIFAR10,ConvNetBN,frog-airplane,3336,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,319,0.638,0.4684287812041116,0.7311947007788031,0.4701502904054124,0.1
CIFAR10,ConvNetBN,frog-airplane,3336,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,492,0.984,0.968503937007874,0.9959197916791667,0.9957801917440595,0.1
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.6521941607766432,-0.9171297864539977,0.1
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,406,0.812,0.6835016835016835,0.6521941607766432,0.6075405378053923,0.1
CIFAR10,ConvNetBN,frog-airplane,3336,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,342,0.342,0.20627261761158022,0.03360466560466561,-0.4162180872691027,0.2
CIFAR10,ConvNetBN,frog-airplane,3336,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,618,0.618,0.447178002894356,0.6654784974784975,0.34751542665482604,0.2
CIFAR10,ConvNetBN,frog-airplane,3336,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,986,0.986,0.9723865877712031,0.9965030645030646,0.9964086544378296,0.2
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.7809015609015609,-0.9546090912339935,0.2
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,880,0.88,0.7857142857142857,0.7809015609015609,0.7741995113653173,0.2
CIFAR10,ConvNetBN,frog-airplane,3336,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1163,0.5815,0.40994007754670425,0.06473200618300154,-0.15058763775608236,0.4
CIFAR10,ConvNetBN,frog-airplane,3336,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1382,0.691,0.5278838808250573,0.5773541808385452,0.3704470312560392,0.4
CIFAR10,ConvNetBN,frog-airplane,3336,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1983,0.9915,0.9831432821021319,0.9969471452367863,0.9969505583328907,0.4
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,2,0.001,0.0005002501250625312,-0.8944964251241062,-0.9796286728490368,0.4
CIFAR10,ConvNetBN,frog-airplane,3336,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1870,0.935,0.8779342723004695,0.8944964251241062,0.8971822364900113,0.4
CIFAR10,ConvNetBN,frog-airplane,2603,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,4,0.08,0.041666666666666664,-0.14160864345738294,-0.7405724362452523,0.01
CIFAR10,ConvNetBN,frog-airplane,2603,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,44,0.88,0.7857142857142857,0.7139975990396157,0.6988380041011619,0.01
CIFAR10,ConvNetBN,frog-airplane,2603,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.98828331332533,0.98828331332533,0.01
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.12701080432172868,-0.8569096909690969,0.01
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,33,0.66,0.4925373134328358,0.12701080432172868,0.09789288849868306,0.01
CIFAR10,ConvNetBN,frog-airplane,2603,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,5,0.05,0.02564102564102564,0.10203420342034202,-0.6692550453964297,0.02
CIFAR10,ConvNetBN,frog-airplane,2603,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,76,0.76,0.6129032258064516,0.8669306930693068,0.7461085759244688,0.02
CIFAR10,ConvNetBN,frog-airplane,2603,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,99,0.99,0.9801980198019802,0.9959555955595558,0.9960512521840419,0.02
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.4642784278427842,-0.8729138228455712,0.02
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,67,0.67,0.5037593984962406,0.4642784278427842,0.30668428193958436,0.02
CIFAR10,ConvNetBN,frog-airplane,2603,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,28,0.112,0.059322033898305086,-0.046100321605145676,-0.6436089249118833,0.05
CIFAR10,ConvNetBN,frog-airplane,2603,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,165,0.66,0.4925373134328358,0.7694073825181201,0.4926554141184582,0.05
CIFAR10,ConvNetBN,frog-airplane,2603,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,247,0.988,0.9762845849802372,0.9954088225411605,0.9953568056957308,0.05
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.5941930590889454,-0.8718877110902233,0.05
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,186,0.744,0.5923566878980892,0.5941930590889454,0.46522165081819944,0.05
CIFAR10,ConvNetBN,frog-airplane,2603,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,107,0.214,0.11982082866741321,-0.028573554294217176,-0.5590184199354058,0.1
CIFAR10,ConvNetBN,frog-airplane,2603,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,315,0.63,0.45985401459854014,0.7318052632210529,0.4105136967250541,0.1
CIFAR10,ConvNetBN,frog-airplane,2603,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,492,0.984,0.968503937007874,0.9958307993231972,0.9957835785749808,0.1
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.7194059496237984,-0.9179355674051751,0.1
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,417,0.834,0.7152658662092625,0.7194059496237984,0.6875917919162797,0.1
CIFAR10,ConvNetBN,frog-airplane,2603,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,353,0.353,0.2143290831815422,0.0707011067011067,-0.4141861281600155,0.2
CIFAR10,ConvNetBN,frog-airplane,2603,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,600,0.6,0.42857142857142855,0.6702966942966944,0.31140286150291774,0.2
CIFAR10,ConvNetBN,frog-airplane,2603,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,987,0.987,0.9743336623889437,0.995814983814984,0.9958340645445076,0.2
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8201382401382402,-0.9553122035806928,0.2
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,875,0.875,0.7777777777777778,0.8201382401382402,0.802579613955909,0.2
CIFAR10,ConvNetBN,frog-airplane,2603,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1228,0.614,0.443001443001443,0.06020454755113688,-0.12240511552925439,0.4
CIFAR10,ConvNetBN,frog-airplane,2603,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1431,0.7155,0.5570260801868431,0.5547233976808493,0.3661733805076545,0.4
CIFAR10,ConvNetBN,frog-airplane,2603,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1980,0.99,0.9801980198019802,0.9970330003821375,0.9970478771528728,0.4
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,2,0.001,0.0005002501250625312,-0.9154526273631567,-0.9808165909517899,0.4
CIFAR10,ConvNetBN,frog-airplane,2603,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1907,0.9535,0.9111323459149546,0.9154526273631567,0.919293965609329,0.4
CIFAR10,ResNet20BN,dog-bird,5118,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,1,0.02,0.010101010101010102,0.06621848739495799,-0.7283858998144711,0.01
CIFAR10,ResNet20BN,dog-bird,5118,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,36,0.72,0.5625,0.79937575030012,0.692032967032967,0.01
CIFAR10,ResNet20BN,dog-bird,5118,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.9996158463385355,0.9996158463385355,0.01
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.6023049219687875,-0.882307236255232,0.01
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,27,0.54,0.3698630136986301,0.6023049219687875,0.13572133777613232,0.01
CIFAR10,ResNet20BN,dog-bird,5118,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,1,0.01,0.005025125628140704,-0.05890189018901889,-0.755197198111771,0.02
CIFAR10,ResNet20BN,dog-bird,5118,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,69,0.69,0.5267175572519084,0.7667686768676867,0.5497624512891689,0.02
CIFAR10,ResNet20BN,dog-bird,5118,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,100,1.0,1.0,0.9997959795979596,0.9997959795979596,0.02
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.5139033903390339,-0.8704671860519388,0.02
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,64,0.64,0.47058823529411764,0.5139033903390339,0.25078479080196553,0.02
CIFAR10,ResNet20BN,dog-bird,5118,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,10,0.04,0.02040816326530612,-0.08730878894062305,-0.7346727128120876,0.05
CIFAR10,ResNet20BN,dog-bird,5118,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,182,0.728,0.5723270440251572,0.7378052128834062,0.5596138384806547,0.05
CIFAR10,ResNet20BN,dog-bird,5118,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,250,1.0,1.0,0.9997964767436277,0.9997964767436277,0.05
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.6493770460327364,-0.926962281109045,0.05
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,189,0.756,0.6077170418006431,0.6493770460327364,0.44624121340748246,0.05
CIFAR10,ResNet20BN,dog-bird,5118,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,59,0.118,0.06269925611052073,-0.07520343681374725,-0.6834778564957079,0.1
CIFAR10,ResNet20BN,dog-bird,5118,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,358,0.716,0.557632398753894,0.7532036528146112,0.5649149876984745,0.1
CIFAR10,ResNet20BN,dog-bird,5118,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.9999091836367345,0.9999093446572991,0.1
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.7113961575846303,-0.9599690892228028,0.1
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,426,0.852,0.7421602787456446,0.7113961575846303,0.6883717602679587,0.1
CIFAR10,ResNet20BN,dog-bird,5118,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,252,0.252,0.14416475972540047,-0.12153302553302553,-0.5674042121088452,0.2
CIFAR10,ResNet20BN,dog-bird,5118,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,724,0.724,0.567398119122257,0.7380938100938103,0.5415497754495882,0.2
CIFAR10,ResNet20BN,dog-bird,5118,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,999,0.999,0.998001998001998,0.9999666249665248,0.999966712927691,0.2
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8605271965271966,-0.9816848847900482,0.2
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,907,0.907,0.8298261665141812,0.8605271965271966,0.8428765946625151,0.2
CIFAR10,ResNet20BN,dog-bird,5118,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,997,0.4985,0.33200133200133203,-0.04698314824578706,-0.3202148040161047,0.4
CIFAR10,ResNet20BN,dog-bird,5118,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1511,0.7555,0.6070711128967456,0.7264601536150385,0.5691744796696367,0.4
CIFAR10,ResNet20BN,dog-bird,5118,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1997,0.9985,0.9970044932601099,0.9999851556212722,0.9999851445710187,0.4
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9361566435391607,-0.9912317768315527,0.4
CIFAR10,ResNet20BN,dog-bird,5118,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1900,0.95,0.9047619047619048,0.9361566435391607,0.9365217335812156,0.4
CIFAR10,ResNet20BN,dog-bird,8740,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.09752701080432173,-0.7601320132013201,0.01
CIFAR10,ResNet20BN,dog-bird,8740,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,39,0.78,0.639344262295082,0.8247298919567827,0.7281332628239026,0.01
CIFAR10,ResNet20BN,dog-bird,8740,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.9997118847539016,0.9997118847539016,0.01
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.4294357743097239,-0.8592140504840998,0.01
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,30,0.6,0.42857142857142855,0.4294357743097239,0.08099028956346775,0.01
CIFAR10,ResNet20BN,dog-bird,8740,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,1,0.01,0.005025125628140704,-0.09144914491449145,-0.7653875437795036,0.02
CIFAR10,ResNet20BN,dog-bird,8740,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,73,0.73,0.5748031496062992,0.7866066606660665,0.5893267247844018,0.02
CIFAR10,ResNet20BN,dog-bird,8740,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,100,1.0,1.0,0.9993399339933992,0.9993399339933992,0.02
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.5772217221722171,-0.8789277741161626,0.02
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,60,0.6,0.42857142857142855,0.5772217221722171,0.24991799873171375,0.02
CIFAR10,ResNet20BN,dog-bird,8740,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,13,0.052,0.026694045174537988,-0.12007142514280228,-0.7208412449657499,0.05
CIFAR10,ResNet20BN,dog-bird,8740,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,186,0.744,0.5923566878980892,0.7441313301012816,0.5696554424052847,0.05
CIFAR10,ResNet20BN,dog-bird,8740,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,250,1.0,1.0,0.9998717419478711,0.9998717419478711,0.05
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.6245541208659338,-0.9236806947645958,0.05
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,180,0.72,0.5625,0.6245541208659338,0.439834251311048,0.05
CIFAR10,ResNet20BN,dog-bird,8740,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,53,0.106,0.0559662090813094,-0.09345205380821524,-0.6813764603041683,0.1
CIFAR10,ResNet20BN,dog-bird,8740,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,361,0.722,0.564945226917058,0.7558497113988456,0.5686473464612124,0.1
CIFAR10,ResNet20BN,dog-bird,8740,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.9999402877611511,0.9999403583271705,0.1
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.6935953823815295,-0.9577136669022981,0.1
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,412,0.824,0.7006802721088435,0.6935953823815295,0.6406907643503281,0.1
CIFAR10,ResNet20BN,dog-bird,8740,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,227,0.227,0.12803158488437677,-0.1265751305751306,-0.5944191037734357,0.2
CIFAR10,ResNet20BN,dog-bird,8740,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,726,0.726,0.5698587127158555,0.735000339000339,0.5676754564294749,0.2
CIFAR10,ResNet20BN,dog-bird,8740,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,999,0.999,0.998001998001998,0.9999742359742358,0.9999743011479537,0.2
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8287924207924209,-0.9776860427166356,0.2
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,889,0.889,0.8001800180018002,0.8287924207924209,0.8052856180037602,0.2
CIFAR10,ResNet20BN,dog-bird,8740,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,965,0.4825,0.31795716639209226,-0.07777494294373574,-0.3653197881193639,0.4
CIFAR10,ResNet20BN,dog-bird,8740,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1503,0.7515,0.6019223067681218,0.7273825428456357,0.5664113782323108,0.4
CIFAR10,ResNet20BN,dog-bird,8740,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1999,0.9995,0.999000499750125,0.9999900294975071,0.9999900429405676,0.4
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9177397544349386,-0.9889084068114946,0.4
CIFAR10,ResNet20BN,dog-bird,8740,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1904,0.952,0.9083969465648855,0.9177397544349386,0.9197024305340803,0.4
CIFAR10,ResNet20BN,dog-bird,5324,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,1,0.02,0.010101010101010102,-0.02415366146458583,-0.7208905380333951,0.01
CIFAR10,ResNet20BN,dog-bird,5324,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,36,0.72,0.5625,0.7278271308523409,0.5238095238095237,0.01
CIFAR10,ResNet20BN,dog-bird,5324,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,50,1.0,1.0,0.9984633853541416,0.9984633853541416,0.01
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.6023049219687875,-0.9235928990672289,0.01
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,32,0.64,0.47058823529411764,0.6023049219687875,0.3267167996335458,0.01
CIFAR10,ResNet20BN,dog-bird,5324,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,5,0.05,0.02564102564102564,0.030567056705670562,-0.7209292916214859,0.02
CIFAR10,ResNet20BN,dog-bird,5324,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,66,0.66,0.4925373134328358,0.7519351935193519,0.48904599807977656,0.02
CIFAR10,ResNet20BN,dog-bird,5324,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,100,1.0,1.0,0.9993519351935193,0.9993519351935193,0.02
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.6076207620762075,-0.908116927030906,0.02
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,70,0.7,0.5384615384615384,0.6076207620762075,0.35724917723852573,0.02
CIFAR10,ResNet20BN,dog-bird,5324,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,29,0.116,0.06157112526539278,-0.06635050160802573,-0.6534854982416892,0.05
CIFAR10,ResNet20BN,dog-bird,5324,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,179,0.716,0.557632398753894,0.6591338741419862,0.5082385209264527,0.05
CIFAR10,ResNet20BN,dog-bird,5324,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,249,0.996,0.9920318725099602,0.9997296596745546,0.9997306014039081,0.05
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.6574096865549848,-0.9225764970484297,0.05
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,198,0.792,0.6556291390728477,0.6574096865549848,0.5359302183986193,0.05
CIFAR10,ResNet20BN,dog-bird,5324,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,85,0.17,0.09289617486338798,0.004313489253957016,-0.5887835098443207,0.1
CIFAR10,ResNet20BN,dog-bird,5324,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,339,0.678,0.5128593040847201,0.7166800187200748,0.5013757421466148,0.1
CIFAR10,ResNet20BN,dog-bird,5324,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,499,0.998,0.9960079840319361,0.9998672314689258,0.9998675477729801,0.1
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.7588502034008135,-0.9638147681511029,0.1
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,415,0.83,0.7094017094017094,0.7588502034008135,0.6993119516262254,0.1
CIFAR10,ResNet20BN,dog-bird,5324,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,297,0.297,0.17439812096300647,-0.027551751551751557,-0.4863048363244695,0.2
CIFAR10,ResNet20BN,dog-bird,5324,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,706,0.706,0.5455950540958269,0.7021755301755301,0.46646326787689557,0.2
CIFAR10,ResNet20BN,dog-bird,5324,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,999,0.999,0.998001998001998,0.9999402009400217,0.9999401167692789,0.2
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.8514678114678116,-0.9803311690222317,0.2
CIFAR10,ResNet20BN,dog-bird,5324,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,901,0.901,0.8198362147406734,0.8514678114678116,0.8452657453576322,0.2
CIFAR10,ResNet20BN,dog-bird,5324,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1073,0.5365,0.3665869490946361,0.016513592628398157,-0.2373454602465216,0.4
CIFAR10,ResNet20BN,dog-bird,5324,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1492,0.746,0.594896331738437,0.6791032487758122,0.5263019003224366,0.4
CIFAR10,ResNet20BN,dog-bird,5324,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1999,0.9995,0.999000499750125,0.9999593672397808,0.9999594041639911,0.4
