model,victim_model,attack,base,class_pair,pair_order,seed,budget,num_poisons,epsilon,fc_mode,lambda_margin,base_dist,distance_margin_coef,use_jacobian_score,jacobian_weight,jacobian_batch_size,jacobian_backend,sel_criterion,sel_component,sel_K,sel_metric_epoch,fus_iters,fus_alpha,fus_search_epochs,fus_proxy_steps,fus_proxy_restarts,num_surrogates,craft_ensemble,restarts,craft_steps,craft_alpha,target_select,num_targets,num_trials,asr_mean,asr_std,cta_post_mean,cta_post_std,cta_baseline_mean,cta_baseline_std,overhead_target_records,selection_overhead_measurements,final_craft_overhead_measurements,selection_wall_seconds_total,selection_wall_seconds_mean_per_target,selection_cuda_peak_allocated_bytes_max,selection_cuda_incremental_peak_allocated_bytes_max,final_craft_wall_seconds_total,final_craft_wall_seconds_mean_per_target,final_craft_cuda_peak_allocated_bytes_max,final_craft_cuda_incremental_peak_allocated_bytes_max,process_max_rss_kb_max,cta_drop_mean
ConvNetBN,ConvNetBN,gradmatch,ours,dog-bird,poison-target,42,0.001,50,0.0313725,sample,1.0,cosine,,False,1.0,64,,,target-margin,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,70,8,48,0.20833333333333331,0.21650635094610965,0.8036083333333334,0.005917130263527715,0.8126666666666668,0.007361989465415506,8,8,8,3.2948369823861867,0.41185462279827334,918852608.0,128672256.0,320.11911741131917,40.014889676414896,1714531840.0,923736576.0,2357736.0,-0.00905833333333339
