dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,0,0,0.8411411411411411
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,1,1,0.8407407407407408
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,2,0,0.8419419419419419
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,3,1,0.8397397397397397
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,4,0,0.8435435435435436
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,5,0,0.8372372372372372
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,0,0,0.8418418418418419
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,1,0,0.8379379379379379
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,2,0,0.8371371371371371
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,3,0,0.8287287287287287
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,4,0,0.8421421421421421
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,5,0,0.8396396396396396
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,0,1,0.8162162162162162
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,1,0,0.8256256256256256
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,2,0,0.8406406406406406
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,3,0,0.8392392392392393
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,4,0,0.835935935935936
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,5,0,0.8395395395395395
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,0,0,0.8433433433433434
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,1,0,0.8348348348348348
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,2,1,0.8358358358358359
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,3,0,0.8385385385385385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,4,0,0.8388388388388388
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,5,0,0.8428428428428428
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,0,0,0.8385385385385385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,1,0,0.8366366366366367
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,2,0,0.8373373373373373
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,3,0,0.832032032032032
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,4,0,0.8426426426426427
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,5,0,0.8414414414414414
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,0,0,0.8246246246246246
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,1,0,0.8422422422422422
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,2,0,0.8397397397397397
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,3,0,0.8384384384384385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,4,0,0.8390390390390391
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,5,0,0.8403403403403403
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,2275,0,0,0.8314314314314314
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,2275,1,0,0.8384384384384385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,2275,2,0,0.8431431431431431
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,2275,3,0,0.8432432432432433
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,2275,4,0,0.8395395395395395
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,2275,5,0,0.8407407407407408
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,1757,0,0,0.8397397397397397
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,1757,1,0,0.8412412412412412
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,1757,2,0,0.8376376376376377
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,1757,3,0,0.8394394394394394
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,1757,4,0,0.8245245245245245
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,1757,5,0,0.8435435435435436
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9969,0,1,0.8424424424424425
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9969,1,1,0.8366366366366367
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9969,2,0,0.8379379379379379
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9969,3,0,0.8227227227227227
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9969,4,0,0.836036036036036
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9969,5,1,0.8314314314314314
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,4786,0,0,0.8385385385385385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,4786,1,0,0.8356356356356356
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,4786,2,0,0.8395395395395395
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,4786,3,0,0.83993993993994
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,4786,4,1,0.8394394394394394
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,4786,5,0,0.8395395395395395
