dataset,model,class_pair,target_idx,model_id,margin_group,candidate_count,residual_norm_median,abs_head_interaction_median,abs_backbone_interaction_median
CIFAR10,ConvNetBN,dog-bird,8954,0,25,167,1.35530044076404e-07,5.9328640418243594e-06,1.52587890625e-05
CIFAR10,ConvNetBN,dog-bird,8954,0,26,167,1.7324644829841418e-08,4.901395400658259e-10,0.0
CIFAR10,ConvNetBN,dog-bird,8954,0,27,166,3.2447018405434846e-09,8.524006847587806e-11,0.0
CIFAR10,ConvNetBN,dog-bird,8954,0,28,167,4.0749942309403764e-10,4.1048831000978225e-11,0.0
CIFAR10,ConvNetBN,dog-bird,8954,0,29,167,2.87224011935594e-11,1.4342355428298426e-12,0.0
CIFAR10,ConvNetBN,dog-bird,8954,0,30,166,3.55318598437189e-14,1.4882227534634984e-15,0.0
CIFAR10,ConvNetBN,dog-bird,8954,1,1,167,0.0345894992351532,1.2299995422363281,7.7378339767456055
CIFAR10,ConvNetBN,dog-bird,8954,1,2,167,0.01699952967464924,0.5727532505989075,2.9975051879882812
CIFAR10,ConvNetBN,dog-bird,8954,1,3,166,0.009594802744686604,0.3505532145500183,1.7734317779541016
CIFAR10,ConvNetBN,dog-bird,8954,1,4,167,0.0063081830739974976,0.24275879561901093,1.4140357971191406
CIFAR10,ConvNetBN,dog-bird,8954,1,5,167,0.004210468381643295,0.1605377048254013,0.85137939453125
CIFAR10,ConvNetBN,dog-bird,8954,1,6,166,0.0029518280643969774,0.10527452826499939,0.5488853454589844
CIFAR10,ConvNetBN,dog-bird,8954,1,7,167,0.002105144551023841,0.07608916610479355,0.4787101745605469
CIFAR10,ConvNetBN,dog-bird,8954,1,8,167,0.0014512171037495136,0.05291503667831421,0.2699127197265625
CIFAR10,ConvNetBN,dog-bird,8954,1,9,166,0.001018960087094456,0.04036733880639076,0.2042388916015625
CIFAR10,ConvNetBN,dog-bird,8954,1,10,167,0.0007095997571013868,0.02584237977862358,0.1408843994140625
CIFAR10,ConvNetBN,dog-bird,8954,1,11,167,0.000538573251105845,0.019624317064881325,0.09475231170654297
CIFAR10,ConvNetBN,dog-bird,8954,1,12,166,0.0003619474737206474,0.012890887446701527,0.06227874755859375
CIFAR10,ConvNetBN,dog-bird,8954,1,13,167,0.00024077326816041023,0.009442991577088833,0.045318603515625
CIFAR10,ConvNetBN,dog-bird,8954,1,14,167,0.00016096372564788908,0.005789862480014563,0.03170013427734375
CIFAR10,ConvNetBN,dog-bird,8954,1,15,166,0.00011724547584890388,0.004528439836576581,0.02349090576171875
CIFAR10,ConvNetBN,dog-bird,8954,1,16,167,7.606262806802988e-05,0.0028514366131275892,0.0126495361328125
CIFAR10,ConvNetBN,dog-bird,8954,1,17,167,5.1751176215475425e-05,0.001979389926418662,0.00897216796875
CIFAR10,ConvNetBN,dog-bird,8954,1,18,166,3.261231722717639e-05,0.0011640489101409912,0.00489044189453125
CIFAR10,ConvNetBN,dog-bird,8954,1,19,167,1.9216875443817116e-05,0.0007269205525517464,0.00372314453125
CIFAR10,ConvNetBN,dog-bird,8954,1,20,167,1.0859524991246872e-05,0.00042414088966324925,0.0018310546875
CIFAR10,ConvNetBN,dog-bird,8954,1,21,166,6.3684383349027485e-06,0.00023666136257816106,0.0011138916015625
CIFAR10,ConvNetBN,dog-bird,8954,1,22,167,3.365669272170635e-06,0.00012496985436882824,0.0006256103515625
CIFAR10,ConvNetBN,dog-bird,8954,1,23,167,1.5675109352741856e-06,6.092775583965704e-05,0.0002593994140625
CIFAR10,ConvNetBN,dog-bird,8954,1,24,166,7.045354948331806e-07,2.6886893465416506e-05,0.0001277923583984375
CIFAR10,ConvNetBN,dog-bird,8954,1,25,167,2.938789407380682e-07,9.578825483913533e-06,3.814697265625e-05
CIFAR10,ConvNetBN,dog-bird,8954,1,26,167,4.522953034324928e-08,3.7779262385129186e-08,7.62939453125e-06
CIFAR10,ConvNetBN,dog-bird,8954,1,27,166,8.951350327635055e-09,7.575588212294093e-10,0.0
CIFAR10,ConvNetBN,dog-bird,8954,1,28,167,9.877081375009311e-10,3.293732300790886e-11,0.0
CIFAR10,ConvNetBN,dog-bird,8954,1,29,167,4.097795019974981e-11,6.678011008759421e-13,0.0
CIFAR10,ConvNetBN,dog-bird,8954,1,30,166,1.923834897811505e-13,1.360968335116275e-15,0.0
CIFAR10,ConvNetBN,dog-bird,8954,2,1,167,0.0966937467455864,3.644726514816284,18.397064208984375
CIFAR10,ConvNetBN,dog-bird,8954,2,2,167,0.04677526652812958,1.747694730758667,9.386077880859375
CIFAR10,ConvNetBN,dog-bird,8954,2,3,166,0.028639492578804493,1.016909897327423,5.3651123046875
CIFAR10,ConvNetBN,dog-bird,8954,2,4,167,0.018836425617337227,0.7222214341163635,3.867919921875
CIFAR10,ConvNetBN,dog-bird,8954,2,5,167,0.013129270635545254,0.5275138020515442,2.75372314453125
CIFAR10,ConvNetBN,dog-bird,8954,2,6,166,0.009162434376776218,0.3644813001155853,1.8496246337890625
CIFAR10,ConvNetBN,dog-bird,8954,2,7,167,0.006889537908136845,0.2710795998573303,1.6527099609375
CIFAR10,ConvNetBN,dog-bird,8954,2,8,167,0.005030390806496143,0.19423817098140717,0.99688720703125
CIFAR10,ConvNetBN,dog-bird,8954,2,9,166,0.003618637565523386,0.13763970136642456,0.9375762939453125
CIFAR10,ConvNetBN,dog-bird,8954,2,10,167,0.0025818683207035065,0.09971758723258972,0.61407470703125
CIFAR10,ConvNetBN,dog-bird,8954,2,11,167,0.0018394520739093423,0.07348126173019409,0.411712646484375
CIFAR10,ConvNetBN,dog-bird,8954,2,12,166,0.0013372914982028306,0.05476526543498039,0.342681884765625
CIFAR10,ConvNetBN,dog-bird,8954,2,13,167,0.0009349276660941541,0.04009035602211952,0.2296142578125
CIFAR10,ConvNetBN,dog-bird,8954,2,14,167,0.000690160202793777,0.028856845572590828,0.164031982421875
CIFAR10,ConvNetBN,dog-bird,8954,2,15,166,0.0004680296406149864,0.01837043557316065,0.11582183837890625
CIFAR10,ConvNetBN,dog-bird,8954,2,16,167,0.00032421009382233024,0.012829571962356567,0.0743408203125
CIFAR10,ConvNetBN,dog-bird,8954,2,17,167,0.00021705303515773267,0.00891735777258873,0.051849365234375
CIFAR10,ConvNetBN,dog-bird,8954,2,18,166,0.00013808700896333903,0.005639012670144439,0.03515625
CIFAR10,ConvNetBN,dog-bird,8954,2,19,167,8.405000698985532e-05,0.0033505731262266636,0.01898193359375
CIFAR10,ConvNetBN,dog-bird,8954,2,20,167,5.224471533438191e-05,0.0020853159949183464,0.011688232421875
CIFAR10,ConvNetBN,dog-bird,8954,2,21,166,2.6208170311292633e-05,0.0010004587820731103,0.00640869140625
CIFAR10,ConvNetBN,dog-bird,8954,2,22,167,1.2448889719962608e-05,0.0005166439805179834,0.0028076171875
CIFAR10,ConvNetBN,dog-bird,8954,2,23,167,6.229656719369814e-06,0.00023525361029896885,0.0013580322265625
CIFAR10,ConvNetBN,dog-bird,8954,2,24,166,2.6613919317242107e-06,0.00010990173541358672,0.0006103515625
CIFAR10,ConvNetBN,dog-bird,8954,2,25,167,9.206789286508865e-07,3.768629176192917e-05,0.000213623046875
CIFAR10,ConvNetBN,dog-bird,8954,2,26,167,3.0403356277020066e-07,1.1273325981164817e-05,6.103515625e-05
CIFAR10,ConvNetBN,dog-bird,8954,2,27,166,3.938772863421036e-08,1.1483715667282013e-07,0.0
CIFAR10,ConvNetBN,dog-bird,8954,2,28,167,6.346453584882283e-09,5.052223972512593e-09,0.0
CIFAR10,ConvNetBN,dog-bird,8954,2,29,167,4.1082681700999046e-10,3.5626293581891844e-10,0.0
CIFAR10,ConvNetBN,dog-bird,8954,2,30,166,2.8596711587267065e-12,1.6772848301233045e-12,0.0
CIFAR10,ConvNetBN,dog-bird,8954,3,1,167,0.03161977231502533,1.368565559387207,5.895538330078125
CIFAR10,ConvNetBN,dog-bird,8954,3,2,167,0.015652336180210114,0.6490384340286255,2.918959140777588
CIFAR10,ConvNetBN,dog-bird,8954,3,3,166,0.009963707998394966,0.4222525507211685,1.886967658996582
CIFAR10,ConvNetBN,dog-bird,8954,3,4,167,0.006948090624064207,0.28554466366767883,1.1367683410644531
CIFAR10,ConvNetBN,dog-bird,8954,3,5,167,0.0048634884878993034,0.20013004541397095,0.8701820373535156
CIFAR10,ConvNetBN,dog-bird,8954,3,6,166,0.0035189882619306445,0.15480709820985794,0.5716896057128906
CIFAR10,ConvNetBN,dog-bird,8954,3,7,167,0.0024836992379277945,0.10513622313737869,0.36785125732421875
CIFAR10,ConvNetBN,dog-bird,8954,3,8,167,0.0017857409548014402,0.0722644031047821,0.24411773681640625
CIFAR10,ConvNetBN,dog-bird,8954,3,9,166,0.0012290217564441264,0.051143839955329895,0.20466232299804688
CIFAR10,ConvNetBN,dog-bird,8954,3,10,167,0.0009231477743014693,0.040105897933244705,0.1745147705078125
CIFAR10,ConvNetBN,dog-bird,8954,3,11,167,0.0006536722648888826,0.028739720582962036,0.09372711181640625
CIFAR10,ConvNetBN,dog-bird,8954,3,12,166,0.00046226332779042423,0.01989907491952181,0.08198165893554688
CIFAR10,ConvNetBN,dog-bird,8954,3,13,167,0.0003243151877541095,0.01424788311123848,0.052886962890625
CIFAR10,ConvNetBN,dog-bird,8954,3,14,167,0.00024536289856769145,0.00994960032403469,0.0391387939453125
CIFAR10,ConvNetBN,dog-bird,8954,3,15,166,0.00017039632803061977,0.007105733035132289,0.030059814453125
CIFAR10,ConvNetBN,dog-bird,8954,3,16,167,0.00011897168587893248,0.004838420078158379,0.0181121826171875
CIFAR10,ConvNetBN,dog-bird,8954,3,17,167,8.070476906141266e-05,0.003279568860307336,0.012451171875
CIFAR10,ConvNetBN,dog-bird,8954,3,18,166,5.2099050662945956e-05,0.0022385140182450414,0.008880853652954102
CIFAR10,ConvNetBN,dog-bird,8954,3,19,167,3.52902861777693e-05,0.0015167518286034465,0.005701780319213867
CIFAR10,ConvNetBN,dog-bird,8954,3,20,167,2.107784712279681e-05,0.0009127020020969212,0.00333404541015625
CIFAR10,ConvNetBN,dog-bird,8954,3,21,166,1.256786345038563e-05,0.0004991050809621811,0.0017695426940917969
CIFAR10,ConvNetBN,dog-bird,8954,3,22,167,6.519944236060837e-06,0.0002701148623600602,0.001007080078125
CIFAR10,ConvNetBN,dog-bird,8954,3,23,167,3.024179932253901e-06,0.00012115097342757508,0.0004794597625732422
CIFAR10,ConvNetBN,dog-bird,8954,3,24,166,1.2876017763119307e-06,5.2531870096572675e-05,0.000186920166015625
CIFAR10,ConvNetBN,dog-bird,8954,3,25,167,4.939109885526705e-07,2.046264853561297e-05,6.103515625e-05
CIFAR10,ConvNetBN,dog-bird,8954,3,26,167,1.548252726024657e-07,6.393160674633691e-06,1.621246337890625e-05
CIFAR10,ConvNetBN,dog-bird,8954,3,27,166,1.6373167710526104e-08,7.086657649590933e-10,0.0
CIFAR10,ConvNetBN,dog-bird,8954,3,28,167,2.759076078717726e-09,1.212724087817918e-10,0.0
CIFAR10,ConvNetBN,dog-bird,8954,3,29,167,1.2277227845469696e-10,3.5274790900763353e-12,0.0
CIFAR10,ConvNetBN,dog-bird,8954,3,30,166,3.189159141847933e-13,5.888460605688148e-15,0.0
CIFAR10,ConvNetBN,dog-bird,8954,4,1,167,0.026761570945382118,1.1198068857192993,3.8059539794921875
CIFAR10,ConvNetBN,dog-bird,8954,4,2,167,0.013556786812841892,0.5453411340713501,2.1176300048828125
CIFAR10,ConvNetBN,dog-bird,8954,4,3,166,0.008126155007630587,0.3126935064792633,1.0068140029907227
CIFAR10,ConvNetBN,dog-bird,8954,4,4,167,0.005130844656378031,0.22043156623840332,0.686798095703125
CIFAR10,ConvNetBN,dog-bird,8954,4,5,167,0.0032387375831604004,0.13872253894805908,0.48534393310546875
CIFAR10,ConvNetBN,dog-bird,8954,4,6,166,0.0021918457932770252,0.09427870810031891,0.3005561828613281
CIFAR10,ConvNetBN,dog-bird,8954,4,7,167,0.001554346177726984,0.06228749454021454,0.2219085693359375
CIFAR10,ConvNetBN,dog-bird,8954,4,8,167,0.001092579448595643,0.04341176897287369,0.16144561767578125
CIFAR10,ConvNetBN,dog-bird,8954,4,9,166,0.0007839111203793436,0.03122667968273163,0.10628128051757812
CIFAR10,ConvNetBN,dog-bird,8954,4,10,167,0.0005600417498499155,0.02430551126599312,0.0856781005859375
CIFAR10,ConvNetBN,dog-bird,8954,4,11,167,0.00039236852899193764,0.01626649871468544,0.0567474365234375
CIFAR10,ConvNetBN,dog-bird,8954,4,12,166,0.0002459662646288052,0.010738112963736057,0.03774833679199219
CIFAR10,ConvNetBN,dog-bird,8954,4,13,167,0.00017530148033984005,0.0069233509711921215,0.02484130859375
CIFAR10,ConvNetBN,dog-bird,8954,4,14,167,0.0001104659095290117,0.004698781296610832,0.01495361328125
CIFAR10,ConvNetBN,dog-bird,8954,4,15,166,7.328768333536573e-05,0.0032045943662524223,0.01059722900390625
CIFAR10,ConvNetBN,dog-bird,8954,4,16,167,4.828093369724229e-05,0.0019777698908001184,0.007049560546875
CIFAR10,ConvNetBN,dog-bird,8954,4,17,167,3.2545420253882185e-05,0.00145865383092314,0.0047454833984375
CIFAR10,ConvNetBN,dog-bird,8954,4,18,166,1.9669443645398133e-05,0.0008145740430336446,0.0024662017822265625
CIFAR10,ConvNetBN,dog-bird,8954,4,19,167,1.2632970538106747e-05,0.0005235931603237987,0.0016632080078125
CIFAR10,ConvNetBN,dog-bird,8954,4,20,167,7.086142431944609e-06,0.00028414049302227795,0.00086212158203125
CIFAR10,ConvNetBN,dog-bird,8954,4,21,166,3.87179056815512e-06,0.00016471849085064605,0.0005917549133300781
CIFAR10,ConvNetBN,dog-bird,8954,4,22,167,1.9678657281474443e-06,7.658488175366074e-05,0.000244140625
CIFAR10,ConvNetBN,dog-bird,8954,4,23,167,8.52610128276865e-07,3.42386556440033e-05,9.357929229736328e-05
CIFAR10,ConvNetBN,dog-bird,8954,4,24,166,3.158978074679908e-07,1.361808790534269e-05,4.57763671875e-05
CIFAR10,ConvNetBN,dog-bird,8954,4,25,167,1.3903111550916947e-07,5.099494956084527e-06,7.62939453125e-06
CIFAR10,ConvNetBN,dog-bird,8954,4,26,167,2.023499057202116e-08,1.8110571931018171e-09,0.0
CIFAR10,ConvNetBN,dog-bird,8954,4,27,166,3.505318035834648e-09,6.934702256877756e-10,0.0
CIFAR10,ConvNetBN,dog-bird,8954,4,28,167,5.164642047361667e-10,8.135130069586438e-11,0.0
CIFAR10,ConvNetBN,dog-bird,8954,4,29,167,2.354386303971001e-11,4.548209898980193e-12,0.0
CIFAR10,ConvNetBN,dog-bird,8954,4,30,166,5.730801135017932e-14,1.1642690629675486e-14,0.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,1,17,0.0006689064321108162,0.045632898807525635,0.798828125
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,2,17,0.00039525440661236644,0.028778400272130966,0.611083984375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,3,16,0.00028944454970769584,0.019796457141637802,0.4266357421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,4,17,0.00025604289839975536,0.01840071752667427,0.41259765625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,5,17,0.00020549478358589113,0.014813767746090889,0.236083984375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,6,16,0.00017942884005606174,0.013892068061977625,0.24169921875
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,7,17,0.00013767961354460567,0.010766878724098206,0.220947265625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,8,17,0.0001137846484198235,0.008155337534844875,0.1845703125
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,9,16,0.00011879018347826786,0.009803431574255228,0.18255615234375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,10,17,7.358342554653063e-05,0.005724024027585983,0.089599609375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,11,17,7.51423358451575e-05,0.005841218400746584,0.103759765625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,12,16,4.753516805067193e-05,0.0033533923560753465,0.08349609375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,13,17,4.780042581842281e-05,0.0034011644311249256,0.068359375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,14,17,3.506779466988519e-05,0.0027195673901587725,0.06201171875
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,15,16,2.7827199119201396e-05,0.0019614450284279883,0.04052734375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,16,17,1.9890614566975273e-05,0.0012015490792691708,0.027587890625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,17,17,1.7884338376461528e-05,0.0017438963986933231,0.03369140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,18,16,1.3431243132799864e-05,0.0008793336746748537,0.019775390625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,19,17,9.852040420810226e-06,0.0007627738523297012,0.015625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,20,17,1.0629406460793689e-05,0.000759615155402571,0.016357421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,21,16,6.0597444644372445e-06,0.0004278414126019925,0.0098876953125
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,22,17,4.035414349345956e-06,0.0002808489662129432,0.005615234375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,23,17,2.4889504857128486e-06,0.0001606146979611367,0.003173828125
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,24,16,1.7503617186775955e-06,0.00011311373236821964,0.0023193359375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,25,17,8.991045774564554e-07,6.878719432279468e-05,0.00146484375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,26,17,4.693247319664806e-07,3.336808003950864e-05,0.000732421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,27,16,3.0068940759520046e-07,2.301767290191492e-05,0.00042724609375
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,28,17,1.5633980865459307e-07,1.1976892892562319e-05,0.000244140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,29,17,3.371689061282268e-08,1.4956292624938492e-15,0.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,0,30,16,1.4492804178978247e-09,2.4622381718581168e-17,0.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,1,17,0.0005993047379888594,0.0363142229616642,0.59912109375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,2,17,0.00039042846765369177,0.027545802295207977,0.3597412109375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,3,16,0.0003041370800929144,0.021815678104758263,0.4698486328125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,4,17,0.0002964969608001411,0.021151017397642136,0.2938232421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,5,17,0.0002125066821463406,0.017224332317709923,0.2816162109375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,6,16,0.00016706387395970523,0.012186221312731504,0.20831298828125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,7,17,0.00017683804617263377,0.012093315832316875,0.2247314453125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,8,17,0.00013457892055157572,0.010524648241698742,0.188232421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,9,16,0.00012781132681993768,0.00818628934212029,0.13067626953125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,10,17,8.900571992853656e-05,0.005648656748235226,0.0977783203125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,11,17,7.597853982588276e-05,0.005837465636432171,0.09130859375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,12,16,6.307803050731309e-05,0.004617457278072834,0.08709716796875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,13,17,5.05251155118458e-05,0.003728086594492197,0.07568359375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,14,17,4.309936048230156e-05,0.0031162546947598457,0.057373046875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,15,16,3.155119520670269e-05,0.002070510294288397,0.038055419921875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,16,17,2.471895277267322e-05,0.0020355337765067816,0.0235595703125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,17,17,1.5529336451436393e-05,0.0010498480405658484,0.0172119140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,18,16,1.5311654351535253e-05,0.0010525492543820292,0.01910400390625
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,19,17,1.0453917639097199e-05,0.0006978399469517171,0.0115966796875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,20,17,9.20385355129838e-06,0.0006263321847654879,0.0111083984375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,21,16,6.4438904701091815e-06,0.0004791265382664278,0.0068359375
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,22,17,4.723643087345408e-06,0.00034329434856772423,0.00567626953125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,23,17,3.53389418705774e-06,0.00022833302500657737,0.0028076171875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,24,16,2.3011882603896083e-06,0.00017358641343889758,0.00213623046875
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,25,17,1.5152885453062481e-06,0.00010425124492030591,0.001953125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,26,17,8.736675454201759e-07,6.112239498179406e-05,0.0009765625
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,27,16,4.531262050022633e-07,2.9561952942458447e-05,0.00048828125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,28,17,1.8566835535693826e-07,1.3274124285089783e-05,0.000244140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,29,17,4.7443514006317855e-08,2.4643339398191383e-14,0.0001220703125
CIFAR100,ResNet18BN,sea-willow_tree,1132,1,30,16,5.2802027195042456e-09,6.372344667479859e-17,0.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,1,17,0.0006858668639324605,0.03745245188474655,0.86883544921875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,2,17,0.0003458283608779311,0.021317284554243088,0.4732666015625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,3,16,0.0002810228324960917,0.018521037884056568,0.3603515625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,4,17,0.00021711140288971364,0.013730444945394993,0.28466796875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,5,17,0.00016612480976618826,0.011911241337656975,0.2821044921875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,6,16,0.0001535540068289265,0.009536841418594122,0.19110107421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,7,17,0.00014051269681658596,0.008749296888709068,0.204833984375
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,8,17,0.0001000237898551859,0.0065569691359996796,0.156494140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,9,16,7.757275670883246e-05,0.005369424354285002,0.1204833984375
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,10,17,7.836338772904128e-05,0.00526564521715045,0.13232421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,11,17,5.253230483504012e-05,0.0033139060251414776,0.0732421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,12,16,5.515083103091456e-05,0.003627777914516628,0.08026123046875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,13,17,4.2221374314976856e-05,0.0027488551568239927,0.064453125
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,14,17,2.962721737276297e-05,0.0021885200403630733,0.046142578125
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,15,16,2.643904554133769e-05,0.0019034127471968532,0.034912109375
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,16,17,2.1590803953586146e-05,0.0016181626124307513,0.0308837890625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,17,17,1.4781109712203033e-05,0.000955277937464416,0.01904296875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,18,16,1.1586265827645548e-05,0.0007599910313729197,0.01873779296875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,19,17,9.776091246749274e-06,0.0006193596636876464,0.01416015625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,20,17,6.2264334701467305e-06,0.00042164348997175694,0.009521484375
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,21,16,4.79647565043706e-06,0.00030132781830616295,0.0069580078125
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,22,17,3.315639332868159e-06,0.0001946961274370551,0.004638671875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,23,17,1.8333702200834523e-06,0.00012792920460924506,0.0029296875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,24,16,1.181150935281039e-06,6.829040648881346e-05,0.0018310546875
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,25,17,6.776660370633181e-07,4.051649375469424e-05,0.001220703125
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,26,17,3.8189887163753156e-07,2.271277662657667e-05,0.00048828125
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,27,16,1.7004347085958216e-07,1.1504739177325973e-05,0.000244140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,28,17,4.9201037910506784e-08,4.447739089329756e-15,0.000244140625
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,29,17,8.54053094911933e-09,3.489818359032876e-16,0.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,2,30,16,9.106186638074831e-10,2.798082868375083e-18,0.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,1,17,0.0007421313202939928,0.054578542709350586,1.188232421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,2,17,0.0005251040565781295,0.034343887120485306,0.773681640625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,3,16,0.000384061859222129,0.027681391686201096,0.42193603515625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,4,17,0.00029547917074523866,0.023061344400048256,0.5660400390625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,5,17,0.00022059420007281005,0.017139500007033348,0.3818359375
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,6,16,0.00020399107597768307,0.015209388453513384,0.30413818359375
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,7,17,0.0001637791865505278,0.011464094743132591,0.28173828125
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,8,17,0.00016097119078040123,0.011562101542949677,0.2607421875
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,9,16,0.00011392047963454388,0.008017584448680282,0.21881103515625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,10,17,9.798372047953308e-05,0.007033287547528744,0.130859375
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,11,17,6.742328696418554e-05,0.00550474226474762,0.120849609375
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,12,16,5.553958908421919e-05,0.004002175177447498,0.07525634765625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,13,17,4.312246892368421e-05,0.00337382429279387,0.05712890625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,14,17,3.9819682569941506e-05,0.0034730606712400913,0.061767578125
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,15,16,2.6250114387948997e-05,0.0020537005038931966,0.0357666015625
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,16,17,2.1585648937616497e-05,0.001544847502373159,0.0340576171875
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,17,17,1.642664210521616e-05,0.001157440128736198,0.02099609375
CIFAR100,ResNet18BN,sea-willow_tree,1132,3,18,16,1.550872320876806e-05,0.0009544780186843127,0.01702880859375
