dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,0,0,0.8288288288288288
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,1,0,0.8374374374374375
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,2,0,0.8448448448448449
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,3,0,0.8251251251251251
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,4,1,0.8406406406406406
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,5112,5,0,0.8137137137137137
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,0,0,0.8325325325325326
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,1,0,0.8408408408408409
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,2,0,0.83993993993994
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,3,0,0.8326326326326327
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,4,0,0.8286286286286286
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,2890,5,0,0.8423423423423423
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,0,0,0.8364364364364364
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,1,0,0.8374374374374375
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,2,0,0.8342342342342343
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,3,1,0.8429429429429429
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,4,0,0.83993993993994
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,6206,5,0,0.8331331331331331
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,0,0,0.8408408408408409
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,1,0,0.8343343343343343
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,2,0,0.8471471471471471
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,3,0,0.8293293293293293
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,4,0,0.8425425425425426
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,7795,5,0,0.8416416416416417
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,0,1,0.837037037037037
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,1,0,0.8494494494494494
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,2,1,0.8389389389389389
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,3,0,0.840940940940941
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,4,0,0.837037037037037
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,148,5,0,0.83993993993994
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,3083,0,0,0.8436436436436436
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,3083,1,0,0.842042042042042
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.005,250,0.0313,0.05,0.5,3083,2,0,0.8412412412412412
