dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,5112,0,0,0.8793793793793794
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,5112,1,0,0.8714714714714715
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,5112,2,0,0.8685685685685686
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,5112,3,0,0.8850850850850851
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,5112,4,0,0.8755755755755755
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,5112,5,0,0.877077077077077
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,2890,0,0,0.8754754754754754
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,2890,1,0,0.8832832832832833
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,2890,2,0,0.8727727727727728
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,2890,3,0,0.8811811811811812
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,2890,4,0,0.8704704704704704
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,2890,5,0,0.8823823823823824
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,6206,0,0,0.8800800800800801
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,6206,1,0,0.8794794794794795
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,6206,2,0,0.8796796796796796
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,6206,3,0,0.8788788788788788
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,6206,4,0,0.8825825825825826
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,6206,5,0,0.8752752752752753
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,7795,0,0,0.8733733733733734
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,7795,1,0,0.8690690690690691
CIFAR10,VGG13BN,FC,random,dog-bird,42,,,0.01,500,0.0313,0.05,0.5,7795,2,0,0.875975975975976
