dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,5112,0,0,0.8784784784784785
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,5112,1,0,0.8798798798798799
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,5112,2,0,0.8808808808808809
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,5112,3,0,0.8874874874874875
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,5112,4,0,0.8767767767767768
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,5112,5,0,0.8722722722722722
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,2890,0,0,0.8717717717717718
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,2890,1,0,0.8832832832832833
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,2890,2,0,0.8793793793793794
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,2890,3,0,0.8778778778778779
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,2890,4,0,0.8744744744744745
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,2890,5,0,0.8850850850850851
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,6206,0,0,0.8744744744744745
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,6206,1,0,0.8751751751751752
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,6206,2,0,0.8881881881881882
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,6206,3,0,0.872072072072072
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,6206,4,0,0.8784784784784785
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,6206,5,0,0.8742742742742743
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,7795,0,0,0.8771771771771771
CIFAR10,VGG13BN,GRAD,random,dog-bird,42,,,0.002,100,0.0313,0.05,0.5,7795,1,0,0.8753753753753754
