dataset,model,attack,base,class_pair,seed,num_surrogate,coef,craft_ensemble,budget,num_poisons,epsilon,target_easiness,target_margin_low,target_margin_high,target_id,target_score,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,0,1,0.8697609282784835
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,1,1,0.8732619785935781
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,2,0,0.8645593678103431
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,0,0,0.8674602380714215
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,1,0,0.8666599979993999
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,2,0,0.8679603881164349
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,0,1,0.868260478143443
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,1,0,0.871261378413524
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.002,100,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,2,0,0.868260478143443
