dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,0,1,0.8335335335335335
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,1,1,0.8314314314314314
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,2,1,0.8358358358358359
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,3,0,0.8315315315315316
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,4,1,0.8403403403403403
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,5112,5,1,0.8172172172172172
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,0,0,0.8361361361361361
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,1,0,0.8439439439439439
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,2,1,0.8341341341341342
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,3,0,0.8366366366366367
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,4,1,0.8325325325325326
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,2890,5,0,0.8435435435435436
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,0,0,0.83993993993994
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,1,0,0.8344344344344344
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,2,0,0.8325325325325326
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,3,0,0.8419419419419419
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,4,1,0.8414414414414414
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,6206,5,0,0.8407407407407408
CIFAR10,ConvNetBN,GRAD,random,dog-bird,42,,,0.02,1000,0.0313,0.05,0.5,7795,0,1,0.8390390390390391
