model,class_pair,target_idx,model_id,margin_decile,candidate_count,residual_norm_median,residual_norm_p90,abs_head_interaction_median,abs_head_interaction_p90,abs_backbone_interaction_median,abs_backbone_interaction_p90
ConvNetBN,dog-bird,843,2,6,500,0.00022384891053661704,0.00036713163717649877,0.01311413012444973,0.02608293853700161,0.15570068359375,0.3657287061214447
ConvNetBN,dog-bird,843,2,7,500,5.241262260824442e-05,9.601103374734521e-05,0.0029419339261949062,0.007162526715546846,0.0343017578125,0.09189450740814209
ConvNetBN,dog-bird,843,2,8,500,6.246466909942683e-06,1.4889541489537805e-05,0.00036344677209854126,0.0010242339922115207,0.004150390625,0.013720691204071045
ConvNetBN,dog-bird,843,2,9,500,3.0436277143053303e-07,1.1749214081646642e-06,1.6603175026830286e-05,7.314861431950703e-05,0.00018310546875,0.0009765625
ConvNetBN,dog-bird,843,2,10,500,4.1959644092592896e-10,1.0158379026847797e-08,1.8676529073280435e-11,7.597214590759904e-08,0.0,0.0
ConvNetBN,dog-bird,843,3,1,500,0.01634090766310692,0.039753351360559464,0.9548057913780212,2.378399133682251,7.33648681640625,20.901988983154297
ConvNetBN,dog-bird,843,3,2,500,0.00503948237746954,0.0075798179022967815,0.2800111174583435,0.5576185584068298,1.9515533447265625,4.652556896209717
ConvNetBN,dog-bird,843,3,3,500,0.0018317026551812887,0.002876841928809881,0.10246673226356506,0.23169797658920288,0.7458648681640625,1.7937036752700806
ConvNetBN,dog-bird,843,3,4,500,0.000681733654346317,0.001044455566443503,0.039781730622053146,0.0808279737830162,0.2689208984375,0.6662474870681763
ConvNetBN,dog-bird,843,3,5,500,0.00025369159993715584,0.0003776084049604833,0.013900144025683403,0.028593258932232857,0.09850311279296875,0.21345214545726776
ConvNetBN,dog-bird,843,3,6,500,8.317976607941091e-05,0.00013413693523034453,0.00477640051394701,0.010287274606525898,0.031452178955078125,0.07743223011493683
ConvNetBN,dog-bird,843,3,7,500,2.141900040442124e-05,3.8824229704914615e-05,0.0012880051508545876,0.0029904269613325596,0.0081787109375,0.020999137312173843
ConvNetBN,dog-bird,843,3,8,500,3.0364617487066425e-06,7.598945103381993e-06,0.00017519503307994455,0.0004924140521325171,0.001110076904296875,0.00408935546875
ConvNetBN,dog-bird,843,3,9,500,1.5541313302946946e-07,6.339462288451614e-07,9.139958820014726e-06,3.925638156943023e-05,6.103515625e-05,0.000274658203125
ConvNetBN,dog-bird,843,3,10,500,1.234880392386728e-10,4.1555332508380616e-09,3.2605172901878365e-12,2.9114630706317257e-08,0.0,0.0
ConvNetBN,dog-bird,843,4,1,500,0.013629792258143425,0.03639904037117958,0.8266563415527344,2.2426328659057617,4.779937744140625,16.458147048950195
ConvNetBN,dog-bird,843,4,2,500,0.0033095069229602814,0.005685021635144949,0.214643195271492,0.4120005667209625,1.27569580078125,3.181597948074341
ConvNetBN,dog-bird,843,4,3,500,0.0011405488476157188,0.0017338611651211977,0.07191150635480881,0.13360965251922607,0.445953369140625,1.0403685569763184
ConvNetBN,dog-bird,843,4,4,500,0.00040911350515671074,0.0006393151707015932,0.025889646261930466,0.05488332733511925,0.167877197265625,0.46302175521850586
ConvNetBN,dog-bird,843,4,5,500,0.0001157711521955207,0.00019397094729356468,0.007859421893954277,0.016908247023820877,0.0467529296875,0.1232360228896141
ConvNetBN,dog-bird,843,4,6,500,3.265633131377399e-05,5.327315011527389e-05,0.0022854371927678585,0.00485721742734313,0.01361083984375,0.036724843084812164
ConvNetBN,dog-bird,843,4,7,500,7.117936547729187e-06,1.4229306543711573e-05,0.000513952225446701,0.001257142168469727,0.00311279296875,0.00946655124425888
ConvNetBN,dog-bird,843,4,8,500,8.554603709853836e-07,2.347534746149904e-06,6.0004182159900665e-05,0.00017155997920781374,0.0003662109375,0.001220703125
ConvNetBN,dog-bird,843,4,9,500,2.0326016425542548e-08,1.4885279142617946e-07,8.779647231449417e-09,1.1548543625394814e-05,0.0,6.103515625e-05
ConvNetBN,dog-bird,843,4,10,500,2.3621823247443885e-11,7.695259984785707e-10,5.001581830990642e-13,4.685492882572362e-09,0.0,0.0
ConvNetBN,dog-bird,8730,0,1,500,0.005091406870633364,0.01326289214193821,0.3286393880844116,0.8629621863365173,3.481109619140625,8.517939567565918
ConvNetBN,dog-bird,8730,0,2,500,0.0016042455099523067,0.0024153883568942547,0.10631978511810303,0.18925748765468597,1.1322021484375,2.2147698402404785
ConvNetBN,dog-bird,8730,0,3,500,0.0006449781940318644,0.0009464410250075161,0.04349486529827118,0.07987310737371445,0.47650146484375,0.9691648483276367
ConvNetBN,dog-bird,8730,0,4,500,0.00028489960823208094,0.0004346034547779709,0.018905524164438248,0.03645656257867813,0.19854736328125,0.4493468999862671
ConvNetBN,dog-bird,8730,0,5,500,0.0001079448702512309,0.00016405903443228453,0.007505519315600395,0.014042078517377377,0.0802001953125,0.1724853217601776
ConvNetBN,dog-bird,8730,0,6,500,3.4319898986723274e-05,5.5031650845194235e-05,0.002418392337858677,0.004753072280436754,0.0257568359375,0.05764159560203552
ConvNetBN,dog-bird,8730,0,7,500,7.624278623552527e-06,1.4459536032518372e-05,0.000527234748005867,0.0013078966876491904,0.0057373046875,0.0159912109375
ConvNetBN,dog-bird,8730,0,8,500,7.625135367561597e-07,2.1921557618043153e-06,5.871324538020417e-05,0.00017970430781133473,0.0006103515625,0.0023193359375
ConvNetBN,dog-bird,8730,0,9,500,1.740096067237573e-08,1.4384049507043528e-07,2.8650219974224456e-08,1.1369612366252113e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,8730,0,10,500,2.968262788338727e-11,5.5435100954071e-10,4.287294477767212e-12,6.2845004755729406e-09,0.0,0.0
ConvNetBN,dog-bird,8730,1,1,500,0.017205340787768364,0.04680579528212547,0.8887454867362976,2.4446048736572266,6.1909637451171875,22.253589630126953
ConvNetBN,dog-bird,8730,1,2,500,0.004323799163103104,0.007087504491209984,0.23318684101104736,0.5098239183425903,1.816314697265625,5.1882734298706055
ConvNetBN,dog-bird,8730,1,3,500,0.0014953964855521917,0.002392873866483569,0.08404932171106339,0.1669769585132599,0.657928466796875,1.7784910202026367
ConvNetBN,dog-bird,8730,1,4,500,0.0005544008454307914,0.0007834596908651292,0.030262447893619537,0.05365584418177605,0.22015380859375,0.6752561926841736
ConvNetBN,dog-bird,8730,1,5,500,0.00016558969218749553,0.0002729620900936425,0.00987169984728098,0.021102655678987503,0.07958984375,0.22642819583415985
ConvNetBN,dog-bird,8730,1,6,500,5.31109981238842e-05,8.8095388491638e-05,0.0029607126489281654,0.0063820695504546165,0.022064208984375,0.0635986179113388
ConvNetBN,dog-bird,8730,1,7,500,1.0950021533062682e-05,2.1774596461909823e-05,0.0006410580826923251,0.0016162198735401034,0.0049896240234375,0.016558833420276642
ConvNetBN,dog-bird,8730,1,8,500,1.5791139276188915e-06,3.894658220815472e-06,9.550282265990973e-05,0.00026167722535319626,0.0006103515625,0.0023864731192588806
ConvNetBN,dog-bird,8730,1,9,500,4.5407105631056766e-08,3.221255440166715e-07,6.728549806211959e-07,1.9980470824521035e-05,0.0,0.000152587890625
ConvNetBN,dog-bird,8730,1,10,500,4.111871607093143e-11,1.622117773436571e-09,1.227133629086441e-12,3.9590131173383725e-09,0.0,0.0
ConvNetBN,dog-bird,8730,2,1,500,0.04721840098500252,0.1268625110387802,2.200441837310791,5.4759721755981445,25.707321166992188,78.8570327758789
ConvNetBN,dog-bird,8730,2,2,500,0.013597890734672546,0.021671652793884277,0.644523561000824,1.2137584686279297,9.052978515625,21.57872772216797
ConvNetBN,dog-bird,8730,2,3,500,0.0051971422508358955,0.007653166074305773,0.25752097368240356,0.46045562624931335,3.65814208984375,7.56608772277832
ConvNetBN,dog-bird,8730,2,4,500,0.0018994363490492105,0.002894256729632616,0.09372766315937042,0.18969930708408356,1.49945068359375,3.2606067657470703
ConvNetBN,dog-bird,8730,2,5,500,0.000708828098140657,0.0010783348698168993,0.03547769412398338,0.06659435480833054,0.540374755859375,1.15289306640625
ConvNetBN,dog-bird,8730,2,6,500,0.00022384891053661704,0.00036713163717649877,0.011380141600966454,0.023170795291662216,0.1749267578125,0.3954100012779236
ConvNetBN,dog-bird,8730,2,7,500,5.241262260824442e-05,9.601103374734521e-05,0.002629257272928953,0.005857862066477537,0.03961181640625,0.10244137048721313
ConvNetBN,dog-bird,8730,2,8,500,6.246466909942683e-06,1.4889541489537805e-05,0.00031379060237668455,0.0008340958156622946,0.00482177734375,0.016271963715553284
ConvNetBN,dog-bird,8730,2,9,500,3.0436277143053303e-07,1.1749214081646642e-06,1.4966550224926323e-05,5.907024024054408e-05,0.000244140625,0.0010986328125
ConvNetBN,dog-bird,8730,2,10,500,4.1959644092592896e-10,1.0158379026847797e-08,4.594218755427093e-11,5.672067260320546e-08,0.0,0.0
ConvNetBN,dog-bird,8730,3,1,500,0.01634090766310692,0.039753351360559464,1.2784638404846191,2.7650272846221924,11.3687744140625,30.9222469329834
ConvNetBN,dog-bird,8730,3,2,500,0.00503948237746954,0.0075798179022967815,0.3830711245536804,0.666954755783081,3.446807861328125,7.109460353851318
ConvNetBN,dog-bird,8730,3,3,500,0.0018317026551812887,0.002876841928809881,0.1427973210811615,0.26562631130218506,1.3660888671875,2.7736079692840576
ConvNetBN,dog-bird,8730,3,4,500,0.000681733654346317,0.001044455566443503,0.05368948355317116,0.0972554013133049,0.52825927734375,1.086706519126892
ConvNetBN,dog-bird,8730,3,5,500,0.00025369159993715584,0.0003776084049604833,0.01953507587313652,0.03403457999229431,0.189971923828125,0.37027573585510254
ConvNetBN,dog-bird,8730,3,6,500,8.317976607941091e-05,0.00013413693523034453,0.006744982209056616,0.012232387438416481,0.06488037109375,0.12714841961860657
ConvNetBN,dog-bird,8730,3,7,500,2.141900040442124e-05,3.8824229704914615e-05,0.0017117101233452559,0.00340431765653193,0.016357421875,0.03712157905101776
ConvNetBN,dog-bird,8730,3,8,500,3.0364617487066425e-06,7.598945103381993e-06,0.00024116045096889138,0.0006996426382102072,0.0023193359375,0.00762939453125
ConvNetBN,dog-bird,8730,3,9,500,1.5541313302946946e-07,6.339462288451614e-07,1.3289334674482234e-05,4.9008449423126876e-05,0.0001220703125,0.00048828125
ConvNetBN,dog-bird,8730,3,10,500,1.234880392386728e-10,4.1555332508380616e-09,1.866498955394036e-09,1.3605823312445864e-07,0.0,0.0
ConvNetBN,dog-bird,8730,4,1,500,0.013629792258143425,0.03639904037117958,0.7845268249511719,1.933070421218872,9.28546142578125,26.724782943725586
ConvNetBN,dog-bird,8730,4,2,500,0.0033095069229602814,0.005685021635144949,0.1993899941444397,0.3904989957809448,2.31915283203125,5.69661808013916
ConvNetBN,dog-bird,8730,4,3,500,0.0011405488476157188,0.0017338611651211977,0.06893505156040192,0.12412451952695847,0.8070068359375,1.8445909023284912
ConvNetBN,dog-bird,8730,4,4,500,0.00040911350515671074,0.0006393151707015932,0.024289701133966446,0.04991569742560387,0.2955322265625,0.801959216594696
ConvNetBN,dog-bird,8730,4,5,500,0.0001157711521955207,0.00019397094729356468,0.007269710302352905,0.01578563079237938,0.08807373046875,0.2124694287776947
ConvNetBN,dog-bird,8730,4,6,500,3.265633131377399e-05,5.327315011527389e-05,0.002128344029188156,0.004454970359802246,0.024658203125,0.061437979340553284
ConvNetBN,dog-bird,8730,4,7,500,7.117936547729187e-06,1.4229306543711573e-05,0.0004668892943300307,0.0011120298877358437,0.00537109375,0.01612548530101776
ConvNetBN,dog-bird,8730,4,8,500,8.554603709853836e-07,2.347534746149904e-06,5.6330998631892726e-05,0.00015945627819746733,0.000640869140625,0.0020751953125
ConvNetBN,dog-bird,8730,4,9,500,2.0326016425542548e-08,1.4885279142617946e-07,6.298257915204886e-09,1.0295706488250289e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,8730,4,10,500,2.3621823247443885e-11,7.695259984785707e-10,4.2515199260434455e-13,4.020291211048743e-09,0.0,0.0
