model,class_pair,target_idx,model_id,margin_decile,candidate_count,residual_norm_median,residual_norm_p90,abs_head_interaction_median,abs_head_interaction_p90,abs_backbone_interaction_median,abs_backbone_interaction_p90
ConvNetBN,dog-bird,1257,1,3,500,0.0014953964855521917,0.002392873866483569,0.063602015376091,0.11892152577638626,0.663055419921875,1.7243345975875854
ConvNetBN,dog-bird,1257,1,4,500,0.0005544008454307914,0.0007834596908651292,0.023329833522439003,0.0426834374666214,0.252899169921875,0.6377990245819092
ConvNetBN,dog-bird,1257,1,5,500,0.00016558969218749553,0.0002729620900936425,0.0076632085256278515,0.016125325113534927,0.0877838134765625,0.23037713766098022
ConvNetBN,dog-bird,1257,1,6,500,5.31109981238842e-05,8.8095388491638e-05,0.0022526183165609837,0.004895356949418783,0.02264404296875,0.06396178901195526
ConvNetBN,dog-bird,1257,1,7,500,1.0950021533062682e-05,2.1774596461909823e-05,0.00048605550546199083,0.001223150291480124,0.00531005859375,0.01727294921875
ConvNetBN,dog-bird,1257,1,8,500,1.5791139276188915e-06,3.894658220815472e-06,7.433362043229863e-05,0.00019739815616048872,0.000732421875,0.00262451171875
ConvNetBN,dog-bird,1257,1,9,500,4.5407105631056766e-08,3.221255440166715e-07,5.348550189410162e-07,1.6056490494520403e-05,0.0,0.00018310546875
ConvNetBN,dog-bird,1257,1,10,500,4.111871607093143e-11,1.622117773436571e-09,4.135276919069869e-13,3.542951487744972e-09,0.0,0.0
ConvNetBN,dog-bird,1257,2,1,500,0.04721840098500252,0.1268625110387802,2.3957839012145996,5.955098628997803,22.7901611328125,77.28289794921875
ConvNetBN,dog-bird,1257,2,2,500,0.013597890734672546,0.021671652793884277,0.6898175477981567,1.4215389490127563,8.26788330078125,20.3048152923584
ConvNetBN,dog-bird,1257,2,3,500,0.0051971422508358955,0.007653166074305773,0.2794382572174072,0.5168336629867554,3.22857666015625,7.830968379974365
ConvNetBN,dog-bird,1257,2,4,500,0.0018994363490492105,0.002894256729632616,0.10054019093513489,0.2006073147058487,1.36151123046875,3.294036626815796
ConvNetBN,dog-bird,1257,2,5,500,0.000708828098140657,0.0010783348698168993,0.03824078291654587,0.07837966829538345,0.475555419921875,1.2038084268569946
ConvNetBN,dog-bird,1257,2,6,500,0.00022384891053661704,0.00036713163717649877,0.012677829712629318,0.0247433390468359,0.1671142578125,0.39003893733024597
ConvNetBN,dog-bird,1257,2,7,500,5.241262260824442e-05,9.601103374734521e-05,0.0029393043369054794,0.006870540790259838,0.036865234375,0.10004272311925888
ConvNetBN,dog-bird,1257,2,8,500,6.246466909942683e-06,1.4889541489537805e-05,0.0003642396768555045,0.0009687390993349254,0.0042724609375,0.0157470703125
ConvNetBN,dog-bird,1257,2,9,500,3.0436277143053303e-07,1.1749214081646642e-06,1.6280406271107495e-05,7.488426490454003e-05,0.000244140625,0.0010986328125
ConvNetBN,dog-bird,1257,2,10,500,4.1959644092592896e-10,1.0158379026847797e-08,1.965275858717419e-11,7.009732172491567e-08,0.0,0.0
ConvNetBN,dog-bird,1257,3,1,500,0.01634090766310692,0.039753351360559464,0.9601151943206787,2.1840505599975586,8.690185546875,26.020261764526367
ConvNetBN,dog-bird,1257,3,2,500,0.00503948237746954,0.0075798179022967815,0.2896115183830261,0.5677405595779419,2.4916915893554688,6.348479747772217
ConvNetBN,dog-bird,1257,3,3,500,0.0018317026551812887,0.002876841928809881,0.10516953468322754,0.2221018373966217,0.9199066162109375,2.5702571868896484
ConvNetBN,dog-bird,1257,3,4,500,0.000681733654346317,0.001044455566443503,0.040063273161649704,0.08160509169101715,0.344970703125,0.94655442237854
ConvNetBN,dog-bird,1257,3,5,500,0.00025369159993715584,0.0003776084049604833,0.014813434332609177,0.02938426285982132,0.133087158203125,0.3314879834651947
ConvNetBN,dog-bird,1257,3,6,500,8.317976607941091e-05,0.00013413693523034453,0.005071789957582951,0.01041250117123127,0.044677734375,0.1154479905962944
ConvNetBN,dog-bird,1257,3,7,500,2.141900040442124e-05,3.8824229704914615e-05,0.0013610559981316328,0.0029742277693003416,0.010986328125,0.03322753310203552
ConvNetBN,dog-bird,1257,3,8,500,3.0364617487066425e-06,7.598945103381993e-06,0.00018804642604663968,0.0005337160546332598,0.00146484375,0.0059814453125
ConvNetBN,dog-bird,1257,3,9,500,1.5541313302946946e-07,6.339462288451614e-07,9.845859494816978e-06,4.2005107388831675e-05,6.103515625e-05,0.0003662109375
ConvNetBN,dog-bird,1257,3,10,500,1.234880392386728e-10,4.1555332508380616e-09,2.551608880782541e-12,2.9761473285816464e-08,0.0,0.0
ConvNetBN,dog-bird,1257,4,1,500,0.013629792258143425,0.03639904037117958,0.8167235851287842,2.095585584640503,5.17877197265625,18.877017974853516
ConvNetBN,dog-bird,1257,4,2,500,0.0033095069229602814,0.005685021635144949,0.1985461711883545,0.37894704937934875,1.3465118408203125,3.293395757675171
ConvNetBN,dog-bird,1257,4,3,500,0.0011405488476157188,0.0017338611651211977,0.06863303482532501,0.11727512627840042,0.47265625,1.14176607131958
ConvNetBN,dog-bird,1257,4,4,500,0.00040911350515671074,0.0006393151707015932,0.024490108713507652,0.04768849536776543,0.16278076171875,0.47946757078170776
ConvNetBN,dog-bird,1257,4,5,500,0.0001157711521955207,0.00019397094729356468,0.007335023954510689,0.015183689072728157,0.04779052734375,0.12886351346969604
ConvNetBN,dog-bird,1257,4,6,500,3.265633131377399e-05,5.327315011527389e-05,0.002089680638164282,0.00406286446377635,0.0140380859375,0.04003293067216873
ConvNetBN,dog-bird,1257,4,7,500,7.117936547729187e-06,1.4229306543711573e-05,0.00045451949699781835,0.0011215850245207548,0.003173828125,0.0096435546875
ConvNetBN,dog-bird,1257,4,8,500,8.554603709853836e-07,2.347534746149904e-06,5.537435208680108e-05,0.00015818802057765424,0.0003662109375,0.0013427734375
ConvNetBN,dog-bird,1257,4,9,500,2.0326016425542548e-08,1.4885279142617946e-07,6.828461351915394e-09,1.0530342478887178e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,1257,4,10,500,2.3621823247443885e-11,7.695259984785707e-10,4.3609175515504917e-13,4.389191676779092e-09,0.0,0.0
ConvNetBN,dog-bird,8055,0,1,500,0.005091406870633364,0.01326289214193821,0.23605474829673767,0.6380956768989563,1.1499786376953125,4.283531665802002
ConvNetBN,dog-bird,8055,0,2,500,0.0016042455099523067,0.0024153883568942547,0.07757411152124405,0.14874397218227386,0.43405914306640625,1.1492217779159546
ConvNetBN,dog-bird,8055,0,3,500,0.0006449781940318644,0.0009464410250075161,0.03196284919977188,0.06157249957323074,0.1695556640625,0.44469067454338074
ConvNetBN,dog-bird,8055,0,4,500,0.00028489960823208094,0.0004346034547779709,0.013913266360759735,0.02755584754049778,0.07568359375,0.1960754096508026
ConvNetBN,dog-bird,8055,0,5,500,0.0001079448702512309,0.00016405903443228453,0.005297887604683638,0.010430981405079365,0.028839111328125,0.07626333087682724
ConvNetBN,dog-bird,8055,0,6,500,3.4319898986723274e-05,5.5031650845194235e-05,0.0017225185874849558,0.0036843717098236084,0.009521484375,0.025140374898910522
ConvNetBN,dog-bird,8055,0,7,500,7.624278623552527e-06,1.4459536032518372e-05,0.00038883608067408204,0.0009288588189519942,0.0021820068359375,0.006875608116388321
ConvNetBN,dog-bird,8055,0,8,500,7.625135367561597e-07,2.1921557618043153e-06,4.280787106836215e-05,0.00013039483746979386,0.000244140625,0.0010101310908794403
ConvNetBN,dog-bird,8055,0,9,500,1.740096067237573e-08,1.4384049507043528e-07,8.680558494233992e-09,8.33651029097382e-06,0.0,6.103515625e-05
ConvNetBN,dog-bird,8055,0,10,500,2.968262788338727e-11,5.5435100954071e-10,4.4131571227262745e-13,6.061444679517081e-09,0.0,0.0
ConvNetBN,dog-bird,8055,1,1,500,0.017205340787768364,0.04680579528212547,0.5203397870063782,1.4031982421875,4.922821044921875,17.0806884765625
ConvNetBN,dog-bird,8055,1,2,500,0.004323799163103104,0.007087504491209984,0.13333556056022644,0.294486939907074,1.41363525390625,3.626620292663574
ConvNetBN,dog-bird,8055,1,3,500,0.0014953964855521917,0.002392873866483569,0.04601630941033363,0.09169795364141464,0.4631500244140625,1.2126158475875854
ConvNetBN,dog-bird,8055,1,4,500,0.0005544008454307914,0.0007834596908651292,0.01728990115225315,0.03264657035470009,0.173309326171875,0.44468069076538086
ConvNetBN,dog-bird,8055,1,5,500,0.00016558969218749553,0.0002729620900936425,0.005569330416619778,0.012498686090111732,0.0604248046875,0.14511413872241974
ConvNetBN,dog-bird,8055,1,6,500,5.31109981238842e-05,8.8095388491638e-05,0.0016807967331260443,0.0037130459677428007,0.0152587890625,0.03915710374712944
ConvNetBN,dog-bird,8055,1,7,500,1.0950021533062682e-05,2.1774596461909823e-05,0.00035290373489260674,0.000879670784343034,0.00341796875,0.010272212326526642
ConvNetBN,dog-bird,8055,1,8,500,1.5791139276188915e-06,3.894658220815472e-06,5.2106381190242246e-05,0.00014302428462542593,0.00048828125,0.0017150864005088806
ConvNetBN,dog-bird,8055,1,9,500,4.5407105631056766e-08,3.221255440166715e-07,4.67250401925412e-07,1.1839631952170748e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,8055,1,10,500,4.111871607093143e-11,1.622117773436571e-09,2.9850452079767387e-13,2.4853992197648722e-09,0.0,0.0
ConvNetBN,dog-bird,8055,2,1,500,0.04721840098500252,0.1268625110387802,1.4490761756896973,3.9200682640075684,10.35721206665039,35.96352005004883
ConvNetBN,dog-bird,8055,2,2,500,0.013597890734672546,0.021671652793884277,0.41369253396987915,0.8864661455154419,3.1005401611328125,9.969130516052246
ConvNetBN,dog-bird,8055,2,3,500,0.0051971422508358955,0.007653166074305773,0.16205616295337677,0.3157038390636444,1.2454147338867188,3.017855644226074
ConvNetBN,dog-bird,8055,2,4,500,0.0018994363490492105,0.002894256729632616,0.059523411095142365,0.116892009973526,0.4571075439453125,1.2476164102554321
ConvNetBN,dog-bird,8055,2,5,500,0.000708828098140657,0.0010783348698168993,0.021966954693198204,0.047957051545381546,0.17156219482421875,0.4656387269496918
ConvNetBN,dog-bird,8055,2,6,500,0.00022384891053661704,0.00036713163717649877,0.007310534827411175,0.014943601563572884,0.0558319091796875,0.14244379103183746
ConvNetBN,dog-bird,8055,2,7,500,5.241262260824442e-05,9.601103374734521e-05,0.0016536745242774487,0.003927070647478104,0.011932373046875,0.03558807075023651
ConvNetBN,dog-bird,8055,2,8,500,6.246466909942683e-06,1.4889541489537805e-05,0.00019337682169862092,0.0005517310928553343,0.001461029052734375,0.00550994835793972
ConvNetBN,dog-bird,8055,2,9,500,3.0436277143053303e-07,1.1749214081646642e-06,9.343431884190068e-06,4.139301381655969e-05,6.103515625e-05,0.0003662109375
ConvNetBN,dog-bird,8055,2,10,500,4.1959644092592896e-10,1.0158379026847797e-08,1.0459594128320315e-11,4.193197966628759e-08,0.0,0.0
ConvNetBN,dog-bird,8055,3,1,500,0.01634090766310692,0.039753351360559464,0.8412685394287109,2.1541919708251953,5.780975341796875,17.426319122314453
ConvNetBN,dog-bird,8055,3,2,500,0.00503948237746954,0.0075798179022967815,0.2484014332294464,0.526557981967926,1.527862548828125,4.227426052093506
ConvNetBN,dog-bird,8055,3,3,500,0.0018317026551812887,0.002876841928809881,0.08921080827713013,0.19348137080669403,0.5673828125,1.5913234949111938
ConvNetBN,dog-bird,8055,3,4,500,0.000681733654346317,0.001044455566443503,0.033957332372665405,0.07251980900764465,0.21493911743164062,0.5532958507537842
ConvNetBN,dog-bird,8055,3,5,500,0.00025369159993715584,0.0003776084049604833,0.012537301518023014,0.02657865174114704,0.0745849609375,0.2139647901058197
ConvNetBN,dog-bird,8055,3,6,500,8.317976607941091e-05,0.00013413693523034453,0.004299791529774666,0.009011729620397091,0.02734375,0.06842954456806183
ConvNetBN,dog-bird,8055,3,7,500,2.141900040442124e-05,3.8824229704914615e-05,0.0010984670370817184,0.002503459807485342,0.006103515625,0.01874084398150444
ConvNetBN,dog-bird,8055,3,8,500,3.0364617487066425e-06,7.598945103381993e-06,0.0001544710248708725,0.00046083374763838947,0.0008544921875,0.0034240707755088806
ConvNetBN,dog-bird,8055,3,9,500,1.5541313302946946e-07,6.339462288451614e-07,7.972022103786003e-06,3.27915622619912e-05,3.0517578125e-05,0.000213623046875
ConvNetBN,dog-bird,8055,3,10,500,1.234880392386728e-10,4.1555332508380616e-09,2.057850851527876e-12,2.776488550182421e-08,0.0,0.0
ConvNetBN,dog-bird,8055,4,1,500,0.013629792258143425,0.03639904037117958,0.5639361143112183,1.5947564840316772,3.1568603515625,12.241971969604492
ConvNetBN,dog-bird,8055,4,2,500,0.0033095069229602814,0.005685021635144949,0.13768444955348969,0.2727348804473877,0.7552337646484375,2.1196653842926025
ConvNetBN,dog-bird,8055,4,3,500,0.0011405488476157188,0.0017338611651211977,0.046095602214336395,0.08733668923377991,0.263641357421875,0.6242401003837585
ConvNetBN,dog-bird,8055,4,4,500,0.00040911350515671074,0.0006393151707015932,0.016540218144655228,0.036303602159023285,0.09000396728515625,0.2627578675746918
ConvNetBN,dog-bird,8055,4,5,500,0.0001157711521955207,0.00019397094729356468,0.004870749078691006,0.011160631664097309,0.0266571044921875,0.07219693064689636
ConvNetBN,dog-bird,8055,4,6,500,3.265633131377399e-05,5.327315011527389e-05,0.0013955956092104316,0.0029147195164114237,0.00667572021484375,0.022204577922821045
ConvNetBN,dog-bird,8055,4,7,500,7.117936547729187e-06,1.4229306543711573e-05,0.000308592920191586,0.0007651562918908894,0.00164794921875,0.005184929817914963
ConvNetBN,dog-bird,8055,4,8,500,8.554603709853836e-07,2.347534746149904e-06,3.679350629681721e-05,0.00011149301280966029,0.0001678466796875,0.000701904296875
ConvNetBN,dog-bird,8055,4,9,500,2.0326016425542548e-08,1.4885279142617946e-07,4.867106717654224e-09,6.804733857279643e-06,0.0,4.57763671875e-05
ConvNetBN,dog-bird,8055,4,10,500,2.3621823247443885e-11,7.695259984785707e-10,3.199505547654691e-13,3.951998284179581e-09,0.0,0.0
ConvNetBN,dog-bird,8252,0,1,500,0.005091406870633364,0.01326289214193821,0.3923896551132202,0.9452155828475952,3.101287841796875,8.18260383605957
ConvNetBN,dog-bird,8252,0,2,500,0.0016042455099523067,0.0024153883568942547,0.11837185174226761,0.21862158179283142,0.89697265625,2.1001665592193604
ConvNetBN,dog-bird,8252,0,3,500,0.0006449781940318644,0.0009464410250075161,0.048558928072452545,0.08692284673452377,0.392425537109375,0.8120481371879578
ConvNetBN,dog-bird,8252,0,4,500,0.00028489960823208094,0.0004346034547779709,0.02174350991845131,0.04133400693535805,0.17315673828125,0.3607724905014038
ConvNetBN,dog-bird,8252,0,5,500,0.0001079448702512309,0.00016405903443228453,0.008268807083368301,0.01652725599706173,0.066680908203125,0.13782958686351776
ConvNetBN,dog-bird,8252,0,6,500,3.4319898986723274e-05,5.5031650845194235e-05,0.0027293271850794554,0.005427005235105753,0.020660400390625,0.0466003343462944
ConvNetBN,dog-bird,8252,0,7,500,7.624278623552527e-06,1.4459536032518372e-05,0.0006040075095370412,0.0012821063864976168,0.004638671875,0.011459346860647202
ConvNetBN,dog-bird,8252,0,8,500,7.625135367561597e-07,2.1921557618043153e-06,6.324026617221534e-05,0.00019602448446676135,0.00048828125,0.0015930160880088806
ConvNetBN,dog-bird,8252,0,9,500,1.740096067237573e-08,1.4384049507043528e-07,1.8911922694542227e-08,1.2637172403628938e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,8252,0,10,500,2.968262788338727e-11,5.5435100954071e-10,1.1898242807673043e-11,1.8583825589502112e-09,0.0,0.0
ConvNetBN,dog-bird,8252,1,1,500,0.017205340787768364,0.04680579528212547,0.7938071489334106,2.139169454574585,5.639129638671875,20.80541229248047
ConvNetBN,dog-bird,8252,1,2,500,0.004323799163103104,0.007087504491209984,0.21205967664718628,0.4517070949077606,1.7108001708984375,4.67861795425415
ConvNetBN,dog-bird,8252,1,3,500,0.0014953964855521917,0.002392873866483569,0.07571228593587875,0.14797216653823853,0.559417724609375,1.4711546897888184
ConvNetBN,dog-bird,8252,1,4,500,0.0005544008454307914,0.0007834596908651292,0.027978360652923584,0.04901202395558357,0.210113525390625,0.5405517816543579
ConvNetBN,dog-bird,8252,1,5,500,0.00016558969218749553,0.0002729620900936425,0.00881500355899334,0.01893157698214054,0.07061767578125,0.19100341200828552
ConvNetBN,dog-bird,8252,1,6,500,5.31109981238842e-05,8.8095388491638e-05,0.0027484390884637833,0.005369385704398155,0.0179595947265625,0.05198666825890541
ConvNetBN,dog-bird,8252,1,7,500,1.0950021533062682e-05,2.1774596461909823e-05,0.0005638707662001252,0.0013547196285799146,0.0037841796875,0.014404296875
ConvNetBN,dog-bird,8252,1,8,500,1.5791139276188915e-06,3.894658220815472e-06,8.489594620186836e-05,0.0002230727404821664,0.0006103515625,0.0021392814815044403
ConvNetBN,dog-bird,8252,1,9,500,4.5407105631056766e-08,3.221255440166715e-07,5.562511660173186e-07,1.7238711734535173e-05,0.0,0.00018310546875
ConvNetBN,dog-bird,8252,1,10,500,4.111871607093143e-11,1.622117773436571e-09,2.2076963521189263e-11,3.817435700881333e-09,0.0,0.0
ConvNetBN,dog-bird,8252,2,1,500,0.04721840098500252,0.1268625110387802,1.9470760822296143,4.709732532501221,16.984283447265625,59.661865234375
ConvNetBN,dog-bird,8252,2,2,500,0.013597890734672546,0.021671652793884277,0.5751067399978638,1.101367473602295,5.80133056640625,14.296416282653809
ConvNetBN,dog-bird,8252,2,3,500,0.0051971422508358955,0.007653166074305773,0.22439827024936676,0.3827192783355713,2.322998046875,5.113440036773682
ConvNetBN,dog-bird,8252,2,4,500,0.0018994363490492105,0.002894256729632616,0.08314470946788788,0.1528962105512619,0.90618896484375,2.03007173538208
ConvNetBN,dog-bird,8252,2,5,500,0.000708828098140657,0.0010783348698168993,0.031178023666143417,0.056571777909994125,0.3262481689453125,0.7580627202987671
ConvNetBN,dog-bird,8252,2,6,500,0.00022384891053661704,0.00036713163717649877,0.009984061121940613,0.017641844227910042,0.104522705078125,0.23601675033569336
ConvNetBN,dog-bird,8252,2,7,500,5.241262260824442e-05,9.601103374734521e-05,0.0023128651082515717,0.004790739621967077,0.022735595703125,0.06051024794578552
ConvNetBN,dog-bird,8252,2,8,500,6.246466909942683e-06,1.4889541489537805e-05,0.0002648425870575011,0.0007203654968179762,0.002685546875,0.00897826999425888
ConvNetBN,dog-bird,8252,2,9,500,3.0436277143053303e-07,1.1749214081646642e-06,1.2956665159435943e-05,5.4377065680455416e-05,0.0001220703125,0.0006103515625
ConvNetBN,dog-bird,8252,2,10,500,4.1959644092592896e-10,1.0158379026847797e-08,2.862156733840493e-09,7.514459099411397e-08,0.0,0.0
ConvNetBN,dog-bird,8252,3,1,500,0.01634090766310692,0.039753351360559464,1.0883493423461914,2.552014112472534,12.74444580078125,35.494510650634766
ConvNetBN,dog-bird,8252,3,2,500,0.00503948237746954,0.0075798179022967815,0.3223966360092163,0.5908142328262329,3.7203369140625,8.35968017578125
ConvNetBN,dog-bird,8252,3,3,500,0.0018317026551812887,0.002876841928809881,0.12055221945047379,0.2451988309621811,1.40631103515625,3.0391902923583984
ConvNetBN,dog-bird,8252,3,4,500,0.000681733654346317,0.001044455566443503,0.04578127712011337,0.09232229739427567,0.535369873046875,1.214416265487671
ConvNetBN,dog-bird,8252,3,5,500,0.00025369159993715584,0.0003776084049604833,0.01657409779727459,0.032297395169734955,0.19158935546875,0.42231443524360657
ConvNetBN,dog-bird,8252,3,6,500,8.317976607941091e-05,0.00013413693523034453,0.0055163707584142685,0.011467164382338524,0.063079833984375,0.1441100835800171
ConvNetBN,dog-bird,8252,3,7,500,2.141900040442124e-05,3.8824229704914615e-05,0.0014463698025792837,0.0031832153908908367,0.016632080078125,0.0401611328125
ConvNetBN,dog-bird,8252,3,8,500,3.0364617487066425e-06,7.598945103381993e-06,0.00020139245316386223,0.0005919637042097747,0.002471923828125,0.0079345703125
ConvNetBN,dog-bird,8252,3,9,500,1.5541313302946946e-07,6.339462288451614e-07,1.0723564628278837e-05,4.309208816266619e-05,0.0001220703125,0.00048828125
ConvNetBN,dog-bird,8252,3,10,500,1.234880392386728e-10,4.1555332508380616e-09,5.884837062097859e-10,4.480462223455106e-08,0.0,0.0
ConvNetBN,dog-bird,8252,4,1,500,0.013629792258143425,0.03639904037117958,0.8356946706771851,2.1603267192840576,6.25445556640625,20.156404495239258
ConvNetBN,dog-bird,8252,4,2,500,0.0033095069229602814,0.005685021635144949,0.20721560716629028,0.4128324091434479,1.714263916015625,3.8603079319000244
ConvNetBN,dog-bird,8252,4,3,500,0.0011405488476157188,0.0017338611651211977,0.07275217771530151,0.12618419528007507,0.571136474609375,1.242883324623108
ConvNetBN,dog-bird,8252,4,4,500,0.00040911350515671074,0.0006393151707015932,0.02643273025751114,0.05338739976286888,0.21331787109375,0.5138121247291565
ConvNetBN,dog-bird,8252,4,5,500,0.0001157711521955207,0.00019397094729356468,0.0077947890385985374,0.016864053905010223,0.063140869140625,0.1437193751335144
ConvNetBN,dog-bird,8252,4,6,500,3.265633131377399e-05,5.327315011527389e-05,0.0022272770293056965,0.004319147672504187,0.016693115234375,0.04420165717601776
ConvNetBN,dog-bird,8252,4,7,500,7.117936547729187e-06,1.4229306543711573e-05,0.0004988460568711162,0.0011537601239979267,0.0037841796875,0.009777829051017761
ConvNetBN,dog-bird,8252,4,8,500,8.554603709853836e-07,2.347534746149904e-06,6.051453237887472e-05,0.00016907448298297822,0.00042724609375,0.0015869140625
ConvNetBN,dog-bird,8252,4,9,500,2.0326016425542548e-08,1.4885279142617946e-07,7.380931421607784e-09,1.143959252658533e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,8252,4,10,500,2.3621823247443885e-11,7.695259984785707e-10,2.2661330277562453e-12,4.374548279173496e-09,0.0,0.0
ConvNetBN,dog-bird,843,0,1,500,0.005091406870633364,0.01326289214193821,0.3509473204612732,0.9464787244796753,2.66119384765625,7.487231254577637
ConvNetBN,dog-bird,843,0,2,500,0.0016042455099523067,0.0024153883568942547,0.11856704950332642,0.21614544093608856,0.851654052734375,1.892040729522705
ConvNetBN,dog-bird,843,0,3,500,0.0006449781940318644,0.0009464410250075161,0.04798723757266998,0.093788281083107,0.35595703125,0.7935637831687927
ConvNetBN,dog-bird,843,0,4,500,0.00028489960823208094,0.0004346034547779709,0.02187807485461235,0.04195605590939522,0.15765380859375,0.3562377691268921
ConvNetBN,dog-bird,843,0,5,500,0.0001079448702512309,0.00016405903443228453,0.008172350935637951,0.016381394118070602,0.060302734375,0.1357482671737671
ConvNetBN,dog-bird,843,0,6,500,3.4319898986723274e-05,5.5031650845194235e-05,0.002673682989552617,0.005511249881237745,0.018646240234375,0.046450790017843246
ConvNetBN,dog-bird,843,0,7,500,7.624278623552527e-06,1.4459536032518372e-05,0.0005983692826703191,0.0014439166989177465,0.00433349609375,0.0125732421875
ConvNetBN,dog-bird,843,0,8,500,7.625135367561597e-07,2.1921557618043153e-06,6.692923489026725e-05,0.00020834927272517234,0.00048828125,0.001708984375
ConvNetBN,dog-bird,843,0,9,500,1.740096067237573e-08,1.4384049507043528e-07,1.3480422111911139e-08,1.279289153899299e-05,0.0,0.0001220703125
ConvNetBN,dog-bird,843,0,10,500,2.968262788338727e-11,5.5435100954071e-10,4.504655112466671e-13,7.956499459282895e-09,0.0,0.0
ConvNetBN,dog-bird,843,1,1,500,0.017205340787768364,0.04680579528212547,0.8680146932601929,2.32639217376709,5.5680084228515625,20.309757232666016
ConvNetBN,dog-bird,843,1,2,500,0.004323799163103104,0.007087504491209984,0.23229481279850006,0.5225316882133484,1.553680419921875,4.437700271606445
ConvNetBN,dog-bird,843,1,3,500,0.0014953964855521917,0.002392873866483569,0.08130282163619995,0.16568049788475037,0.55224609375,1.3551506996154785
ConvNetBN,dog-bird,843,1,4,500,0.0005544008454307914,0.0007834596908651292,0.03036210872232914,0.058156706392765045,0.1953277587890625,0.5209988355636597
ConvNetBN,dog-bird,843,1,5,500,0.00016558969218749553,0.0002729620900936425,0.009837013669312,0.02140715718269348,0.0663299560546875,0.19371944665908813
ConvNetBN,dog-bird,843,1,6,500,5.31109981238842e-05,8.8095388491638e-05,0.0029587536118924618,0.006629145238548517,0.0179901123046875,0.05317991226911545
ConvNetBN,dog-bird,843,1,7,500,1.0950021533062682e-05,2.1774596461909823e-05,0.0006374064250849187,0.0016974246827885509,0.0040283203125,0.013562008738517761
ConvNetBN,dog-bird,843,1,8,500,1.5791139276188915e-06,3.894658220815472e-06,9.54045754042454e-05,0.0002541947178542614,0.00054931640625,0.0022033676505088806
ConvNetBN,dog-bird,843,1,9,500,4.5407105631056766e-08,3.221255440166715e-07,7.500442507080152e-07,1.9943336155847646e-05,0.0,0.00018310546875
ConvNetBN,dog-bird,843,1,10,500,4.111871607093143e-11,1.622117773436571e-09,5.475377096164635e-13,4.454544288989837e-09,0.0,0.0
ConvNetBN,dog-bird,843,2,1,500,0.04721840098500252,0.1268625110387802,2.354503870010376,6.3101582527160645,24.25787353515625,75.33650970458984
ConvNetBN,dog-bird,843,2,2,500,0.013597890734672546,0.021671652793884277,0.7282438278198242,1.4540854692459106,8.2574462890625,19.53758430480957
ConvNetBN,dog-bird,843,2,3,500,0.0051971422508358955,0.007653166074305773,0.27890917658805847,0.5622109174728394,3.258056640625,7.14215087890625
ConvNetBN,dog-bird,843,2,4,500,0.0018994363490492105,0.002894256729632616,0.10609230399131775,0.20859326422214508,1.2423095703125,3.020915985107422
ConvNetBN,dog-bird,843,2,5,500,0.000708828098140657,0.0010783348698168993,0.03998725861310959,0.0846545547246933,0.47930908203125,1.0958126783370972
