target_idx,candidate_idx,candidate_label,mean_M,mean_R_hiTht,mean_A,mean_exact_giTgt,mean_classifier_weight,mean_classifier_bias,mean_residual_dot,mean_feature_cosine,mean_feature_l2_sq,z_M,z_R,z_A,paper_score_beta0,paper_score_beta1,rank_exact_high,rank_paper_beta0_high,rank_paper_beta1_high
496,0,6,10.012480545043946,80.69674606323242,0.6602310180664063,0.7487695991396779,0.0874575953270779,0.001080992829625417,0.001080992829625417,0.23420001417398453,572.0463432312011,-0.6199320554733276,-0.2154618352651596,-0.26798245310783386,0.40447020530700684,0.13648775219917297,1938,1727,2056
496,19,6,9.79350986480713,81.72236881256103,5.530262756347656,5.81218021482091,0.27699106795803347,0.004926156755317379,0.004926156755317379,0.2081240601837635,649.9253479003906,-0.6537103056907654,-0.17519959807395935,0.4769159257411957,0.47851070761680603,0.9554266333580017,576,1579,1075
496,22,6,19.020287799835206,90.31590976715088,0.016412353515625,0.018098632973604693,0.0016669966119590475,1.9282386376945127e-05,1.9282386376945127e-05,0.2656260818243027,542.877880859375,0.7696048021316528,0.16215163469314575,-0.36645808815956116,-0.6074531674385071,-0.9739112854003906,3627,3653,3711
496,23,6,8.706741380691529,72.42146263122558,0.6352859497070312,0.7155455240397715,0.07919503158627776,0.0010645425474422154,0.0010645425474422154,0.23484591618180276,532.7913513183594,-0.821354329586029,-0.5403194427490234,-0.27179795503616333,0.2810348868370056,0.009236931800842285,1965,1987,2271
496,25,6,8.608411574363709,78.21134090423584,2.0550079345703125,2.402510509037529,0.34048062053479955,0.0070218530515603565,0.0070218530515603565,0.21501551792025567,616.4125503540039,-0.8365225791931152,-0.31302982568740845,-0.05464359000325203,0.5234927535057068,0.46884915232658386,1152,1482,1581
496,72,6,12.207498693466187,117.92491073608399,0.6058197021484375,0.6240665885852869,0.018010531237108718,0.0002363502384434484,0.0002363502384434484,0.28433095961809157,610.6243797302246,-0.281330406665802,1.2459808588027954,-0.2763049602508545,1.5273113250732422,1.2510063648223877,2074,389,819
496,95,6,12.062664365768432,69.71180629730225,0.14084243774414062,0.20484432355512344,0.06275564556448865,0.0012462466321147188,0.0012462466321147188,0.2029124453663826,599.1519836425781,-0.3036724328994751,-0.6466907262802124,-0.34742581844329834,-0.3430182933807373,-0.6904441118240356,2715,3253,3352
496,103,6,17.315886783599854,175.42036628723145,0.0057098388671875,0.006194634678102852,0.00048153515987186797,3.260694580147482e-06,3.260694580147482e-06,0.36330483108758926,635.6057495117187,0.5066853165626526,3.5030436515808105,-0.3680950999259949,2.9963583946228027,2.628263235092163,3899,54,266
496,104,6,21.40269899368286,74.11600131988526,0.007855224609375,0.008723540668519764,0.0008544535419228786,1.3862827453224199e-05,1.3862827453224199e-05,0.20245728269219398,616.1060592651368,1.1371135711669922,-0.4737979769706726,-0.36776694655418396,-1.6109116077423096,-1.978678584098816,3813,4603,4606
496,117,6,16.97769203186035,98.53222827911377,0.003961181640625,0.004600782386142598,0.0006330382738546703,6.562476521618694e-06,6.562476521618694e-06,0.24915239438414574,617.5661926269531,0.454515665769577,0.4846944808959961,-0.36836257576942444,0.030178815126419067,-0.33818376064300537,3965,2474,2791
496,124,6,19.601146602630614,75.6198751449585,-0.000146484375,0.00011787122799874667,0.0002602931938769751,4.062424481574969e-06,4.062424481574969e-06,0.19127952829003333,688.5744842529297,0.8592075705528259,-0.41476136445999146,-0.36899086833000183,-1.2739689350128174,-1.6429598331451416,4529,4383,4392
496,125,6,21.588794660568237,103.63262767791748,0.000103759765625,0.00011759995941256415,1.3673303237827832e-05,1.6689300537200798e-07,1.6689300537200798e-07,0.24356474056839944,676.1719467163086,1.165820598602295,0.6849176287651062,-0.36895257234573364,-0.4809029698371887,-0.8498555421829224,4530,3472,3552
