dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,8804,0,0,0.8415415415415416
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,8804,1,0,0.8426426426426427
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,8804,2,0,0.8427427427427427
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,8804,3,0,0.8383383383383384
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,8804,4,0,0.8455455455455455
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,8804,5,0,0.8421421421421421
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9513,0,0,0.8427427427427427
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9513,1,0,0.8396396396396396
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9513,2,0,0.83993993993994
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9513,3,0,0.8288288288288288
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9513,4,0,0.8372372372372372
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9513,5,0,0.8362362362362362
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7,0,0,0.8211211211211211
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7,1,0,0.8219219219219219
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7,2,0,0.8435435435435436
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7,3,1,0.8345345345345345
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7,4,0,0.8369369369369369
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7,5,0,0.8373373373373373
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7117,0,0,0.8421421421421421
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7117,1,0,0.8358358358358359
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7117,2,0,0.8335335335335335
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7117,3,0,0.8402402402402402
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7117,4,0,0.836036036036036
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,7117,5,1,0.8443443443443444
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,476,0,0,0.8384384384384385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,476,1,0,0.8329329329329329
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,476,2,0,0.8390390390390391
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,476,3,0,0.8314314314314314
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,476,4,0,0.8401401401401402
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,476,5,0,0.8397397397397397
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9705,0,0,0.8365365365365366
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9705,1,0,0.8379379379379379
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9705,2,0,0.8413413413413413
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9705,3,0,0.8348348348348348
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9705,4,0,0.8374374374374375
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9705,5,0,0.8396396396396396
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,2275,0,0,0.8278278278278278
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,2275,1,0,0.8428428428428428
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,2275,2,0,0.8384384384384385
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,2275,3,0,0.8379379379379379
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,2275,4,0,0.8386386386386386
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,2275,5,0,0.8390390390390391
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,1757,0,0,0.8376376376376377
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,1757,1,0,0.8418418418418419
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,1757,2,0,0.8407407407407408
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,1757,3,0,0.8386386386386386
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,1757,4,0,0.8187187187187187
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,1757,5,0,0.8414414414414414
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9969,0,0,0.8443443443443444
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9969,1,1,0.8377377377377377
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9969,2,0,0.8432432432432433
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9969,3,0,0.8189189189189189
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9969,4,0,0.8395395395395395
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,9969,5,0,0.8313313313313313
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,4786,0,0,0.8364364364364364
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,4786,1,0,0.8341341341341342
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,4786,2,0,0.8418418418418419
CIFAR10,ConvNetBN,FC,random,frog-airplane,42,,,0.002,100,0.0313,0.05,0.5,4786,3,0,0.8400400400400401
