dataset,model,attack,base,class_pair,seed,num_surrogate,coef,craft_ensemble,budget,num_poisons,epsilon,target_easiness,target_margin_low,target_margin_high,target_id,target_score,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,0,0,0.8699609882964889
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,1,0,0.8644593378013404
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,1950,0.28319305181503296,2,1,0.8688606581974593
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,0,0,0.8703611083324998
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,1,0,0.868260478143443
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,1785,0.24643434584140778,2,0,0.8668600580174052
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,0,0,0.8684605381614484
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,1,0,0.8638591577473242
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,5,0.001,50,0.06274,1.0,0.05,0.5,6507,0.1709546595811844,2,0,0.873962188656597
