dataset,model,attack,base,class_pair,seed,num_surrogate,coef,craft_ensemble,budget,num_poisons,epsilon,target_difficulty,target_margin_low,target_margin_high,target_id,target_diff,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,3,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,0,0,0.8688606581974593
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,3,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,1,0,0.8761628488546565
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,3,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,2,0,0.8732619785935781
CIFAR10,ResNet20BN,FC,random,dog-bird,42,,,3,0.02,1000,0.0313,0.0,0.05,0.5,3524,1.7381549696438015e-05,0,0,0.8704611383415024
