A_f32_vs_f64_max_rel,backend,class_pair,dataset,feat_dim,frac_A_of_gfull,frac_head_of_gfull,h_t_norm,has_bias,identity_max_abs_err,identity_max_rel_err,identity_scale,loss_t,model,n_candidates,overlap_paper_b1_vs_eq3,overlap_prod_b0_vs_eq3,overlap_prod_b0_vs_prod_b1,overlap_prod_b1_vs_eq3,overlap_prod_b1_vs_paper_b1,p_adv_t,pearson_A_vs_gfull,pearson_costb1_vs_eq3,pearson_dcos_vs_hTh,pearson_hTh_vs_A,pearson_hTh_vs_gfull,pearson_hTh_vs_ntktr,pearson_headW_vs_gfull,pearson_margin_vs_rdot,pearson_margin_vs_rnorm,pearson_ntktr_vs_A,r_t_norm,spearman_A_vs_gfull,spearman_costb1_vs_eq3,spearman_dcos_vs_hTh,spearman_hTh_vs_A,spearman_hTh_vs_gfull,spearman_hTh_vs_ntktr,spearman_headW_vs_gfull,spearman_margin_vs_rdot,spearman_margin_vs_rnorm,spearman_ntktr_vs_A,surrogate,target_idx,top_m,verify_n
1.9516809186520728e-05,jvp,dog-bird,CIFAR10,2048,0.7183946371078491,0.3162597417831421,21.2620792388916,True,1.8561541192951836e-13,4.474600469624685e-14,4.148200787747363,31.27273178100586,ConvNetBN,5000,,,,,,2.6207472132657068e-14,0.9991702655363889,,-0.7841378793158306,-0.07532845248502916,-0.07216650481817435,0.6969538181393667,0.9320702762938055,-0.3634395352492412,-0.39138530814588995,0.07227604844445855,1.4142135381698608,0.9910074942931221,,-0.7666943482509825,-0.04594022583444447,-0.045920996319044054,0.6704372576819428,0.985862203178488,-0.9929651173145254,-0.9988355744333111,0.1122430220056313,0,843,,8
0.00011798134935688897,jvp,dog-bird,CIFAR10,2048,1.5941238403320312,1.2373876571655273,17.39310073852539,True,1.1069118711903858e-13,8.842908402369658e-13,0.1251750918163716,19.46471405029297,ConvNetBN,5000,,,,,,3.5203180370757536e-09,0.9972629980382777,,-0.8356524354154297,0.0035038521327880037,-0.00015395333806023445,0.7834004411129827,0.8231606448924543,-0.36942091463145377,-0.3822441013127809,0.05495869812793086,1.4047839641571045,0.9388957930194339,,-0.8261276795115507,0.06351878107611665,0.059249699645363925,0.762991610380288,0.6378256961968747,-0.9950259926956343,-0.9991723175348927,0.12428614559341318,1,843,,8
2.1581181675555858e-05,jvp,dog-bird,CIFAR10,2048,0.8070623874664307,0.21036528050899506,20.817626953125,True,2.1061451194182013e-13,1.7258158732129813e-14,12.203764909736023,28.19634246826172,ConvNetBN,5000,,,,,,5.681775579538528e-13,0.9992262920465015,,-0.8174500077573861,-0.12220894077436206,-0.123278930234954,0.7061428606032858,0.8817566219779833,-0.33619895997410254,-0.3519900880092317,-0.013968766287981561,1.4142135381698608,0.9952565420019778,,-0.8101070186934936,-0.2756839977701647,-0.27874207902168313,0.6881066417812947,0.983104529436181,-0.9959079579886355,-0.999065597546579,-0.05392582205757695,2,843,,8
0.0002968931582394794,jvp,dog-bird,CIFAR10,2048,0.7789775133132935,0.32349032163619995,18.05780792236328,True,1.9794933988942671e-13,5.719696773665092e-13,0.3460836259726823,17.011505126953125,ConvNetBN,5000,,,,,,4.0925822730741857e-08,0.9991668792808255,,-0.7934481451657478,-0.05162735444940294,-0.050666639826641456,0.7703042997769367,0.9211941693926223,-0.3446074051416834,-0.36723618699398647,0.05403480158624751,1.414096474647522,0.990258541435547,,-0.780382024879656,-0.08096431422795897,-0.08627533742729593,0.7503326421013375,0.9573762107660254,-0.9946336549192364,-0.9989277023250565,0.07125551637137667,3,843,,8
0.0037345328121423773,jvp,dog-bird,CIFAR10,2048,0.7389782071113586,0.3569915294647217,21.35626792907715,True,2.884864995001714e-13,7.048773345326237e-14,4.092719191935082,11.856611251831055,ConvNetBN,5000,,,,,,7.091519819368841e-06,0.9988923421277743,,-0.8092917826652904,-0.04824101486647947,-0.04792693140641579,0.7600216290630659,0.9405320735550029,-0.35018516472831246,-0.35417098391352153,0.05081193163669855,1.4138752222061157,0.9857329783017528,,-0.7922527961752104,-0.07851603436818902,-0.09101449429657976,0.7263625553293676,0.9748516646580664,-0.9943866904353312,-0.9990910469555981,0.012675053024954142,4,843,,8
6.93215888628244e-05,jvp,dog-bird,CIFAR10,2048,0.8665878176689148,0.5214719176292419,20.377050399780273,True,2.8169133692301784e-13,3.2679356157333416e-13,0.8619855775824545,33.49859619140625,ConvNetBN,5000,,,,,,2.8297268008474616e-15,0.998512410570808,,-0.7897010563212243,-0.022183457776585796,-0.023019548936817784,0.622628388411572,0.8912015853074903,-0.3464169085410825,-0.3607500990204023,0.12162004609772499,1.4142135381698608,0.9742165268878205,,-0.7750804493310237,-0.09839492334382947,-0.10465551505524409,0.6041814339737577,0.8940500855274606,-0.9935991854716714,-0.9991010189320192,0.10875106004660438,5,843,,8
7.935834251052227e-06,jvp,dog-bird,CIFAR10,2048,0.9126524329185486,0.10329693555831909,12.781088829040527,True,3.2246948167280465e-13,5.82751328738595e-15,55.335692218979894,19.76899528503418,ConvNetBN,5000,,,,,,2.5967745731492187e-09,0.999642719346057,,-0.6832539129872908,-0.08408084076480593,-0.0806345370547245,0.581686096814092,0.9304510545739197,-0.6235618407187485,-0.6498008371803815,0.051598992423485965,1.4140353202819824,0.9992251010485286,,-0.6770086084093371,-0.13279324203141016,-0.13008240961929637,0.5620945817477832,0.9887749371829975,-0.9946204459592687,-0.9985628304784787,0.02030497365818602,6,843,,8
3.006402972099266e-05,jvp,dog-bird,CIFAR10,2048,0.8531782031059265,0.4817047417163849,20.787336349487305,True,1.1968204205459188e-13,4.738554231067029e-14,2.525707973751349,30.78162384033203,ConvNetBN,5000,,,,,,4.282630429756559e-14,0.9990932094896241,,-0.8351431096035387,-0.03473736205132541,-0.0334708518163932,0.7871314387928416,0.8846299987562952,-0.26517289089080415,-0.27457184713411087,0.012828568801169475,1.4142135381698608,0.9776478974054501,,-0.817412893825841,-0.0030371564057327756,-0.01245872128294687,0.777314209820535,0.9151460358058413,-0.9948340784745155,-0.9991406042215828,0.050842162634346995,7,843,,8
0.00010489279204262342,jvp,dog-bird,CIFAR10,2048,0.7382862567901611,0.3351838290691376,19.582408905029297,True,1.3711254354120683e-13,8.212839805223972e-14,1.6694900520766658,20.64557647705078,ConvNetBN,5000,,,,,,1.0807875705509673e-09,0.9991482313078571,,-0.7936454783152076,-0.050165462000710016,-0.04837744555763011,0.7479262752549403,0.9388364109131336,-0.3554533342612758,-0.36184850616586905,0.035505216820042144,1.4141991138458252,0.9901236373962445,,-0.785814129150284,-0.09655131468220707,-0.09851582338772608,0.7278774330904427,0.9809336245408874,-0.9935577864460857,-0.9990258548410341,0.0049955304802254165,8,843,,8
5.893312418608667e-05,jvp,dog-bird,CIFAR10,2048,0.7683849334716797,0.315662682056427,23.028278350830078,True,7.420730696594546e-13,2.9480240574647247e-13,2.5171879713140166,21.9528865814209,ConvNetBN,5000,,,,,,2.9240346255399174e-10,0.9991682192938711,,-0.8212902007102735,-0.03822235974497584,-0.03783671676978625,0.7913370743150142,0.9217224389552356,-0.37346171313540555,-0.3962805340731711,0.0506755628510446,1.4142135381698608,0.9896239882244958,,-0.8028645344189251,-0.12379999764145921,-0.13014075977187714,0.7654737891196942,0.9718019456560777,-0.9948623253386675,-0.9990663641546544,0.008720565690906007,9,843,,8
