dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,8804,0,0,0.8773773773773774
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,8804,1,0,0.8768768768768769
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,8804,2,0,0.8778778778778779
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,8804,3,0,0.8776776776776777
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,8804,4,0,0.8711711711711712
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,8804,5,0,0.8795795795795796
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,9513,0,0,0.8727727727727728
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,9513,1,0,0.8813813813813813
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,9513,2,0,0.8727727727727728
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,9513,3,0,0.8736736736736737
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.01,500,0.0313,0.05,0.5,9513,4,0,0.8762762762762762
