combo,target,brute_f64,claim_f64,abs_residual
ConvNetBN/dog-bird,821,0.033713935477355572,0.0337139354772161,1.395e-13
ConvNetBN/dog-bird,821,4.7325831796710274,4.7325831796710007,2.665e-14
ConvNetBN/dog-bird,821,6.0120198346594346e-07,6.012019962401781e-07,1.277e-14
ConvNetBN/dog-bird,821,0.46214222812084665,0.4621422281210612,2.146e-13
ConvNetBN/dog-bird,821,0.19588640662165852,0.1958864066217389,8.038e-14
ConvNetBN/dog-bird,821,0.0019880752476208194,0.0019880752478606389,2.398e-13
ConvNetBN/dog-bird,821,8.5552682227911327e-09,8.5552646997104764e-09,3.523e-15
ConvNetBN/dog-bird,821,0.025159070591436454,0.02515907059140975,2.670e-14
ConvNetBN/dog-bird,821,2.6174680286696689e-06,2.6174681191464219e-06,9.048e-14
ConvNetBN/dog-bird,821,0.0020789887984112043,0.002078988798482844,7.164e-14
ConvNetBN/dog-bird,821,0.016793925473527635,0.016793925473507772,1.986e-14
ConvNetBN/dog-bird,821,0.18718823799232648,0.18718823799228776,3.872e-14
ConvNetBN/dog-bird,821,1.445570878295249,1.4455708782954484,1.994e-13
ConvNetBN/dog-bird,821,5.5521860774521667e-05,5.5521860533905119e-05,2.406e-13
ConvNetBN/dog-bird,821,0.048334512225340812,0.048334512225445506,1.047e-13
ConvNetBN/dog-bird,821,0.37373925685683262,0.37373925685675746,7.516e-14
ConvNetBN/dog-bird,821,1.0760616314641731,1.0760616314641549,1.821e-14
ConvNetBN/dog-bird,821,4.5573867325999046e-11,4.5653899268557938e-11,8.003e-14
ConvNetBN/dog-bird,821,0.026499365050167915,0.026499365050376728,2.088e-13
ConvNetBN/dog-bird,821,0.019161048568610718,0.019161048568481283,1.294e-13
ConvNetBN/dog-bird,821,4.1127292909166862,4.1127292909167652,7.905e-14
ConvNetBN/dog-bird,821,2.9723212225071451,2.9723212225072073,6.217e-14
ConvNetBN/dog-bird,821,8.2616808503010157e-05,8.2616808478669574e-05,2.434e-14
ConvNetBN/dog-bird,821,0.0012967539385128209,0.0012967539381531375,3.597e-13
ConvNetBN/dog-bird,821,5.5065448705624789,5.5065448705624718,7.105e-15
ConvNetBN/dog-bird,821,4.1983641944128971,4.1983641944126342,2.629e-13
ConvNetBN/dog-bird,821,1.8750880678207804,1.8750880678205539,2.265e-13
ConvNetBN/dog-bird,821,0.024963310720881433,0.024963310720750531,1.309e-13
ConvNetBN/dog-bird,821,3.1267845083709669,3.1267845083707719,1.950e-13
ConvNetBN/dog-bird,821,11.405276086446303,11.405276086446356,5.329e-14
ConvNetBN/dog-bird,821,1.2529572618139701e-05,1.2529572738385787e-05,1.202e-13
ConvNetBN/dog-bird,821,0.0049454504970474211,0.0049454504975083987,4.610e-13
ConvNetBN/dog-bird,821,0.00011755845197518948,0.00011755845184367215,1.315e-13
ConvNetBN/dog-bird,821,0.16889701709157467,0.16889701709131272,2.620e-13
ConvNetBN/dog-bird,821,11.303449916238074,11.303449916237668,4.068e-13
ConvNetBN/dog-bird,821,0.12891382266715418,0.1289138226669744,1.798e-13
ConvNetBN/dog-bird,821,0.0073200945357027956,0.0073200945356131303,8.967e-14
ConvNetBN/dog-bird,821,5.9815770357897673,5.9815770357897176,4.974e-14
ConvNetBN/dog-bird,821,1.9704136930575121e-06,1.9704134366014051e-06,2.565e-13
ConvNetBN/dog-bird,821,1.0729067761450764e-08,1.0728926173064294e-08,1.416e-13
ConvNetBN/dog-bird,821,0.00027912730662872426,0.00027912730666118055,3.246e-14
ConvNetBN/dog-bird,821,0.37358110066326056,0.37358110066335942,9.887e-14
ConvNetBN/dog-bird,821,0.28402841188143868,0.28402841188108885,3.498e-13
ConvNetBN/dog-bird,821,10.730376011503775,10.730376011503761,1.421e-14
ConvNetBN/dog-bird,821,4.1138180019704045,4.1138180019704125,7.994e-15
ConvNetBN/dog-bird,821,0.016486596623793821,0.016486596623816067,2.225e-14
ConvNetBN/dog-bird,821,0.0001458158755235568,0.00014581587571493881,1.914e-13
ConvNetBN/dog-bird,821,1.4013486903098111,1.4013486903096435,1.676e-13
ConvNetBN/dog-bird,821,0.3799983451039407,0.37999834510391434,2.637e-14
ConvNetBN/dog-bird,821,98.702475083238951,98.702475083238909,4.263e-14
ConvNetBN/dog-bird,821,0.079156389985413023,0.079156389985551995,1.390e-13
ConvNetBN/dog-bird,821,195.55378345873365,195.55378345873365,0.000e+00
ConvNetBN/dog-bird,821,2.3911360055489537,2.3911360055490842,1.306e-13
ConvNetBN/dog-bird,821,1.326112294423738,1.326112294423736,1.998e-15
ConvNetBN/dog-bird,821,0.019521321368052846,0.019521321368382638,3.298e-13
ConvNetBN/dog-bird,821,9.0196046757577015,9.0196046757577069,5.329e-15
ConvNetBN/dog-bird,821,2.5905601889481079e-08,2.5905857521546572e-08,2.556e-13
ConvNetBN/dog-bird,821,16.94032013570537,16.940320135705395,2.487e-14
ConvNetBN/dog-bird,821,0.00095170962003620404,0.0009517096201711858,1.350e-13
ConvNetBN/dog-bird,821,0.00015355488598411344,0.00015355488589614822,8.797e-14
ConvNetBN/dog-bird,821,7.5019439144184529e-06,7.5019439589637089e-06,4.455e-14
ConvNetBN/dog-bird,821,3.5519926931784611e-06,3.5519925230640422e-06,1.701e-13
ConvNetBN/dog-bird,821,0.0069246458164607368,0.0069246458164412029,1.953e-14
ConvNetBN/dog-bird,821,4.1171161818442017e-05,4.1171161791758941e-05,2.668e-14
ConvNetBN/dog-bird,821,0.00021077404165729615,0.00021077404139847986,2.588e-13
ConvNetBN/dog-bird,821,0.066908263331307255,0.066908263331303508,3.747e-15
ConvNetBN/dog-bird,821,0.0030816132261629551,0.0030816132260375272,1.254e-13
ConvNetBN/dog-bird,821,2.2500100542369985,2.2500100542368031,1.954e-13
ConvNetBN/dog-bird,821,0.0036807332829697065,0.0036807332829428079,2.690e-14
ConvNetBN/dog-bird,821,0.20279544525305501,0.20279544525319773,1.427e-13
ConvNetBN/dog-bird,821,2.7821421503647814,2.782142150364479,3.024e-13
ConvNetBN/dog-bird,821,0.0095910932316775541,0.0095910932317273909,4.984e-14
ConvNetBN/dog-bird,821,4.0008591045777756e-06,4.0008591476797789e-06,4.310e-14
ConvNetBN/dog-bird,821,0.00011935290775683487,0.00011935290760339475,1.534e-13
ConvNetBN/dog-bird,821,0.035978047131788732,0.035978047131988718,2.000e-13
ConvNetBN/dog-bird,821,0.0015706334200621371,0.0015706334196910906,3.710e-13
ConvNetBN/dog-bird,821,0.84853488108395969,0.84853488108390029,5.940e-14
ConvNetBN/dog-bird,821,9.5040581580652917e-08,9.5040524616318038e-08,5.696e-14
ConvNetBN/dog-bird,821,0.013208154861513353,0.01320815486112876,3.846e-13
ConvNetBN/dog-bird,821,0.0006848309328558737,0.00068483093292598103,7.011e-14
ConvNetBN/dog-bird,821,6.2593061915558845,6.2593061915560302,1.457e-13
ConvNetBN/dog-bird,821,3.0690142232764632,3.0690142232765156,5.240e-14
ConvNetBN/dog-bird,821,1.1593537855101928e-08,1.1593544913333212e-08,7.058e-15
ConvNetBN/dog-bird,821,9.802740033034415e-06,9.802740143033998e-06,1.100e-13
ConvNetBN/dog-bird,821,0.47771669066017858,0.47771669066025535,7.677e-14
ConvNetBN/dog-bird,821,0.0001096351156247763,0.0001096351156336639,8.888e-15
ConvNetBN/dog-bird,821,0.0074101810362261862,0.0074101810362618859,3.570e-14
ConvNetBN/dog-bird,821,0.00099245181041002109,0.0009924518103811425,2.888e-14
ConvNetBN/dog-bird,821,0.02173765334862552,0.021737653349023632,3.981e-13
ConvNetBN/dog-bird,821,1.3299287766218577e-06,1.3299292458383232e-06,4.692e-13
ConvNetBN/dog-bird,821,4.9260296036714815,4.92602960367135,1.315e-13
ConvNetBN/dog-bird,821,2.8325941749170055e-06,2.8325939199801987e-06,2.549e-13
ConvNetBN/dog-bird,821,1.2356758551889391e-09,1.2356618181976166e-09,1.404e-14
ConvNetBN/dog-bird,821,5.3338832125791066e-07,5.3338794044606378e-07,3.808e-13
ConvNetBN/dog-bird,821,1.8307043214810608e-05,1.8307043004555587e-05,2.103e-13
ConvNetBN/dog-bird,821,0.89221852031674032,0.89221852031683324,9.293e-14
ConvNetBN/dog-bird,821,0.0001235953793845808,0.00012359537954652835,1.619e-13
ConvNetBN/dog-bird,821,43.499898502960022,43.499898502959951,7.105e-14
ConvNetBN/dog-bird,821,6.73321176157576e-07,6.7332122963744905e-07,5.348e-14
ConvNetBN/dog-bird,821,1.1184297253648719e-08,1.1184265633616681e-08,3.162e-14
ConvNetBN/dog-bird,821,0.75786855925116503,0.75786855925135077,1.857e-13
ConvNetBN/dog-bird,821,0.23950496741619098,0.2395049674162737,8.271e-14
ConvNetBN/dog-bird,821,0.13414355855437399,0.13414355855440652,3.253e-14
ConvNetBN/dog-bird,821,0.0001302194373578511,0.00013021943738306593,2.521e-14
ConvNetBN/dog-bird,821,1.174546198480057e-06,1.174546259132197e-06,6.065e-14
ConvNetBN/dog-bird,821,0.006445086870447328,0.006445086870254634,1.927e-13
ConvNetBN/dog-bird,821,0.00046402553880011592,0.00046402553863170322,1.684e-13
ConvNetBN/dog-bird,821,4.0004876336584928e-05,4.0004876435577852e-05,9.899e-14
ConvNetBN/dog-bird,821,0.0003555955451275148,0.00035559554505591967,7.160e-14
ConvNetBN/dog-bird,821,0.65014488852819075,0.65014488852827301,8.227e-14
ConvNetBN/dog-bird,821,0.0096512299947602957,0.0096512299945926919,1.676e-13
ConvNetBN/dog-bird,821,0.19517605542307889,0.19517605542321612,1.372e-13
ConvNetBN/dog-bird,821,1.6363449577964753,1.6363449577966698,1.945e-13
ConvNetBN/dog-bird,821,0.29666527650858698,0.2966652765088717,2.847e-13
ConvNetBN/dog-bird,821,0.037006361347222017,0.037006361347396773,1.748e-13
ConvNetBN/dog-bird,821,0.095684782475229782,0.095684782475078153,1.516e-13
ConvNetBN/dog-bird,821,0.085945872158874656,0.085945872159066738,1.921e-13
ConvNetBN/dog-bird,821,0.033722572698360292,0.03372257269829454,6.575e-14
ConvNetBN/dog-bird,821,0.026949465749098102,0.026949465748848211,2.499e-13
ConvNetBN/dog-bird,821,0.029823537547602003,0.029823537547619117,1.711e-14
ConvNetBN/dog-bird,821,0.027100022990624598,0.027100022990554133,7.046e-14
ConvNetBN/dog-bird,821,14.928334674265312,14.928334674265226,8.527e-14
ConvNetBN/dog-bird,821,0.068094752605574543,0.068094752605674547,1.000e-13
ConvNetBN/dog-bird,821,0.0042582013441893156,0.0042582013443979421,2.086e-13
ConvNetBN/dog-bird,821,0.11367954988906276,0.11367954988919227,1.295e-13
ConvNetBN/dog-bird,821,0.012803892609228042,0.012803892609184646,4.340e-14
ConvNetBN/dog-bird,821,1.5335923342450313,1.533592334244954,7.727e-14
ConvNetBN/dog-bird,821,12.937505616534928,12.937505616534834,9.415e-14
ConvNetBN/dog-bird,821,2.6079495710746902e-09,2.6079531793287628e-09,3.608e-15
ConvNetBN/dog-bird,821,0.17607765643800355,0.17607765643799159,1.196e-14
ConvNetBN/dog-bird,821,5.212507558752641,5.2125075587526624,2.132e-14
ConvNetBN/dog-bird,821,0.12229760144629404,0.12229760144637133,7.730e-14
ConvNetBN/dog-bird,821,0.00028700717303248833,0.00028700717309681969,6.433e-14
ConvNetBN/dog-bird,821,3.3483893730259351,3.3483893730260155,8.038e-14
ConvNetBN/dog-bird,821,2.1926515496143381e-05,2.1926515792497932e-05,2.964e-13
ConvNetBN/dog-bird,821,2.8561383691632147,2.8561383691631845,3.020e-14
ConvNetBN/dog-bird,821,0.01009956184528786,0.010099561845145285,1.426e-13
ConvNetBN/dog-bird,821,2.7101716290164175e-08,2.7101805124940226e-08,8.883e-14
ConvNetBN/dog-bird,821,1.3536680888713937,1.3536680888714965,1.028e-13
ConvNetBN/dog-bird,821,0.01491590688559221,0.014915906885514949,7.726e-14
ConvNetBN/dog-bird,821,0.00014039674848763333,0.0001403967484635394,2.409e-14
ConvNetBN/dog-bird,821,0.0043988677985623611,0.0043988677985857877,2.343e-14
ConvNetBN/dog-bird,821,0.011192556483528971,0.011192556483167729,3.612e-13
ConvNetBN/dog-bird,821,1.0605438074167077,1.0605438074167359,2.820e-14
