dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,8804,0,0,0.8645645645645645
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,8804,1,0,0.8661661661661662
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,8804,2,0,0.8707707707707708
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,8804,3,0,0.8704704704704704
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,8804,4,0,0.8673673673673674
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,8804,5,0,0.8714714714714715
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,9513,0,0,0.868068068068068
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,9513,1,0,0.862062062062062
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,9513,2,0,0.8622622622622622
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,9513,3,0,0.8604604604604604
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,9513,4,0,0.8529529529529529
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,9513,5,0,0.8651651651651652
CIFAR10,VGG13BN,FC,ours,frog-airplane,42,5,1.0,0.05,2500,0.0313,0.05,0.5,7,0,0,0.851051051051051
