model,victim_model,attack,base,class_pair,pair_order,seed,budget,num_poisons,epsilon,fc_mode,lambda_margin,base_dist,distance_margin_coef,use_jacobian_score,jacobian_weight,jacobian_batch_size,jacobian_backend,sel_criterion,sel_K,sel_metric_epoch,fus_iters,fus_alpha,fus_search_epochs,fus_proxy_steps,fus_proxy_restarts,num_surrogates,craft_ensemble,restarts,craft_steps,craft_alpha,target_select,num_targets,num_trials,asr_mean,asr_std,cta_post_mean,cta_post_std,cta_baseline_mean,cta_baseline_std,overhead_target_records,selection_overhead_measurements,final_craft_overhead_measurements,selection_wall_seconds_total,selection_wall_seconds_mean_per_target,selection_cuda_peak_allocated_bytes_max,selection_cuda_incremental_peak_allocated_bytes_max,final_craft_wall_seconds_total,final_craft_wall_seconds_mean_per_target,final_craft_cuda_peak_allocated_bytes_max,final_craft_cuda_incremental_peak_allocated_bytes_max,process_max_rss_kb_max,cta_drop_mean
ResNet20BN,ResNet20BN,sapa,ours,dog-bird,poison-target,42,0.002,100,0.0313725,sample,1.0,cosine,,False,1.0,64,,,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,14,4,20,0.6499999999999999,0.16583123951777,0.83762,0.003951151730824821,0.83498,0.004611897657147224,4,4,4,73.02324884999916,18.25581221249979,1299612672.0,498924544.0,2091.1429550909993,522.7857387727498,2479235584.0,1643763200.0,2500120.0,0.0026399999999999757
