target_idx,candidate_idx,candidate_label,mean_M,mean_R_hiTht,mean_A,mean_exact_giTgt,mean_classifier_weight,mean_classifier_bias,mean_residual_dot,mean_feature_cosine,mean_feature_l2_sq,z_M,z_R,z_A,paper_score_beta0,paper_score_beta1,rank_exact_high,rank_paper_beta0_high,rank_paper_beta1_high
843,27,5,7.3501660346984865,103.05787086486816,56.14659805297852,62.08107180832885,5.850664321590012,0.08380887809280466,0.08380887809280466,0.30067421197891236,501.30173110961914,-0.6842154860496521,1.615939736366272,4.9456071853637695,2.3001551628112793,7.245762348175049,31,139,21
843,40,5,8.96076967716217,86.14826774597168,2.499629592895508,2.72344569456327,0.22076647242738545,0.0030496099274415654,0.0030496099274415654,0.2510490767657757,537.6544250488281,-0.35832884907722473,0.5594437122344971,-0.3105834722518921,0.9177725315093994,0.6071890592575073,2135,1135,1620
843,51,5,11.86075563430786,85.16206665039063,1.3612754821777344,1.498620505028548,0.1355458507218184,0.0017991464202600175,0.0017991464202600175,0.23533257246017455,580.1967063903809,0.22844910621643066,0.49782681465148926,-0.4221164584159851,0.2693777084350586,-0.1527387499809265,2656,2149,2569
843,56,5,8.353689241409302,89.82461071014404,6.364585113525391,8.246905780522502,1.8489828682857479,0.03333763719923581,0.03333763719923581,0.2502682447433472,559.531851196289,-0.48116442561149597,0.78913813829422,0.06809484213590622,1.2703025341033936,1.3383973836898804,1113,692,937
843,70,5,10.588253355026245,86.53379440307617,0.9776580810546875,1.0610730452590755,0.08239312716244215,0.0010218423216036116,0.0010218423216036116,0.2578485295176506,519.1267395019531,-0.02902672439813614,0.5835310816764832,-0.4597022831439972,0.6125578284263611,0.1528555452823639,2946,1567,2142
843,81,5,8.517903113365174,68.46701946258545,1.4516159057617188,1.6655057698604652,0.2104412680870155,0.0034486369723708775,0.0034486369723708775,0.22799555212259293,500.8658020019531,-0.44793766736984253,-0.545263946056366,-0.4132651388645172,-0.09732627868652344,-0.5105913877487183,2552,2825,3078
843,83,5,6.9769803285598755,63.19278469085693,8.589602279663087,9.802342284464975,1.1919849655299912,0.020755378966987335,0.020755378966987335,0.19431145787239074,558.9630020141601,-0.7597252130508423,-0.8747931718826294,0.2860962450504303,-0.11506795883178711,0.1710282862186432,959,2856,2125
843,107,5,7.908333325386048,77.36835613250733,3.335987854003906,3.7489071791409514,0.40699213932384737,0.005927215059716673,0.005927215059716673,0.2502120457589626,496.6146865844727,-0.5712769031524658,0.010883149690926075,-0.22863925993442535,0.5821600556373596,0.35352081060409546,1846,1613,1922
843,128,5,7.295803785324097,81.65473022460938,2.7258358001708984,3.230668131893617,0.4970087580868494,0.007823598955467049,0.007823598955467049,0.24979497492313385,511.1685340881348,-0.6952150464057922,0.27869173884391785,-0.2884203791618347,0.9739067554473877,0.685486376285553,1984,1051,1519
843,148,5,10.821560335159301,82.82120208740234,0.3793483734130859,0.4200619523733279,0.04014553226438245,0.0005680431098120728,0.0005680431098120728,0.24325531125068664,539.3864517211914,0.01818019151687622,0.35157179832458496,-0.5183231234550476,0.33339160680770874,-0.18493151664733887,3580,2052,2614
843,156,5,7.320781993865967,83.16459789276124,2.307942199707031,2.714764480321901,0.40144071612448895,0.005381577507182556,0.005381577507182556,0.26348129436373713,486.113215637207,-0.6901609897613525,0.37302684783935547,-0.32936450839042664,1.063187837600708,0.733823299407959,2137,931,1466
843,157,5,4.848411941528321,49.855436611175534,11.42843257188797,12.605926897376776,1.1474087350070477,0.030085662311466876,0.030085662311466876,0.2075178936123848,439.8245536804199,-1.1904159784317017,-1.70809805393219,0.5642374753952026,-0.5176820755004883,0.046555399894714355,760,3503,2289
843,167,5,8.650802516937256,73.7773811340332,7.962257385253906,8.678735330014025,0.702537228048459,0.013940936616381804,0.013940936616381804,0.23609929233789445,502.1769104003906,-0.42104706168174744,-0.21347756683826447,0.22463063895702362,0.20756949484348297,0.4322001338005066,1071,2270,1825
843,173,5,7.811281847953796,77.7321216583252,8.900834655761718,9.530589166923892,0.6156530519001535,0.014101537637498041,0.014101537637498041,0.2547802336513996,482.9005462646484,-0.5909141302108765,0.03361087664961815,0.31659001111984253,0.6245250105857849,0.9411150217056274,1000,1551,1252
843,177,5,6.503938364982605,77.22338104248047,32.70416107177734,35.4835393988993,2.7330401079379953,0.046338340766487816,0.046338340766487816,0.2719754956662655,453.77271270751953,-0.8554396629333496,0.0018252437002956867,2.648778200149536,0.8572649359703064,3.5060431957244873,143,1213,198
843,182,5,13.378774547576905,66.92365245819092,0.18023605346679689,0.1998972092668752,0.019385044013617778,0.00027611377636691697,0.00027611377636691697,0.22724073827266694,491.3685043334961,0.535602331161499,-0.641692042350769,-0.5378316640853882,-1.177294373512268,-1.7151260375976562,3923,4182,4239
843,183,5,8.19688913822174,68.70035324096679,1.2744010925292968,1.399588587298058,0.12307915060955565,0.0021083265683046193,0.0021083265683046193,0.22913850992918014,503.0056465148926,-0.5128910541534424,-0.5306854844093323,-0.4306281805038452,-0.017794430255889893,-0.4484226107597351,2717,2697,2991
843,195,5,8.985353684425354,66.84163188934326,3.6285030364990236,3.9536284173780585,0.31975404317436185,0.0053713344635582414,0.0053713344635582414,0.2060384325683117,543.9213562011719,-0.3533545732498169,-0.646816611289978,-0.19997937977313995,-0.29346203804016113,-0.4934414029121399,1799,3188,3055
843,198,5,8.912438368797302,94.88495826721191,1.3291976928710938,1.4769264514092355,0.14547740260677527,0.0022513666239092345,0.0022513666239092345,0.2889984272420406,477.94854736328125,-0.3681081235408783,1.1053038835525513,-0.4252593517303467,1.473412036895752,1.0481526851654053,2668,519,1160
843,215,5,5.582488989830017,59.494839096069335,7.698831176757812,8.772458581067621,1.053662506211549,0.01996496578794904,0.01996496578794904,0.2139448866248131,483.32500915527345,-1.0418840646743774,-1.105837345123291,0.1988208144903183,-0.06395328044891357,0.13486753404140472,1066,2771,2173
843,217,5,11.100851678848267,74.83825778961182,0.6666328430175781,0.7310897134596056,0.06353092018385749,0.0009259592197717831,0.0009259592197717831,0.2442353367805481,491.8178741455078,0.07469149678945541,-0.1471949964761734,-0.4901757538318634,-0.22188648581504822,-0.7120622396469116,3248,3052,3326
843,239,5,18.47769784927368,90.72355422973632,0.04410858154296875,0.047350007905142835,0.003189062197763467,5.2363529726812294e-05,5.2363529726812294e-05,0.21676858961582185,681.4652297973632,1.5673092603683472,0.8453032970428467,-0.5511690378189087,-0.7220059633255005,-1.2731750011444092,4303,3783,3939
843,260,5,6.004299616813659,63.4301082611084,5.55595817565918,6.129576877690852,0.5636433614941779,0.009975375558951782,0.009975375558951782,0.24754571169614792,436.1132339477539,-0.9565356969833374,-0.8599653840065002,-0.011132325045764446,0.09657031297683716,0.08543799072504044,1376,2490,2245
843,277,5,9.934465885162354,83.84347114562988,0.3690834045410156,0.4326730229455942,0.0629659823360927,0.0006236380041748368,0.0006236380041748368,0.24084250256419182,548.8024963378906,-0.16131290793418884,0.41544219851493835,-0.5193288922309875,0.5767551064491272,0.05742621421813965,3566,1627,2271
843,285,5,8.467287492752074,82.51225929260254,1.2720863342285156,1.409359157505969,0.13531344807797724,0.001959357765827008,0.001959357765827008,0.22382706701755523,593.3097930908203,-0.45817914605140686,0.3322693407535553,-0.4308549761772156,0.7904484868049622,0.3595935106277466,2712,1312,1910
843,297,5,13.8480535030365,87.26973457336426,0.8446670532226562,0.9289641237959975,0.0826307589636196,0.0016663022589644243,0.0016663022589644243,0.2467089958488941,554.4556442260742,0.6305553913116455,0.6295118927955627,-0.47273242473602295,-0.0010434985160827637,-0.4737759232521057,3056,2662,3027
843,305,5,8.87000527381897,92.76866340637207,0.5363948822021485,0.6677050830696316,0.129857516434231,0.0014526831172581467,0.0014526831172581467,0.23598943427205085,620.6936080932617,-0.3766939640045166,0.9730798006057739,-0.5029361248016357,1.3497737646102905,0.8468376398086548,3306,614,1341
843,324,5,20.903321170806883,92.0889347076416,0.0021089553833007813,0.0024138367091781333,0.0003008381001576686,4.043312503815045e-06,4.043312503815045e-06,0.24051590114831925,601.6764144897461,2.05810546875,0.9306109547615051,-0.5552840828895569,-1.1274945735931396,-1.6827785968780518,4732,4149,4222
843,337,5,6.717498016357422,74.30758323669434,17.436289978027343,18.90460246987641,1.4395239274890628,0.028788803801080575,0.028788803801080575,0.2664405733346939,450.119832611084,-0.8122283816337585,-0.18035104870796204,1.1528717279434204,0.6318773031234741,1.7847490310668945,454,1536,655
843,339,5,12.005916500091553,88.44576377868653,0.34292259216308596,0.37542996439341947,0.03203621006415922,0.00047116718293929575,0.00047116718293929575,0.2244468994438648,634.9225250244141,0.2578206956386566,0.7029891014099121,-0.5218920111656189,0.4451684057712555,-0.0767236053943634,3638,1859,2467
843,359,5,6.9806657314300535,105.26655998229981,7.462796020507812,8.336093507369515,0.8631192415319674,0.010178360323999413,0.010178360323999413,0.32321829795837403,456.9614974975586,-0.7589794993400574,1.753936529159546,0.17569470405578613,2.512916088104248,2.688610792160034,1104,95,334
843,374,5,22.942632818222044,78.04034633636475,6.7138671875e-05,8.421647606917613e-05,1.6881096242340625e-05,1.967082985789746e-07,1.967082985789746e-07,0.18888631351292134,689.8817337036132,2.470736265182495,0.05286846309900284,-0.5554841160774231,-2.41786789894104,-2.9733519554138184,4910,4781,4784
843,380,5,8.640875959396363,70.43555068969727,9.449085235595703,10.283415045591346,0.8145746024022174,0.019755029838980677,0.019755029838980677,0.21976153552532196,521.383204650879,-0.4230555593967438,-0.4222719669342041,0.3703061640262604,0.0007835924625396729,0.37108975648880005,920,2660,1898
