dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,5112,0,1,0.8305305305305305
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,5112,1,1,0.8288288288288288
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,5112,2,1,0.8348348348348348
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,5112,3,1,0.8298298298298298
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,5112,4,1,0.8389389389389389
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,5112,5,1,0.8186186186186186
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,2890,0,1,0.8323323323323323
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,2890,1,1,0.838038038038038
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,2890,2,1,0.8378378378378378
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,2890,3,1,0.8321321321321321
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,2890,4,1,0.8313313313313313
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,2890,5,1,0.8371371371371371
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,6206,0,1,0.8376376376376377
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,6206,1,1,0.8324324324324325
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,6206,2,1,0.8341341341341342
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,6206,3,1,0.8364364364364364
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,6206,4,1,0.8356356356356356
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,6206,5,1,0.8356356356356356
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,7795,0,1,0.8386386386386386
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,7795,1,1,0.8324324324324325
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,7795,2,1,0.8355355355355355
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,7795,3,1,0.8324324324324325
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,7795,4,1,0.8390390390390391
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,7795,5,1,0.8416416416416417
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,148,0,1,0.8422422422422422
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,148,1,1,0.8353353353353353
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,148,2,1,0.8392392392392393
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,148,3,1,0.8352352352352352
CIFAR10,ConvNetBN,GRAD,ours,dog-bird,42,5,1.0,0.02,1000,0.0313,0.05,0.5,148,4,1,0.8405405405405405
