dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,0,0,0.8735735735735736
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,1,0,0.8791791791791792
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,2,0,0.8778778778778779
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,3,0,0.8826826826826827
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,4,1,0.8817817817817818
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,8804,5,0,0.8841841841841842
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,0,0,0.8787787787787787
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,1,0,0.8832832832832833
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,2,0,0.8698698698698699
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,3,0,0.8758758758758759
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,4,0,0.881981981981982
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9513,5,0,0.878078078078078
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,0,0,0.8828828828828829
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,1,0,0.8796796796796796
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,2,0,0.8743743743743744
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,3,0,0.8772772772772772
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,4,0,0.8817817817817818
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7,5,0,0.8765765765765766
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,0,0,0.876976976976977
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,1,0,0.8690690690690691
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,2,0,0.8790790790790791
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,3,0,0.8754754754754754
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,4,0,0.881981981981982
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,7117,5,0,0.8708708708708709
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,0,0,0.8796796796796796
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,1,0,0.8733733733733734
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,2,0,0.8737737737737737
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,3,0,0.8717717717717718
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,4,0,0.8821821821821821
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,476,5,0,0.8754754754754754
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,0,0,0.8801801801801802
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,1,0,0.8773773773773774
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.005,250,0.0313,0.05,0.5,9705,2,0,0.8727727727727728
