dataset,class_pair,target_id,surrogate_id,n_candidates,spearman_neg_margin_residual_dot,margin_source,cache_shard
CIFAR10,frog-airplane,3336,46,5000,0.9990118312564734,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3336/panel_b_surrogate_046.npz
CIFAR10,frog-airplane,3336,47,5000,0.9986335226973411,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3336/panel_b_surrogate_047.npz
CIFAR10,frog-airplane,3336,48,5000,0.9988352808174115,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3336/panel_b_surrogate_048.npz
CIFAR10,frog-airplane,3336,49,5000,0.998983069655323,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3336/panel_b_surrogate_049.npz
CIFAR10,frog-airplane,3825,0,5000,0.9990271003690606,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_000.npz
CIFAR10,frog-airplane,3825,1,5000,0.9989835053993404,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_001.npz
CIFAR10,frog-airplane,3825,2,5000,0.9988382249214456,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_002.npz
CIFAR10,frog-airplane,3825,3,5000,0.9987742041509388,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_003.npz
CIFAR10,frog-airplane,3825,4,5000,0.9989279566291185,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_004.npz
CIFAR10,frog-airplane,3825,5,5000,0.9989913548396544,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_005.npz
CIFAR10,frog-airplane,3825,6,5000,0.998194693143788,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_006.npz
CIFAR10,frog-airplane,3825,7,5000,0.9990264562090349,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_007.npz
CIFAR10,frog-airplane,3825,8,5000,0.9990530754501232,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_008.npz
CIFAR10,frog-airplane,3825,9,5000,0.9991430081577205,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_009.npz
CIFAR10,frog-airplane,3825,10,5000,0.9990306258492252,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_010.npz
CIFAR10,frog-airplane,3825,11,5000,0.9987279729490884,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_011.npz
CIFAR10,frog-airplane,3825,12,5000,0.9990035878321437,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_012.npz
CIFAR10,frog-airplane,3825,13,5000,0.9989079071243164,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_013.npz
CIFAR10,frog-airplane,3825,14,5000,0.9987934021837072,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_014.npz
CIFAR10,frog-airplane,3825,15,5000,0.9988777385471097,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_015.npz
CIFAR10,frog-airplane,3825,16,5000,0.9988914585076317,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_016.npz
CIFAR10,frog-airplane,3825,17,5000,0.999009969720399,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_017.npz
CIFAR10,frog-airplane,3825,18,5000,0.9988324147372968,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_018.npz
CIFAR10,frog-airplane,3825,19,5000,0.9989978552879144,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_019.npz
CIFAR10,frog-airplane,3825,20,5000,0.9990365283134613,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_020.npz
CIFAR10,frog-airplane,3825,21,5000,0.998806620976265,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_021.npz
CIFAR10,frog-airplane,3825,22,5000,0.9989564062302564,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_022.npz
CIFAR10,frog-airplane,3825,23,5000,0.9988936917077211,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_023.npz
CIFAR10,frog-airplane,3825,24,5000,0.9990103062004124,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_024.npz
CIFAR10,frog-airplane,3825,25,5000,0.9988607719144036,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_025.npz
CIFAR10,frog-airplane,3825,26,5000,0.9990635852425436,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_026.npz
CIFAR10,frog-airplane,3825,27,5000,0.998900119316005,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_027.npz
CIFAR10,frog-airplane,3825,28,5000,0.9989875101354518,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_028.npz
CIFAR10,frog-airplane,3825,29,5000,0.9990121501684862,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_029.npz
CIFAR10,frog-airplane,3825,30,5000,0.996271160674757,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_030.npz
CIFAR10,frog-airplane,3825,31,5000,0.9988728935228617,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_031.npz
CIFAR10,frog-airplane,3825,32,5000,0.9989601660704068,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_032.npz
CIFAR10,frog-airplane,3825,33,5000,0.9989587809823013,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_033.npz
CIFAR10,frog-airplane,3825,34,5000,0.9990209794568157,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_034.npz
CIFAR10,frog-airplane,3825,35,5000,0.998955769942231,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_035.npz
CIFAR10,frog-airplane,3825,36,5000,0.9990939223236919,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_036.npz
CIFAR10,frog-airplane,3825,37,5000,0.9989394576935529,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_037.npz
CIFAR10,frog-airplane,3825,38,5000,0.9989706571668016,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_038.npz
CIFAR10,frog-airplane,3825,39,5000,0.9990189809527594,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_039.npz
CIFAR10,frog-airplane,3825,40,5000,0.9991416798296466,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_040.npz
CIFAR10,frog-airplane,3825,41,5000,0.9989620158224557,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_041.npz
CIFAR10,frog-airplane,3825,42,5000,0.9990831578193266,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_042.npz
CIFAR10,frog-airplane,3825,43,5000,0.9989558342622336,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_043.npz
CIFAR10,frog-airplane,3825,44,5000,0.9990379152974935,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_044.npz
CIFAR10,frog-airplane,3825,45,5000,0.9988986647239467,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_045.npz
CIFAR10,frog-airplane,3825,46,5000,0.9990114763444592,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_046.npz
CIFAR10,frog-airplane,3825,47,5000,0.9986253845850156,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_047.npz
CIFAR10,frog-airplane,3825,48,5000,0.9989301836372075,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_048.npz
CIFAR10,frog-airplane,3825,49,5000,0.9989829677033188,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_3825/panel_b_surrogate_049.npz
CIFAR10,frog-airplane,496,0,5000,0.9990271044970608,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_000.npz
CIFAR10,frog-airplane,496,1,5000,0.9989834638313387,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_001.npz
CIFAR10,frog-airplane,496,2,5000,0.9988380195294373,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_002.npz
CIFAR10,frog-airplane,496,3,5000,0.9987742323749399,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_003.npz
CIFAR10,frog-airplane,496,4,5000,0.9989218997008762,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_004.npz
CIFAR10,frog-airplane,496,5,5000,0.9989914061036564,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_005.npz
CIFAR10,frog-airplane,496,6,5000,0.9981946091437846,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_006.npz
CIFAR10,frog-airplane,496,7,5000,0.9990265705450394,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_007.npz
CIFAR10,frog-airplane,496,8,5000,0.999053047610122,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_008.npz
CIFAR10,frog-airplane,496,9,5000,0.9991430081577205,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_009.npz
CIFAR10,frog-airplane,496,10,5000,0.9990298159931928,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_010.npz
CIFAR10,frog-airplane,496,11,5000,0.9987218709968442,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_011.npz
CIFAR10,frog-airplane,496,12,5000,0.9990036000241442,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_012.npz
CIFAR10,frog-airplane,496,13,5000,0.9989201974288081,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_013.npz
CIFAR10,frog-airplane,496,14,5000,0.9987933936397068,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_014.npz
CIFAR10,frog-airplane,496,15,5000,0.9988772118910887,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_015.npz
CIFAR10,frog-airplane,496,16,5000,0.9988914052276296,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_016.npz
CIFAR10,frog-airplane,496,17,5000,0.9990059691122389,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_017.npz
CIFAR10,frog-airplane,496,18,5000,0.9988324082092965,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_018.npz
CIFAR10,frog-airplane,496,19,5000,0.9989970480238821,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_019.npz
CIFAR10,frog-airplane,496,20,5000,0.9990364746494592,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_020.npz
CIFAR10,frog-airplane,496,21,5000,0.998806620976265,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_021.npz
CIFAR10,frog-airplane,496,22,5000,0.9989564062302564,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_022.npz
CIFAR10,frog-airplane,496,23,5000,0.9988937276117226,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_023.npz
CIFAR10,frog-airplane,496,24,5000,0.9990195639607827,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_024.npz
CIFAR10,frog-airplane,496,25,5000,0.998849615321957,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_025.npz
CIFAR10,frog-airplane,496,26,5000,0.999063645530546,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_026.npz
CIFAR10,frog-airplane,496,27,5000,0.9989000645960028,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_027.npz
CIFAR10,frog-airplane,496,28,5000,0.9989875101354518,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_028.npz
CIFAR10,frog-airplane,496,29,5000,0.9990124572724984,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_029.npz
CIFAR10,frog-airplane,496,30,5000,0.9962738400348642,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_030.npz
CIFAR10,frog-airplane,496,31,5000,0.998872803762858,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_031.npz
CIFAR10,frog-airplane,496,32,5000,0.9989601959264081,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_032.npz
CIFAR10,frog-airplane,496,33,5000,0.9989593058143222,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_033.npz
CIFAR10,frog-airplane,496,34,5000,0.9990209794568157,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_034.npz
CIFAR10,frog-airplane,496,35,5000,0.998955769942231,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_035.npz
CIFAR10,frog-airplane,496,36,5000,0.9990938843076903,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_036.npz
CIFAR10,frog-airplane,496,37,5000,0.9989394576935529,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_037.npz
CIFAR10,frog-airplane,496,38,5000,0.998970643150801,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_038.npz
CIFAR10,frog-airplane,496,39,5000,0.9990189067447565,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_039.npz
CIFAR10,frog-airplane,496,40,5000,0.9991416189656441,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_040.npz
CIFAR10,frog-airplane,496,41,5000,0.9989641762545421,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_041.npz
CIFAR10,frog-airplane,496,42,5000,0.9990831598353266,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_042.npz
CIFAR10,frog-airplane,496,43,5000,0.9989557023582283,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_043.npz
CIFAR10,frog-airplane,496,44,5000,0.9990379152974935,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_044.npz
CIFAR10,frog-airplane,496,45,5000,0.9988985660359428,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_045.npz
CIFAR10,frog-airplane,496,46,5000,0.9990152038326083,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_046.npz
CIFAR10,frog-airplane,496,47,5000,0.9986252235930091,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_047.npz
CIFAR10,frog-airplane,496,48,5000,0.9989302358612097,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_048.npz
CIFAR10,frog-airplane,496,49,5000,0.9989832567593304,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_496/panel_b_surrogate_049.npz
CIFAR10,frog-airplane,6437,0,5000,0.9990285929291204,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_000.npz
CIFAR10,frog-airplane,6437,1,5000,0.9983559091182366,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_001.npz
CIFAR10,frog-airplane,6437,2,5000,0.9988390907454803,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_002.npz
CIFAR10,frog-airplane,6437,3,5000,0.9987743546789448,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_003.npz
CIFAR10,frog-airplane,6437,4,5000,0.9989224311568974,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_004.npz
CIFAR10,frog-airplane,6437,5,5000,0.9988504044660164,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_005.npz
CIFAR10,frog-airplane,6437,6,5000,0.9982033983281361,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_006.npz
CIFAR10,frog-airplane,6437,7,5000,0.9983019873320388,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_007.npz
CIFAR10,frog-airplane,6437,8,5000,0.9983195679327829,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_008.npz
CIFAR10,frog-airplane,6437,9,5000,0.9991430222697211,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_009.npz
CIFAR10,frog-airplane,6437,10,5000,0.9990300146172008,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_010.npz
CIFAR10,frog-airplane,6437,11,5000,0.997984482727331,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_011.npz
CIFAR10,frog-airplane,6437,12,5000,0.9990037165681488,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_012.npz
CIFAR10,frog-airplane,6437,13,5000,0.998631870249275,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_013.npz
CIFAR10,frog-airplane,6437,14,5000,0.9987945656077537,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_014.npz
CIFAR10,frog-airplane,6437,15,5000,0.9988773167230929,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_015.npz
CIFAR10,frog-airplane,6437,16,5000,0.9988040721521342,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_016.npz
CIFAR10,frog-airplane,6437,17,5000,0.99900599416824,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_017.npz
CIFAR10,frog-airplane,6437,18,5000,0.9981121754764872,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_018.npz
CIFAR10,frog-airplane,6437,19,5000,0.9984082885443317,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_019.npz
CIFAR10,frog-airplane,6437,20,5000,0.9984455933778239,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_020.npz
CIFAR10,frog-airplane,6437,21,5000,0.9985162497646501,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_021.npz
CIFAR10,frog-airplane,6437,22,5000,0.9989649294945974,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_022.npz
CIFAR10,frog-airplane,6437,23,5000,0.9988944446357513,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_023.npz
CIFAR10,frog-airplane,6437,24,5000,0.9990118825204755,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_024.npz
CIFAR10,frog-airplane,6437,25,5000,0.9988570528742546,direct,/scratch/mmoslem3/attack_if/results/margin_residual_chain_candidates/CIFAR10/ConvNetBN/frog-airplane/target_6437/panel_b_surrogate_025.npz
