dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_id,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,GRAD,ours,dog-bird,42,2,1.0,0.01,500,0.0313,7149,0,1,0.8466846684668466
