model,attack,pair,budget,eps,seed,tags,target_idx,n_victims,sel_a,asr_a,sel_b,asr_b,gain
ConvNetBN,sapa,dog-bird,0.01,8,42,worst0.05_ce5_tgt70,8954,6,random,0.0,dpp2,83.33333333333333,83.33333333333333
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,1257,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,1547,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,4427,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,5859,6,random,100.0,dpp2,100.0,0.0
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,8055,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,821,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,8252,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,843,6,random,50.0,dpp2,83.33333333333333,33.33333333333333
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,8730,6,random,33.333333333333336,dpp2,83.33333333333333,49.99999999999999
ConvNetBN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt70,8954,6,random,0.0,dpp2,100.0,100.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,1257,6,random,100.0,dpp2,100.0,0.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,1547,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,4427,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,5859,6,random,100.0,dpp2,100.0,0.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,8055,6,random,100.0,dpp2,100.0,0.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,821,6,random,100.0,dpp2,100.0,0.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,8252,6,random,100.0,dpp2,100.0,0.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,843,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,8730,6,random,50.0,dpp2,100.0,50.0
ConvNetBN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt70,8954,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ConvNetBN,sapa,dog-cat,0.005,8,42,worst0.05_ce5,2034,5,random,20.0,dpp2,60.0,40.0
ConvNetBN,sapa,dog-cat,0.005,8,42,worst0.05_ce5,4375,5,random,0.0,dpp2,100.0,100.0
ConvNetBN,sapa,dog-cat,0.005,8,42,worst0.05_ce5,5493,5,random,40.0,dpp2,80.0,40.0
ConvNetBN,sapa,dog-cat,0.005,8,42,worst0.05_ce5,5530,5,random,40.0,dpp2,80.0,40.0
ConvNetBN,sapa,dog-cat,0.005,8,42,worst0.05_ce5,607,5,random,80.0,dpp2,80.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,1796,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,2087,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,2548,6,random,0.0,dpp2,50.0,50.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,2603,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,3336,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,3825,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,496,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,6437,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,8941,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt35,9820,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,1796,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,2087,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,2548,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,2603,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,3336,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,3825,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,496,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,6437,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,8941,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt35,9820,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,1796,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,2087,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,2548,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,2603,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,3336,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,3825,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,496,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,6437,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,8941,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt35,9820,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,1796,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,2087,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,2548,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,2603,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,3336,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,3825,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,496,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,6437,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,8941,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt35,9820,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,1796,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,2087,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,2548,6,random,50.0,dpp2,83.33333333333333,33.33333333333333
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,2603,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,3336,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,3825,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,496,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,6437,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,8941,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ConvNetBN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt35,9820,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,1796,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,2087,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,2548,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,2603,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,3336,6,random,33.333333333333336,dpp2,83.33333333333333,49.99999999999999
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,3825,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,496,6,random,50.0,dpp2,66.66666666666667,16.66666666666667
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,6437,6,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,8941,6,random,16.666666666666668,dpp2,83.33333333333333,66.66666666666666
ConvNetBN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt35,9820,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
ConvNetBN,sapa,frog-ship,0.005,8,42,worst0.05_ce5,132,5,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-ship,0.005,8,42,worst0.05_ce5,1347,5,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-ship,0.005,8,42,worst0.05_ce5,3695,5,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-ship,0.005,8,42,worst0.05_ce5,73,5,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,frog-ship,0.005,8,42,worst0.05_ce5,7485,5,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,horse-deer,0.005,8,42,worst0.05_ce5,1341,5,random,20.0,dpp2,100.0,80.0
ConvNetBN,sapa,horse-deer,0.005,8,42,worst0.05_ce5,2180,5,random,0.0,dpp2,20.0,20.0
ConvNetBN,sapa,horse-deer,0.005,8,42,worst0.05_ce5,2353,5,random,0.0,dpp2,100.0,100.0
ConvNetBN,sapa,horse-deer,0.005,8,42,worst0.05_ce5,5296,5,random,0.0,dpp2,100.0,100.0
ConvNetBN,sapa,horse-deer,0.005,8,42,worst0.05_ce5,5414,5,random,0.0,dpp2,40.0,40.0
ConvNetBN,sapa,truck-automobile,0.005,8,42,worst0.05_ce5,1396,5,random,40.0,dpp2,80.0,40.0
ConvNetBN,sapa,truck-automobile,0.005,8,42,worst0.05_ce5,2477,5,random,20.0,dpp2,60.0,40.0
ConvNetBN,sapa,truck-automobile,0.005,8,42,worst0.05_ce5,261,5,random,0.0,dpp2,100.0,100.0
ConvNetBN,sapa,truck-automobile,0.005,8,42,worst0.05_ce5,726,5,random,0.0,dpp2,0.0,0.0
ConvNetBN,sapa,truck-automobile,0.005,8,42,worst0.05_ce5,8215,5,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,2242,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,2312,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,2315,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,2903,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,3495,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,4421,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,6353,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,6697,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,6768,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,dog-bird,0.001,8,42,ce5_tgt10,6899,6,random,50.0,dpp2,16.666666666666668,-33.33333333333333
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,2242,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,2312,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,2315,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,2903,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,3495,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,4421,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,6353,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,6697,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,6768,6,random,33.333333333333336,dpp2,66.66666666666667,33.333333333333336
ResNet20BN,fc,dog-bird,0.002,8,42,ce5_tgt10,6899,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,2242,6,random,66.66666666666667,dpp2,33.333333333333336,-33.333333333333336
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,2312,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,2315,6,random,33.333333333333336,dpp2,16.666666666666668,-16.666666666666668
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,2903,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,3495,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,4421,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,6353,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,6697,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,6768,6,random,16.666666666666668,dpp2,83.33333333333333,66.66666666666666
ResNet20BN,fc,dog-bird,0.005,8,42,ce5_tgt10,6899,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ResNet20BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt10,2242,4,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt10,2312,4,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt10,2315,4,random,25.0,dpp2,0.0,-25.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt10,2903,4,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt10,3495,4,random,50.0,dpp2,50.0,0.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchVGG13BN_ce5_tgt10,2242,4,random,25.0,dpp2,100.0,75.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchVGG13BN_ce5_tgt10,2312,4,random,25.0,dpp2,0.0,-25.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchVGG13BN_ce5_tgt10,2315,4,random,25.0,dpp2,50.0,25.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchVGG13BN_ce5_tgt10,2903,4,random,25.0,dpp2,0.0,-25.0
ResNet20BN,fc,dog-bird,0.005,8,42,selarchVGG13BN_ce5_tgt10,3495,4,random,75.0,dpp2,75.0,0.0
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,2242,6,random,83.33333333333333,dpp2,50.0,-33.33333333333333
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,2312,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,2315,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,2903,6,random,33.333333333333336,dpp2,16.666666666666668,-16.666666666666668
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,3495,6,random,66.66666666666667,dpp2,66.66666666666667,0.0
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,4421,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,6353,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,6697,6,random,50.0,dpp2,83.33333333333333,33.33333333333333
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,6768,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,fc,dog-bird,0.01,8,42,ce5_tgt10,6899,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,2242,6,random,83.33333333333333,dpp2,33.333333333333336,-49.99999999999999
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,2312,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,2315,6,random,33.333333333333336,dpp2,0.0,-33.333333333333336
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,2903,6,random,50.0,dpp2,16.666666666666668,-33.33333333333333
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,3495,6,random,66.66666666666667,dpp2,83.33333333333333,16.666666666666657
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,4421,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,6353,6,random,50.0,dpp2,0.0,-50.0
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,6697,6,random,83.33333333333333,dpp2,33.333333333333336,-49.99999999999999
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,6768,6,random,83.33333333333333,dpp2,83.33333333333333,0.0
ResNet20BN,fc,dog-bird,0.02,8,42,ce5_tgt10,6899,6,random,66.66666666666667,dpp2,83.33333333333333,16.666666666666657
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,2242,6,random,83.33333333333333,dpp2,0.0,-83.33333333333333
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,2312,6,random,50.0,dpp2,50.0,0.0
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,2315,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,2903,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,3495,6,random,66.66666666666667,dpp2,33.333333333333336,-33.333333333333336
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,4421,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,6353,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,6697,6,random,50.0,dpp2,33.333333333333336,-16.666666666666664
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,6768,6,random,100.0,dpp2,50.0,-50.0
ResNet20BN,fc,dog-bird,0.04,8,42,ce5_tgt10,6899,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,2535,6,random,33.333333333333336,dpp2,16.666666666666668,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,2672,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,313,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,3342,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,4118,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,4490,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,5462,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,6481,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,8476,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,fc,frog-airplane,0.001,8,42,ce5_tgt2,9273,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,2535,6,random,33.333333333333336,dpp2,16.666666666666668,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,2672,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,313,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,3342,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,4118,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,4490,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,5462,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,6481,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,8476,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,frog-airplane,0.002,8,42,ce5_tgt2,9273,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,2535,6,random,33.333333333333336,dpp2,50.0,16.666666666666664
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,2672,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,313,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,3342,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,4118,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,4490,6,random,50.0,dpp2,66.66666666666667,16.66666666666667
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,5462,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,6481,6,random,33.333333333333336,dpp2,50.0,16.666666666666664
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,8476,6,random,33.333333333333336,dpp2,16.666666666666668,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.005,8,42,ce5_tgt2,9273,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,2535,6,random,16.666666666666668,dpp2,66.66666666666667,50.0
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,2672,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,313,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,3342,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,4118,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,4490,6,random,16.666666666666668,dpp2,100.0,83.33333333333333
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,5462,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,fc,frog-airplane,0.01,8,42,ce5_tgt2,6481,6,random,33.333333333333336,dpp2,50.0,16.666666666666664
