model,attack,pair,budget,eps,seed,tags,target_idx,n_victims,sel_a,asr_a,sel_b,asr_b,gain
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,5324,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,6707,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,7056,6,random,66.66666666666667,dpp2,66.66666666666667,0.0
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,833,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,8740,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,9059,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.02,8,42,worst0.05_ce5_tgt14,9874,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,2065,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,4630,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,5118,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,5324,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,6707,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,7056,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,833,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,8740,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,9059,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,dog-bird,0.04,8,42,worst0.05_ce5_tgt14,9874,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,2041,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,255,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,2570,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,3117,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,3207,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,338,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,4639,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,8563,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,912,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.001,8,42,worst0.05_ce5_tgt10,9235,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,2041,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,255,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,2570,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,3117,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,3207,6,random,0.0,dpp2,0.0,0.0
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,338,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,4639,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,8563,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,912,6,random,33.333333333333336,dpp2,16.666666666666668,-16.666666666666668
ResNet20BN,sapa,frog-airplane,0.002,8,42,worst0.05_ce5_tgt10,9235,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,2041,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,255,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,2570,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,3117,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,3207,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,338,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,4639,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,8563,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,912,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
ResNet20BN,sapa,frog-airplane,0.005,8,42,worst0.05_ce5_tgt10,9235,6,random,0.0,dpp2,100.0,100.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,2041,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,255,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,2570,6,random,16.666666666666668,dpp2,83.33333333333333,66.66666666666666
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,3117,6,random,33.333333333333336,dpp2,33.333333333333336,0.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,3207,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,338,6,random,0.0,dpp2,50.0,50.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,4639,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,8563,6,random,0.0,dpp2,100.0,100.0
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,912,6,random,33.333333333333336,dpp2,66.66666666666667,33.333333333333336
ResNet20BN,sapa,frog-airplane,0.01,8,42,worst0.05_ce5_tgt10,9235,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,2041,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,255,6,random,33.333333333333336,dpp2,83.33333333333333,49.99999999999999
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,2570,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,3117,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,3207,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,338,6,random,0.0,dpp2,100.0,100.0
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,4639,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,8563,6,random,16.666666666666668,dpp2,83.33333333333333,66.66666666666666
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,912,6,random,33.333333333333336,dpp2,83.33333333333333,49.99999999999999
ResNet20BN,sapa,frog-airplane,0.02,8,42,worst0.05_ce5_tgt10,9235,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,2041,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,255,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,2570,6,random,83.33333333333333,dpp2,83.33333333333333,0.0
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,3117,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,3207,6,random,50.0,dpp2,100.0,50.0
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,338,6,random,83.33333333333333,dpp2,83.33333333333333,0.0
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,4639,6,random,100.0,dpp2,100.0,0.0
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,8563,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,912,6,random,83.33333333333333,dpp2,100.0,16.66666666666667
ResNet20BN,sapa,frog-airplane,0.04,8,42,worst0.05_ce5_tgt10,9235,6,random,100.0,dpp2,100.0,0.0
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,2127,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,2171,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,2597,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,3728,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,4462,6,random,33.333333333333336,dpp2,50.0,16.666666666666664
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,5640,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,6922,6,random,66.66666666666667,dpp2,83.33333333333333,16.666666666666657
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,7360,6,random,33.333333333333336,dpp2,66.66666666666667,33.333333333333336
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,7586,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
VGG13BN,fc,dog-bird,0.001,8,42,ce5_tgt3,7855,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,2127,6,random,50.0,dpp2,66.66666666666667,16.66666666666667
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,2171,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,2597,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,3728,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,4462,6,random,66.66666666666667,dpp2,66.66666666666667,0.0
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,5640,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,6922,6,random,100.0,dpp2,83.33333333333333,-16.66666666666667
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,7360,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,7586,6,random,66.66666666666667,dpp2,16.666666666666668,-50.0
VGG13BN,fc,dog-bird,0.002,8,42,ce5_tgt3,7855,6,random,66.66666666666667,dpp2,66.66666666666667,0.0
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,2127,6,random,50.0,dpp2,33.333333333333336,-16.666666666666664
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,2171,6,random,66.66666666666667,dpp2,66.66666666666667,0.0
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,2597,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,3728,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,4462,6,random,33.333333333333336,dpp2,100.0,66.66666666666666
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,5640,6,random,50.0,dpp2,16.666666666666668,-33.33333333333333
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,6922,6,random,83.33333333333333,dpp2,66.66666666666667,-16.666666666666657
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,7360,6,random,50.0,dpp2,83.33333333333333,33.33333333333333
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,7586,6,random,33.333333333333336,dpp2,33.333333333333336,0.0
VGG13BN,fc,dog-bird,0.005,8,42,ce5_tgt3,7855,6,random,66.66666666666667,dpp2,83.33333333333333,16.666666666666657
VGG13BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt3,2127,4,random,25.0,dpp2,75.0,50.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt3,2171,4,random,75.0,dpp2,75.0,0.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt3,2597,4,random,0.0,dpp2,50.0,50.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt3,3728,4,random,50.0,dpp2,100.0,50.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchConvNetBN_ce5_tgt3,4462,4,random,50.0,dpp2,100.0,50.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchResNet20BN_ce5_tgt3,2127,4,random,25.0,dpp2,50.0,25.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchResNet20BN_ce5_tgt3,2171,4,random,25.0,dpp2,75.0,50.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchResNet20BN_ce5_tgt3,2597,4,random,100.0,dpp2,0.0,-100.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchResNet20BN_ce5_tgt3,3728,4,random,50.0,dpp2,75.0,25.0
VGG13BN,fc,dog-bird,0.005,8,42,selarchResNet20BN_ce5_tgt3,4462,4,random,50.0,dpp2,75.0,25.0
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,2127,6,random,33.333333333333336,dpp2,83.33333333333333,49.99999999999999
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,2171,6,random,83.33333333333333,dpp2,50.0,-33.33333333333333
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,2597,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,3728,6,random,33.333333333333336,dpp2,83.33333333333333,49.99999999999999
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,4462,6,random,66.66666666666667,dpp2,66.66666666666667,0.0
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,5640,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,6922,6,random,50.0,dpp2,100.0,50.0
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,7360,6,random,33.333333333333336,dpp2,66.66666666666667,33.333333333333336
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,7586,6,random,50.0,dpp2,66.66666666666667,16.66666666666667
VGG13BN,fc,dog-bird,0.01,8,42,ce5_tgt3,7855,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,2127,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,2171,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,2597,6,random,33.333333333333336,dpp2,0.0,-33.333333333333336
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,3728,6,random,100.0,dpp2,50.0,-50.0
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,4462,6,random,83.33333333333333,dpp2,33.333333333333336,-49.99999999999999
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,5640,6,random,50.0,dpp2,16.666666666666668,-33.33333333333333
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,6922,6,random,100.0,dpp2,100.0,0.0
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,7360,6,random,83.33333333333333,dpp2,50.0,-33.33333333333333
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,7586,6,random,50.0,dpp2,50.0,0.0
VGG13BN,fc,dog-bird,0.02,8,42,ce5_tgt3,7855,6,random,100.0,dpp2,100.0,0.0
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,2127,6,random,83.33333333333333,dpp2,16.666666666666668,-66.66666666666666
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,2171,6,random,66.66666666666667,dpp2,0.0,-66.66666666666667
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,2597,6,random,50.0,dpp2,0.0,-50.0
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,3728,6,random,83.33333333333333,dpp2,83.33333333333333,0.0
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,4462,6,random,83.33333333333333,dpp2,50.0,-33.33333333333333
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,5640,6,random,50.0,dpp2,0.0,-50.0
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,6922,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,7360,6,random,100.0,dpp2,83.33333333333333,-16.66666666666667
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,7586,6,random,66.66666666666667,dpp2,33.333333333333336,-33.333333333333336
VGG13BN,fc,dog-bird,0.04,8,42,ce5_tgt3,7855,6,random,100.0,dpp2,83.33333333333333,-16.66666666666667
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,1165,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,1739,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,3278,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,338,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,416,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,4287,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,4313,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,6491,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,912,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.001,8,42,ce5_tgt3,9957,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,1165,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,1739,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,3278,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,338,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,416,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,4287,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,4313,6,random,16.666666666666668,dpp2,33.333333333333336,16.666666666666668
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,6491,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,912,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.002,8,42,ce5_tgt3,9957,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,1165,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,1739,6,random,0.0,dpp2,83.33333333333333,83.33333333333333
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,3278,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,338,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,416,6,random,0.0,dpp2,50.0,50.0
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,4287,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,4313,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,6491,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,912,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,frog-airplane,0.005,8,42,ce5_tgt3,9957,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,1165,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,1739,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,3278,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,338,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,416,6,random,16.666666666666668,dpp2,66.66666666666667,50.0
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,4287,6,random,50.0,dpp2,66.66666666666667,16.66666666666667
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,4313,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,6491,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,912,6,random,16.666666666666668,dpp2,50.0,33.33333333333333
VGG13BN,fc,frog-airplane,0.01,8,42,ce5_tgt3,9957,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,1165,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,1739,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,3278,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,338,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,416,6,random,16.666666666666668,dpp2,0.0,-16.666666666666668
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,4287,6,random,66.66666666666667,dpp2,100.0,33.33333333333333
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,4313,6,random,16.666666666666668,dpp2,16.666666666666668,0.0
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,6491,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,912,6,random,0.0,dpp2,33.333333333333336,33.333333333333336
VGG13BN,fc,frog-airplane,0.02,8,42,ce5_tgt3,9957,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,1165,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,1739,6,random,50.0,dpp2,83.33333333333333,33.33333333333333
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,3278,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,338,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,416,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,4287,6,random,66.66666666666667,dpp2,83.33333333333333,16.666666666666657
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,4313,6,random,0.0,dpp2,16.666666666666668,16.666666666666668
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,6491,6,random,0.0,dpp2,0.0,0.0
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,912,6,random,50.0,dpp2,0.0,-50.0
VGG13BN,fc,frog-airplane,0.04,8,42,ce5_tgt3,9957,6,random,0.0,dpp2,0.0,0.0
VGG13BN,gradmatch,dog-bird,0.001,8,42,ce5_tgt50,1656,6,random,0.0,dpp2,66.66666666666667,66.66666666666667
VGG13BN,gradmatch,dog-bird,0.001,8,42,ce5_tgt50,2270,6,random,16.666666666666668,dpp2,100.0,83.33333333333333
VGG13BN,gradmatch,dog-bird,0.001,8,42,ce5_tgt50,409,6,random,33.333333333333336,dpp2,50.0,16.666666666666664
VGG13BN,gradmatch,dog-bird,0.001,8,42,ce5_tgt50,5022,6,random,0.0,dpp2,0.0,0.0
