model,attack,pair,budget,tags,target_idx,n_victims,asr_a,asr_b,gain,target_score,clean_asr,craft_obj_a,craft_obj_b,cta_a,cta_b
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,1776,4,0.0,0.0,0.0,1.1321375268380507e-06,0.0,0.11920952796936035,0.09624936431646347,0.811,0.8176
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,2091,4,0.0,0.0,0.0,4.126686548033831e-08,0.0,0.12894713878631592,0.09916295856237411,0.7985,0.8131
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,3158,4,0.0,0.0,0.0,1.4031424022675765e-08,0.0,0.19747550785541534,0.17686739563941956,0.8087,0.7826
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,5354,4,0.0,75.0,75.0,7.527122392048113e-08,0.0,0.11430761963129044,0.07225000113248825,0.7997,0.8025
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,6006,4,0.0,0.0,0.0,7.464205920015843e-10,0.0,0.13921582698822021,0.10645192861557007,0.7897,0.7876
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,6191,4,0.0,0.0,0.0,2.11837547503535e-09,0.0,0.13477472960948944,0.10179384052753448,0.7968,0.8027
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,7010,4,0.0,0.0,0.0,3.554967165086964e-08,0.0,0.12889711558818817,0.10059823840856552,0.8092,0.8028
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,7511,4,0.0,0.0,0.0,2.5892773919622414e-05,0.0,0.13114774227142334,0.09067414700984955,0.7904,0.8044
ConvNetBN,fc,frog-airplane,0.002,ce5_tgt20,857,4,0.0,0.0,0.0,4.86055068904534e-05,0.0,0.11837553977966309,0.06214394047856331,0.8045,0.8095
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,1596,4,0.0,25.0,25.0,1.168794187833555e-05,0.0,0.17165249586105347,0.14704857766628265,0.8078,0.7995
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,1776,4,0.0,0.0,0.0,1.1321375268380507e-06,0.0,0.12006890028715134,0.10557299107313156,0.8005,0.8197
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,2091,4,0.0,50.0,50.0,4.126686548033831e-08,0.0,0.13581733405590057,0.1102425679564476,0.7926,0.8156
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,3158,4,50.0,25.0,-25.0,1.4031424022675765e-08,0.0,0.19846241176128387,0.18443571031093597,0.8131,0.7951
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,5354,4,0.0,75.0,75.0,7.527122392048113e-08,0.0,0.1147305890917778,0.08541945368051529,0.7931,0.8069
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,6006,4,0.0,50.0,50.0,7.464205920015843e-10,0.0,0.14221766591072083,0.11694156378507614,0.7891,0.7919
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,6191,4,0.0,50.0,50.0,2.11837547503535e-09,0.0,0.13480234146118164,0.10954761505126953,0.7958,0.8054
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,7010,4,0.0,0.0,0.0,3.554967165086964e-08,0.0,,0.1134236678481102,0.8071,0.8014
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,7511,4,0.0,0.0,0.0,2.5892773919622414e-05,0.0,0.13099031150341034,0.10322975367307663,0.7826,0.7946
ConvNetBN,fc,frog-airplane,0.01,ce5_tgt20,857,4,0.0,0.0,0.0,4.86055068904534e-05,0.0,0.11755301058292389,0.08395195752382278,0.8069,0.8063
ConvNetBN,fc,frog-ship,0.005,ce5,132,5,0.0,20.0,20.0,1.900060104169359e-19,0.0,0.19505220651626587,0.1630050241947174,0.792,0.79
ConvNetBN,fc,frog-ship,0.005,ce5,1347,5,0.0,0.0,0.0,8.468037719025088e-16,0.0,0.2750157415866852,0.23891817033290863,0.8008,0.8027
ConvNetBN,fc,frog-ship,0.005,ce5,3695,5,0.0,0.0,0.0,5.054791085484442e-15,0.0,0.18016688525676727,0.1597067266702652,0.8023,0.8006
ConvNetBN,fc,frog-ship,0.005,ce5,73,5,0.0,0.0,0.0,4.241212253729877e-18,0.0,0.15336161851882935,0.12571215629577637,0.8124,0.8111
ConvNetBN,fc,frog-ship,0.005,ce5,7485,5,0.0,0.0,0.0,1.0574353025150085e-11,0.0,0.11797400563955307,0.07723095268011093,0.8008,0.8038
ConvNetBN,fc,horse-deer,0.005,ce5,1341,5,0.0,100.0,100.0,3.4629189826773654e-07,0.0,0.14071647822856903,0.10358790308237076,0.8119,0.8093
ConvNetBN,fc,horse-deer,0.005,ce5,2180,5,0.0,100.0,100.0,2.364915818731106e-09,0.0,0.12969063222408295,0.08054167777299881,0.8046,0.7973
ConvNetBN,fc,horse-deer,0.005,ce5,2353,5,20.0,100.0,80.0,2.6433286620886065e-05,0.0,0.1079942137002945,0.06498538702726364,0.7932,0.7982
ConvNetBN,fc,horse-deer,0.005,ce5,5296,5,20.0,100.0,80.0,1.0433063302173196e-09,0.0,0.19442617893218994,0.15065284073352814,0.8089,0.7989
ConvNetBN,fc,horse-deer,0.005,ce5,5414,5,0.0,100.0,100.0,5.891868937180078e-11,0.0,0.12301637977361679,0.08629106730222702,0.8016,0.8019
ConvNetBN,fc,truck-automobile,0.005,ce5,1396,5,0.0,100.0,100.0,1.6985268302960321e-06,0.0,0.21027112007141113,0.17383559048175812,0.8069,0.8052
ConvNetBN,fc,truck-automobile,0.005,ce5,2477,5,0.0,80.0,80.0,2.2734822024972345e-08,0.0,0.16945551335811615,0.13456706702709198,0.8138,0.8089
ConvNetBN,fc,truck-automobile,0.005,ce5,261,5,20.0,100.0,80.0,7.003259128168793e-08,0.0,0.22325535118579865,0.19458656013011932,0.798,0.8021
ConvNetBN,fc,truck-automobile,0.005,ce5,726,5,0.0,40.0,40.0,0.0017661125166341662,0.0,0.24084924161434174,0.1982351541519165,0.8047,0.8061
ConvNetBN,fc,truck-automobile,0.005,ce5,8215,5,0.0,20.0,20.0,1.7915736671980653e-09,0.0,0.29379281401634216,0.24899514019489288,0.8091,0.8064
ConvNetBN,gradmatch,airplane-bird,0.005,ce5,1083,5,0.0,60.0,60.0,1.489546062449082e-13,0.0,0.35163453221321106,0.27434641122817993,0.8092,0.807
ConvNetBN,gradmatch,airplane-bird,0.005,ce5,160,5,20.0,80.0,60.0,0.02895222418010235,0.0,0.3397292196750641,0.24298988282680511,0.807,0.8098
ConvNetBN,gradmatch,airplane-bird,0.005,ce5,6277,5,0.0,80.0,80.0,0.00044744997285306454,0.0,0.24709773063659668,0.17360760271549225,0.8015,0.807
ConvNetBN,gradmatch,airplane-bird,0.005,ce5,8956,5,40.0,100.0,60.0,0.0011702589690685272,0.0,0.3430353105068207,0.26001617312431335,0.8056,0.8077
ConvNetBN,gradmatch,airplane-bird,0.005,ce5,9915,5,0.0,80.0,80.0,1.6999358649627538e-06,0.0,0.35812363028526306,0.27729400992393494,0.8069,0.8103
ConvNetBN,gradmatch,cat-truck,0.005,ce5,2174,5,0.0,0.0,0.0,2.35467739057027e-11,0.0,0.27632761001586914,0.23640067875385284,0.8066,0.8041
ConvNetBN,gradmatch,cat-truck,0.005,ce5,4761,5,0.0,0.0,0.0,7.298678154910032e-12,0.0,0.18464665114879608,0.16716983914375305,0.7969,0.8012
ConvNetBN,gradmatch,cat-truck,0.005,ce5,6579,5,0.0,0.0,0.0,3.4397356615576494e-21,0.0,0.22160916030406952,0.18462352454662323,0.814,0.8172
ConvNetBN,gradmatch,cat-truck,0.005,ce5,9378,5,0.0,0.0,0.0,7.024519277365471e-08,0.0,0.28794050216674805,0.2598511874675751,0.7983,0.7966
ConvNetBN,gradmatch,cat-truck,0.005,ce5,9743,5,0.0,0.0,0.0,3.929202459679619e-15,0.0,0.25140973925590515,0.21532829105854034,0.815,0.8163
ConvNetBN,gradmatch,dog-bird,0.002,ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,0.5894171595573425,0.40482208132743835,0.8048,0.8013
ConvNetBN,gradmatch,dog-bird,0.002,ce5,3522,5,0.0,20.0,20.0,1.0458599319917994e-07,0.0,0.37755298614501953,0.29721492528915405,0.8122,0.8145
ConvNetBN,gradmatch,dog-bird,0.002,ce5,3741,5,0.0,60.0,60.0,1.4595719903809368e-06,0.0,0.372648149728775,0.28354594111442566,0.8151,0.8148
ConvNetBN,gradmatch,dog-bird,0.002,ce5,6857,5,20.0,80.0,60.0,0.017041103914380074,0.0,0.3832465708255768,0.296953022480011,0.7931,0.8041
ConvNetBN,gradmatch,dog-bird,0.002,ce5,8252,5,0.0,20.0,20.0,2.1669634975296503e-09,0.0,0.3035329282283783,0.24373559653759003,0.793,0.7928
ConvNetBN,gradmatch,dog-bird,0.005,ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,0.5192104578018188,0.3953903615474701,0.8102,0.8104
ConvNetBN,gradmatch,dog-bird,0.005,ce5,3522,5,0.0,100.0,100.0,1.0458599319917994e-07,0.0,0.34582969546318054,0.2786996066570282,0.8091,0.8124
ConvNetBN,gradmatch,dog-bird,0.005,ce5,3741,5,20.0,40.0,20.0,1.4595719903809368e-06,0.0,0.3303047716617584,0.2683989107608795,0.8144,0.8106
ConvNetBN,gradmatch,dog-bird,0.005,ce5,6857,5,40.0,100.0,60.0,0.017041103914380074,0.0,0.33241209387779236,0.2809191346168518,0.7986,0.7993
ConvNetBN,gradmatch,dog-bird,0.005,ce5,8252,5,0.0,80.0,80.0,2.1669634975296503e-09,0.0,0.2583214342594147,0.22339926660060883,0.7954,0.7977
ConvNetBN,gradmatch,dog-bird,0.005,craftcropflip_ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,0.5436596870422363,0.4081948697566986,0.8108,0.8041
ConvNetBN,gradmatch,dog-bird,0.005,craftcropflip_ce5,3522,5,0.0,60.0,60.0,1.0458599319917994e-07,0.0,0.3755635917186737,0.2966686189174652,0.8099,0.8081
ConvNetBN,gradmatch,dog-bird,0.005,craftcropflip_ce5,3741,5,0.0,40.0,40.0,1.4595719903809368e-06,0.0,0.34175434708595276,0.27814555168151855,0.8064,0.8076
ConvNetBN,gradmatch,dog-bird,0.005,craftcropflip_ce5,6857,5,80.0,100.0,20.0,0.017041103914380074,0.0,0.33671170473098755,0.28132501244544983,0.7981,0.804
ConvNetBN,gradmatch,dog-bird,0.005,craftcropflip_ce5,8252,5,20.0,100.0,80.0,2.1669634975296503e-09,0.0,0.2626403272151947,0.22680650651454926,0.7927,0.7929
ConvNetBN,gradmatch,dog-bird,0.005,craftnoaug_ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,0.5470098853111267,0.4008207321166992,0.8107,0.8056
ConvNetBN,gradmatch,dog-bird,0.005,craftnoaug_ce5,3522,5,40.0,80.0,40.0,1.0458599319917994e-07,0.0,0.35101643204689026,0.2718717157840729,0.8102,0.8085
ConvNetBN,gradmatch,dog-bird,0.005,craftnoaug_ce5,3741,5,20.0,80.0,60.0,1.4595719903809368e-06,0.0,0.30844613909721375,0.24312849342823029,0.82,0.8077
ConvNetBN,gradmatch,dog-bird,0.005,craftnoaug_ce5,6857,5,60.0,100.0,40.0,0.017041103914380074,0.0,0.31059613823890686,0.257516473531723,0.8009,0.8018
ConvNetBN,gradmatch,dog-bird,0.005,craftnoaug_ce5,8252,5,60.0,100.0,40.0,2.1669634975296503e-09,0.0,0.23666656017303467,0.20288705825805664,0.7971,0.7957
ConvNetBN,gradmatch,dog-bird,0.005,selarchResNet20BN_ce5_tgt70,1257,4,0.0,50.0,50.0,8.736330235625811e-12,0.0,0.25271183252334595,0.23441162705421448,0.8012,0.8005
ConvNetBN,gradmatch,dog-bird,0.005,selarchResNet20BN_ce5_tgt70,1547,4,0.0,0.0,0.0,4.099828920800519e-09,0.0,0.4246664047241211,0.348015159368515,0.8086,0.8089
ConvNetBN,gradmatch,dog-bird,0.005,selarchResNet20BN_ce5_tgt70,4427,4,0.0,0.0,0.0,3.771356057308273e-12,0.0,0.43480944633483887,0.38408082723617554,0.8057,0.803
ConvNetBN,gradmatch,dog-bird,0.005,selarchResNet20BN_ce5_tgt70,821,4,0.0,50.0,50.0,3.019660255176859e-08,0.0,0.3172106146812439,0.2987630367279053,0.8075,0.8043
ConvNetBN,gradmatch,dog-bird,0.005,selarchResNet20BN_ce5_tgt70,843,4,0.0,75.0,75.0,1.4659415174811397e-12,0.0,0.33055490255355835,0.28438329696655273,0.8057,0.8125
ConvNetBN,gradmatch,dog-bird,0.005,selarchVGG13BN_ce5_tgt70,1257,4,0.0,0.0,0.0,8.736330235625811e-12,0.0,0.25322970747947693,0.23982782661914825,0.7967,0.7983
ConvNetBN,gradmatch,dog-bird,0.005,selarchVGG13BN_ce5_tgt70,1547,4,0.0,0.0,0.0,4.099828920800519e-09,0.0,0.4222699701786041,0.3481927216053009,0.8079,0.8127
ConvNetBN,gradmatch,dog-bird,0.005,selarchVGG13BN_ce5_tgt70,4427,4,0.0,25.0,25.0,3.771356057308273e-12,0.0,0.43491241335868835,0.38891807198524475,0.8083,0.8029
ConvNetBN,gradmatch,dog-bird,0.005,selarchVGG13BN_ce5_tgt70,821,4,0.0,0.0,0.0,3.019660255176859e-08,0.0,0.3163154721260071,0.2978125214576721,0.8069,0.8055
ConvNetBN,gradmatch,dog-bird,0.005,selarchVGG13BN_ce5_tgt70,843,4,0.0,75.0,75.0,1.4659415174811397e-12,0.0,0.3301493525505066,0.30273333191871643,0.8095,0.808
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,1257,4,100.0,75.0,-25.0,0.007107404991984367,0.0,0.2246754914522171,0.20509028434753418,0.8039,0.7999
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,1547,4,0.0,0.0,0.0,2.9178521820938386e-09,0.0,0.36334487795829773,0.32752591371536255,0.8148,0.8008
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,4427,4,25.0,75.0,50.0,4.076623127957646e-08,0.0,0.38149401545524597,0.34132906794548035,0.8059,0.798
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,5859,4,100.0,100.0,0.0,0.02953883819282055,0.0,0.24408555030822754,0.22201895713806152,0.8005,0.7929
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,8055,4,100.0,100.0,0.0,2.939038457050458e-10,0.0,0.2774399220943451,0.24171824753284454,0.7937,0.7921
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,821,4,100.0,100.0,0.0,9.204894695358234e-07,0.0,0.2735978662967682,0.25260719656944275,0.8012,0.8099
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,8252,4,100.0,100.0,0.0,1.8345489571913731e-09,0.0,0.22999516129493713,0.21017518639564514,0.7944,0.8076
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,843,4,100.0,100.0,0.0,6.044654776715674e-10,0.0,0.2770548462867737,0.2538529634475708,0.8074,0.7806
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,8730,4,25.0,100.0,75.0,2.894914030715512e-10,0.0,0.23014788329601288,0.21181678771972656,0.7995,0.8074
ConvNetBN,gradmatch,dog-bird,0.02,ce5_tgt70,8954,4,25.0,100.0,75.0,3.8886902586909855e-09,0.0,0.2777741253376007,0.21364979445934296,0.7919,0.8019
ConvNetBN,gradmatch,dog-cat,0.005,ce5,2034,5,40.0,60.0,20.0,9.978157322620973e-05,0.0,0.26744142174720764,0.21853740513324738,0.8032,0.8077
ConvNetBN,gradmatch,dog-cat,0.005,ce5,4375,5,20.0,80.0,60.0,0.0001877899921964854,0.0,0.29536858201026917,0.22996841371059418,0.8079,0.8074
ConvNetBN,gradmatch,dog-cat,0.005,ce5,5493,5,40.0,80.0,40.0,0.004478775430470705,0.0,0.4055459499359131,0.3194056749343872,0.8154,0.8136
ConvNetBN,gradmatch,dog-cat,0.005,ce5,5530,5,40.0,100.0,60.0,0.0019310472998768091,0.0,0.36594468355178833,0.3155587315559387,0.7997,0.8037
ConvNetBN,gradmatch,dog-cat,0.005,ce5,607,5,80.0,80.0,0.0,0.002276861807331443,0.0,0.3696446716785431,0.32119810581207275,0.8096,0.8087
ConvNetBN,gradmatch,frog-ship,0.005,ce5,132,5,0.0,0.0,0.0,1.900060104169359e-19,0.0,0.24704153835773468,0.18942181766033173,0.7894,0.7891
ConvNetBN,gradmatch,frog-ship,0.005,ce5,1347,5,0.0,0.0,0.0,8.468037719025088e-16,0.0,0.3398307263851166,0.2886970341205597,0.7962,0.8002
ConvNetBN,gradmatch,frog-ship,0.005,ce5,3695,5,0.0,0.0,0.0,5.054791085484442e-15,0.0,0.28091204166412354,0.23857076466083527,0.8013,0.7978
ConvNetBN,gradmatch,frog-ship,0.005,ce5,73,5,0.0,0.0,0.0,4.241212253729877e-18,0.0,0.33601078391075134,0.25288820266723633,0.8167,0.8145
ConvNetBN,gradmatch,frog-ship,0.005,ce5,7485,5,0.0,0.0,0.0,1.0574353025150085e-11,0.0,0.4077669084072113,0.25763139128685,0.8,0.8042
ConvNetBN,gradmatch,horse-deer,0.005,ce5,1341,5,0.0,80.0,80.0,3.4629189826773654e-07,0.0,0.29939699172973633,0.25548991560935974,0.8125,0.8139
ConvNetBN,gradmatch,horse-deer,0.005,ce5,2180,5,0.0,0.0,0.0,2.364915818731106e-09,0.0,0.42148375511169434,0.30423709750175476,0.8035,0.804
ConvNetBN,gradmatch,horse-deer,0.005,ce5,2353,5,0.0,100.0,100.0,2.6433286620886065e-05,0.0,0.2642276883125305,0.20629194378852844,0.7972,0.7983
