model,attack,pair,budget,tags,target_idx,n_victims,asr_a,asr_b,gain,target_score,clean_asr,craft_obj_a,craft_obj_b,cta_a,cta_b
ConvNetBN,gradmatch,horse-deer,0.005,ce5,5296,5,20.0,100.0,80.0,1.0433063302173196e-09,0.0,0.3219605088233948,0.2610604465007782,0.8041,0.8008
ConvNetBN,gradmatch,horse-deer,0.005,ce5,5414,5,0.0,80.0,80.0,5.891868937180078e-11,0.0,0.27488574385643005,0.22387896478176117,0.8055,0.8048
ConvNetBN,gradmatch,truck-automobile,0.005,ce5,1396,5,0.0,60.0,60.0,1.6985268302960321e-06,0.0,0.29417797923088074,0.2448427528142929,0.8056,0.8072
ConvNetBN,gradmatch,truck-automobile,0.005,ce5,2477,5,20.0,40.0,20.0,2.2734822024972345e-08,0.0,0.31910941004753113,0.25804343819618225,0.8096,0.8117
ConvNetBN,gradmatch,truck-automobile,0.005,ce5,261,5,0.0,80.0,80.0,7.003259128168793e-08,0.0,0.34580492973327637,0.2988741993904114,0.8046,0.8062
ConvNetBN,gradmatch,truck-automobile,0.005,ce5,726,5,40.0,40.0,0.0,0.0017661125166341662,0.0,0.3119564652442932,0.2660467028617859,0.8015,0.8066
ConvNetBN,gradmatch,truck-automobile,0.005,ce5,8215,5,0.0,20.0,20.0,1.7915736671980653e-09,0.0,0.28413596749305725,0.24067635834217072,0.806,0.8036
ConvNetBN,sapa,airplane-bird,0.005,worst0.05_ce5,1083,5,0.0,0.0,0.0,1.489546062449082e-13,0.0,0.3594580590724945,0.2821764051914215,0.8097,0.8049
ConvNetBN,sapa,airplane-bird,0.005,worst0.05_ce5,160,5,60.0,80.0,20.0,0.02895222418010235,0.0,0.33907437324523926,0.24610738456249237,0.807,0.8069
ConvNetBN,sapa,airplane-bird,0.005,worst0.05_ce5,6277,5,0.0,60.0,60.0,0.00044744997285306454,0.0,0.24220700562000275,0.16874657571315765,0.8061,0.8019
ConvNetBN,sapa,airplane-bird,0.005,worst0.05_ce5,8956,5,80.0,100.0,20.0,0.0011702589690685272,0.0,0.34413090348243713,0.2642757296562195,0.8098,0.8126
ConvNetBN,sapa,airplane-bird,0.005,worst0.05_ce5,9915,5,20.0,80.0,60.0,1.6999358649627538e-06,0.0,0.36091938614845276,0.2793923020362854,0.8113,0.8085
ConvNetBN,sapa,cat-truck,0.005,worst0.05_ce5,2174,5,0.0,0.0,0.0,2.35467739057027e-11,0.0,0.2750169634819031,0.23461154103279114,0.807,0.8
ConvNetBN,sapa,cat-truck,0.005,worst0.05_ce5,4761,5,0.0,20.0,20.0,7.298678154910032e-12,0.0,0.18314528465270996,0.16624858975410461,0.802,0.8065
ConvNetBN,sapa,cat-truck,0.005,worst0.05_ce5,6579,5,0.0,0.0,0.0,3.4397356615576494e-21,0.0,0.22048349678516388,0.18266554176807404,0.8189,0.8133
ConvNetBN,sapa,cat-truck,0.005,worst0.05_ce5,9378,5,0.0,0.0,0.0,7.024519277365471e-08,0.0,0.2845248878002167,0.25685355067253113,0.7974,0.7996
ConvNetBN,sapa,cat-truck,0.005,worst0.05_ce5,9743,5,0.0,0.0,0.0,3.929202459679619e-15,0.0,0.2590644955635071,0.21960566937923431,0.8203,0.8149
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,1257,6,0.0,33.333333333333336,33.333333333333336,0.007004959508776665,0.0,0.2968660891056061,0.23077750205993652,0.7951,0.7991
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,1547,6,0.0,0.0,0.0,2.9255975420028335e-09,0.0,0.49711036682128906,0.34753894805908203,0.7999,0.7958
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,4427,6,0.0,0.0,0.0,4.074087200933718e-08,0.0,0.5266699194908142,0.38092565536499023,0.8071,0.8019
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,5859,6,0.0,0.0,0.0,0.02951746992766857,0.0,0.35728833079338074,0.26813289523124695,0.7978,0.8024
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,8055,6,0.0,0.0,0.0,2.9186184025142836e-10,0.0,0.39275839924812317,0.24811415374279022,0.7977,0.7989
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,821,6,0.0,33.333333333333336,33.333333333333336,9.208093842971721e-07,0.0,0.3644692599773407,0.28641191124916077,0.8088,0.815
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,8252,6,0.0,33.333333333333336,33.333333333333336,1.8218921926660414e-09,0.0,0.347912073135376,0.24981899559497833,0.8087,0.8095
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,843,6,0.0,16.666666666666668,16.666666666666668,6.0480959129805e-10,0.0,0.39068150520324707,0.28211966156959534,0.7902,0.7847
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,8730,6,0.0,0.0,0.0,2.8817875863396125e-10,0.0,0.33020129799842834,0.2589007019996643,0.8072,0.8081
ConvNetBN,sapa,dog-bird,0.001,worst0.05_ce5_tgt70,8954,6,0.0,16.666666666666668,16.666666666666668,3.946073690030971e-09,0.0,0.45289346575737,0.21319328248500824,0.7905,0.7899
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,1257,6,0.0,66.66666666666667,66.66666666666667,0.007004959508776665,0.0,0.2849050462245941,0.21930935978889465,0.796,0.7957
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,1547,6,0.0,0.0,0.0,2.9255975420028335e-09,0.0,0.46335288882255554,0.34065577387809753,0.8011,0.7938
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,4427,6,0.0,33.333333333333336,33.333333333333336,4.074087200933718e-08,0.0,0.45770788192749023,0.3608923554420471,0.8071,0.8038
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,5859,6,0.0,33.333333333333336,33.333333333333336,0.02951746992766857,0.0,0.3249816596508026,0.2581600844860077,0.7977,0.7974
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,8055,6,0.0,66.66666666666667,66.66666666666667,2.9186184025142836e-10,0.0,0.3822626769542694,0.24569225311279297,0.7952,0.7982
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,821,6,0.0,50.0,50.0,9.208093842971721e-07,0.0,0.33030882477760315,0.2749374210834503,0.8106,0.8084
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,8252,6,0.0,66.66666666666667,66.66666666666667,1.8218921926660414e-09,0.0,0.3052034378051758,0.2469419538974762,0.8104,0.8093
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,843,6,0.0,33.333333333333336,33.333333333333336,6.0480959129805e-10,0.0,0.3609633445739746,0.27025699615478516,0.7803,0.7859
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,8730,6,0.0,0.0,0.0,2.8817875863396125e-10,0.0,0.3023476302623749,0.24128055572509766,0.8102,0.8088
ConvNetBN,sapa,dog-bird,0.002,worst0.05_ce5_tgt70,8954,6,0.0,16.666666666666668,16.666666666666668,3.946073690030971e-09,0.0,0.42097511887550354,0.21014276146888733,0.7983,0.7991
ConvNetBN,sapa,dog-bird,0.005,craftcropflip_worst0.05_ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,0.5400456786155701,0.40683889389038086,0.8104,0.8041
ConvNetBN,sapa,dog-bird,0.005,craftcropflip_worst0.05_ce5,3522,5,20.0,60.0,40.0,1.0458599319917994e-07,0.0,0.37186822295188904,0.2963449954986572,0.8091,0.8087
ConvNetBN,sapa,dog-bird,0.005,craftcropflip_worst0.05_ce5,3741,5,0.0,0.0,0.0,1.4595719903809368e-06,0.0,0.3472925126552582,0.2866804599761963,0.8167,0.8156
ConvNetBN,sapa,dog-bird,0.005,craftcropflip_worst0.05_ce5,6857,5,60.0,100.0,40.0,0.017041103914380074,0.0,0.33915865421295166,0.28289493918418884,0.7968,0.7981
ConvNetBN,sapa,dog-bird,0.005,craftcropflip_worst0.05_ce5,8252,5,40.0,100.0,60.0,2.1669634975296503e-09,0.0,0.26618263125419617,0.23114509880542755,0.7922,0.7991
ConvNetBN,sapa,dog-bird,0.005,craftnoaug_worst0.05_ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,0.5429762005805969,0.40082597732543945,0.8045,0.8106
ConvNetBN,sapa,dog-bird,0.005,craftnoaug_worst0.05_ce5,3522,5,0.0,80.0,80.0,1.0458599319917994e-07,0.0,0.34947341680526733,0.2729284465312958,0.809,0.8139
ConvNetBN,sapa,dog-bird,0.005,craftnoaug_worst0.05_ce5,3741,5,0.0,100.0,100.0,1.4595719903809368e-06,0.0,0.3152035176753998,0.24825040996074677,0.819,0.8185
ConvNetBN,sapa,dog-bird,0.005,craftnoaug_worst0.05_ce5,6857,5,80.0,100.0,20.0,0.017041103914380074,0.0,0.3173012435436249,0.2596239149570465,0.8017,0.8001
ConvNetBN,sapa,dog-bird,0.005,craftnoaug_worst0.05_ce5,8252,5,20.0,100.0,80.0,2.1669634975296503e-09,0.0,0.24090127646923065,0.20815066993236542,0.7874,0.8013
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5,1126,5,0.0,0.0,0.0,1.7626258230762915e-09,0.0,,0.3938644528388977,0.8076,0.8104
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5,3522,5,20.0,80.0,60.0,1.0458599319917994e-07,0.0,0.3460049629211426,0.27566444873809814,0.8057,0.8131
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5,3741,5,0.0,60.0,60.0,1.4595719903809368e-06,0.0,0.3379182815551758,0.2763509452342987,0.8135,0.8142
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5,6857,5,40.0,100.0,60.0,0.017041103914380074,0.0,0.33774587512016296,0.28257226943969727,0.8026,0.8039
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5,8252,5,60.0,100.0,40.0,2.1669634975296503e-09,0.0,0.2602965831756592,0.22742271423339844,0.7906,0.7891
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,1257,6,16.666666666666668,83.33333333333333,66.66666666666666,8.736330235625811e-12,0.0,0.25223562121391296,0.2138630896806717,0.7926,0.7959
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,1547,6,0.0,0.0,0.0,2.9178521820938386e-09,0.0,0.4218842685222626,0.3290286064147949,0.7944,0.803
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,4427,6,0.0,0.0,0.0,4.076623127957646e-08,0.0,0.43637871742248535,0.347710520029068,0.8035,0.801
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,5859,6,16.666666666666668,16.666666666666668,0.0,0.02953883819282055,0.0,0.2941541373729706,0.24280504882335663,0.7964,0.7978
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,8055,6,0.0,33.333333333333336,33.333333333333336,4.3845196917580154e-10,0.0,0.3245510160923004,0.24212311208248138,0.7972,0.7952
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,821,6,0.0,50.0,50.0,9.204894695358234e-07,0.0,0.31826186180114746,0.26814308762550354,0.8115,0.8124
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,8252,6,33.333333333333336,66.66666666666667,33.333333333333336,6.087738091409278e-10,0.0,0.2592388391494751,0.22036342322826385,0.806,0.7936
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,843,6,0.0,50.0,50.0,1.4659415174811397e-12,0.0,0.3334944248199463,0.26486119627952576,0.7782,0.8065
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,8730,6,0.0,16.666666666666668,16.666666666666668,1.6622124510146108e-10,0.0,0.27688875794410706,0.23152326047420502,0.8033,0.8068
ConvNetBN,sapa,dog-bird,0.005,worst0.05_ce5_tgt70,8954,6,0.0,66.66666666666667,66.66666666666667,3.8886902586909855e-09,0.0,0.3496367633342743,0.21373601257801056,0.7993,0.8058
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,1257,6,50.0,100.0,50.0,8.736330235625811e-12,0.0,0.24092112481594086,0.21454210579395294,0.795,0.8004
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,1547,6,0.0,0.0,0.0,2.9178521820938386e-09,0.0,0.4047428071498871,0.3305772542953491,0.807,0.8035
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,4427,6,0.0,16.666666666666668,16.666666666666668,4.076623127957646e-08,0.0,0.3905211091041565,0.35002121329307556,0.804,0.8102
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,5859,6,33.333333333333336,66.66666666666667,33.333333333333336,0.02953883819282055,0.0,0.27538591623306274,0.23472152650356293,0.7989,0.7959
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,8055,6,16.666666666666668,83.33333333333333,66.66666666666666,4.3845196917580154e-10,0.0,0.30202439427375793,0.24345646798610687,0.7949,0.7943
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,821,6,33.333333333333336,66.66666666666667,33.333333333333336,9.204894695358234e-07,0.0,0.29853734374046326,0.26105648279190063,0.8146,0.8079
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,8252,6,66.66666666666667,83.33333333333333,16.666666666666657,6.087738091409278e-10,0.0,0.2597578465938568,0.22810626029968262,0.8067,0.799
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,843,6,33.333333333333336,83.33333333333333,49.99999999999999,1.4659415174811397e-12,0.0,0.3043995797634125,0.2658838927745819,0.7877,0.8087
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,8730,6,0.0,16.666666666666668,16.666666666666668,1.6622124510146108e-10,0.0,0.2647644579410553,0.2380324900150299,0.803,0.8043
ConvNetBN,sapa,dog-bird,0.01,worst0.05_ce5_tgt70,8954,6,0.0,83.33333333333333,83.33333333333333,3.8886902586909855e-09,0.0,0.30712196230888367,0.21573224663734436,0.7979,0.8019
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,1257,6,66.66666666666667,100.0,33.33333333333333,0.007107404991984367,0.0,0.2236187905073166,0.20402458310127258,0.7929,0.7947
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,1547,6,0.0,0.0,0.0,2.9178521820938386e-09,0.0,0.3647412955760956,0.32868269085884094,0.7958,0.7992
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,4427,6,33.333333333333336,100.0,66.66666666666666,4.076623127957646e-08,0.0,0.38713207840919495,0.34279918670654297,0.8068,0.8043
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,5859,6,100.0,100.0,0.0,0.02953883819282055,0.0,0.2507014572620392,0.2246348112821579,0.7907,0.7917
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,8055,6,83.33333333333333,100.0,16.66666666666667,2.939038457050458e-10,0.0,0.27498042583465576,0.24087253212928772,0.8018,0.7849
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,821,6,66.66666666666667,100.0,33.33333333333333,9.204894695358234e-07,0.0,0.27386727929115295,0.25280332565307617,0.8097,0.8122
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,8252,6,66.66666666666667,100.0,33.33333333333333,1.8345489571913731e-09,0.0,0.2313370257616043,0.21415339410305023,0.8108,0.811
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,843,6,50.0,83.33333333333333,33.33333333333333,6.044654776715674e-10,0.0,0.2805509865283966,0.25459691882133484,0.7839,0.7853
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,8730,6,33.333333333333336,83.33333333333333,49.99999999999999,2.894914030715512e-10,0.0,0.2365095615386963,0.21917025744915009,0.8095,0.809
ConvNetBN,sapa,dog-bird,0.02,worst0.05_ce5_tgt70,8954,6,0.0,100.0,100.0,3.8886902586909855e-09,0.0,0.27203208208084106,0.20798540115356445,0.7923,0.8004
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,1257,6,100.0,100.0,0.0,0.007107404991984367,0.0,0.21659182012081146,0.2058115452528,0.7947,0.7948
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,1547,6,0.0,16.666666666666668,16.666666666666668,2.9178521820938386e-09,0.0,0.3557383120059967,0.32454487681388855,0.7975,0.799
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,4427,6,66.66666666666667,100.0,33.33333333333333,4.076623127957646e-08,0.0,0.35678526759147644,0.33244165778160095,0.7947,0.8061
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,5859,6,100.0,100.0,0.0,0.02953883819282055,0.0,0.23018904030323029,0.2184835970401764,0.798,0.7929
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,8055,6,100.0,100.0,0.0,2.939038457050458e-10,0.0,0.26461097598075867,0.24238967895507812,0.7941,0.7979
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,821,6,100.0,100.0,0.0,9.204894695358234e-07,0.0,0.2629125714302063,0.25076159834861755,0.8053,0.8078
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,8252,6,100.0,100.0,0.0,1.8345489571913731e-09,0.0,0.22466425597667694,0.21330419182777405,0.8107,0.8081
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,843,6,66.66666666666667,100.0,33.33333333333333,6.044654776715674e-10,0.0,0.2692370116710663,0.2552904784679413,0.7819,0.7892
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,8730,6,50.0,100.0,50.0,2.894914030715512e-10,0.0,0.22564449906349182,0.21618039906024933,0.8049,0.8094
ConvNetBN,sapa,dog-bird,0.04,worst0.05_ce5_tgt70,8954,6,83.33333333333333,100.0,16.66666666666667,3.8886902586909855e-09,0.0,0.2392919808626175,0.2018873542547226,0.7952,0.7964
ConvNetBN,sapa,dog-cat,0.005,worst0.05_ce5,2034,5,20.0,60.0,40.0,9.978157322620973e-05,0.0,0.25517508387565613,0.21434126794338226,0.8073,0.8094
ConvNetBN,sapa,dog-cat,0.005,worst0.05_ce5,4375,5,0.0,100.0,100.0,0.0001877899921964854,0.0,0.30160999298095703,0.23224011063575745,0.8039,0.8078
ConvNetBN,sapa,dog-cat,0.005,worst0.05_ce5,5493,5,40.0,80.0,40.0,0.004478775430470705,0.0,0.41079339385032654,0.32534435391426086,0.8167,0.8102
ConvNetBN,sapa,dog-cat,0.005,worst0.05_ce5,5530,5,40.0,80.0,40.0,0.0019310472998768091,0.0,0.36645615100860596,0.31631848216056824,0.8074,0.8
ConvNetBN,sapa,dog-cat,0.005,worst0.05_ce5,607,5,80.0,80.0,0.0,0.002276861807331443,0.0,0.3738124370574951,0.32408538460731506,0.8074,0.812
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,1796,6,0.0,0.0,0.0,9.990667848569501e-09,0.0,0.4306831359863281,0.2971503436565399,0.8092,0.8114
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,2087,6,0.0,0.0,0.0,4.34932978521374e-08,0.0,0.42975082993507385,0.27435269951820374,0.8104,0.8021
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,2548,6,0.0,50.0,50.0,1.6275816960842349e-07,0.0,0.3752056956291199,0.26376670598983765,0.7914,0.794
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,2603,6,0.0,0.0,0.0,2.056810000095055e-10,0.0,0.38506075739860535,0.2708685100078583,0.8073,0.8066
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,3336,6,0.0,0.0,0.0,9.918623256055525e-09,0.0,0.3562726080417633,0.24418754875659943,0.8171,0.8207
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,3825,6,0.0,0.0,0.0,1.7874134117246143e-10,0.0,0.7155339121818542,0.5226134657859802,0.8072,0.8006
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,496,6,0.0,16.666666666666668,16.666666666666668,7.832620663172918e-10,0.0,0.3809027671813965,0.2642756402492523,0.801,0.8047
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,6437,6,0.0,0.0,0.0,3.717514907020103e-10,0.0,0.45317408442497253,0.3158402144908905,0.8039,0.8105
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,8941,6,0.0,0.0,0.0,2.4205062345572514e-06,0.0,0.5054663419723511,0.34230151772499084,0.7957,0.7982
ConvNetBN,sapa,frog-airplane,0.001,worst0.05_ce5_tgt35,9820,6,0.0,0.0,0.0,1.4306365814231725e-10,0.0,0.405554860830307,0.3076073229312897,0.7857,0.7868
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,1796,6,0.0,0.0,0.0,9.990667848569501e-09,0.0,0.39862552285194397,0.283287912607193,0.8037,0.807
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,2087,6,0.0,0.0,0.0,4.34932978521374e-08,0.0,0.36656346917152405,0.2691885530948639,0.8081,0.8001
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,2548,6,0.0,16.666666666666668,16.666666666666668,1.6275816960842349e-07,0.0,0.3414490222930908,0.25739046931266785,0.7956,0.7919
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,2603,6,0.0,0.0,0.0,2.056810000095055e-10,0.0,0.35166260600090027,0.2607288062572479,0.8119,0.8082
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,3336,6,0.0,0.0,0.0,9.918623256055525e-09,0.0,0.32144683599472046,0.2375120222568512,0.816,0.8166
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,3825,6,0.0,0.0,0.0,1.7874134117246143e-10,0.0,0.6778268814086914,0.509763240814209,0.8056,0.8002
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,496,6,0.0,0.0,0.0,7.832620663172918e-10,0.0,0.3619762063026428,0.26469776034355164,0.7993,0.8061
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,6437,6,0.0,0.0,0.0,3.717514907020103e-10,0.0,0.41547518968582153,0.30001208186149597,0.8079,0.8007
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,8941,6,0.0,0.0,0.0,2.4205062345572514e-06,0.0,0.44986066222190857,0.3320256173610687,0.7949,0.8025
ConvNetBN,sapa,frog-airplane,0.002,worst0.05_ce5_tgt35,9820,6,0.0,0.0,0.0,1.4306365814231725e-10,0.0,0.3728494346141815,0.28699955344200134,0.7785,0.78
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,1796,6,0.0,0.0,0.0,9.95516025170673e-09,0.0,0.3780200183391571,0.28374579548835754,0.807,0.8017
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,2087,6,0.0,0.0,0.0,4.3331695565029804e-08,0.0,0.33504968881607056,0.27101370692253113,0.8088,0.8063
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,2548,6,0.0,66.66666666666667,66.66666666666667,1.6435035377071472e-07,0.0,0.3002861738204956,0.24976646900177002,0.7963,0.7971
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,2603,6,0.0,0.0,0.0,2.030861867563516e-10,0.0,0.31279751658439636,0.25417622923851013,0.8112,0.8089
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,3336,6,0.0,0.0,0.0,1.0038494480113513e-08,0.0,0.2868484556674957,0.23124532401561737,0.8147,0.8169
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,3825,6,0.0,0.0,0.0,1.7894963288966892e-10,0.0,0.6143860816955566,0.49187347292900085,0.807,0.8016
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,496,6,0.0,0.0,0.0,7.816089442336249e-10,0.0,0.33743715286254883,0.2610292136669159,0.8035,0.8105
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,6437,6,0.0,0.0,0.0,3.748772958722668e-10,0.0,0.3732198476791382,0.2961011528968811,0.8092,0.8073
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,8941,6,0.0,0.0,0.0,2.385547304584179e-06,0.0,0.42611202597618103,0.3324349522590637,0.7983,0.7961
ConvNetBN,sapa,frog-airplane,0.005,worst0.05_ce5_tgt35,9820,6,0.0,0.0,0.0,1.4393169989190824e-10,0.0,0.34978434443473816,0.26422080397605896,0.7738,0.7821
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,1796,6,0.0,16.666666666666668,16.666666666666668,9.95516025170673e-09,0.0,0.3366760313510895,0.2880311906337738,0.8029,0.8054
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,2087,6,0.0,0.0,0.0,4.3331695565029804e-08,0.0,0.3246293365955353,0.2657041549682617,0.8086,0.804
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,2548,6,16.666666666666668,50.0,33.33333333333333,1.6435035377071472e-07,0.0,0.28353744745254517,0.2428755760192871,0.7983,0.7917
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,2603,6,0.0,16.666666666666668,16.666666666666668,2.030861867563516e-10,0.0,0.29869338870048523,0.24809904396533966,0.8077,0.8082
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,3336,6,0.0,33.333333333333336,33.333333333333336,1.0038494480113513e-08,0.0,0.26918479800224304,0.2309211939573288,0.8176,0.8191
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,3825,6,0.0,0.0,0.0,1.7894963288966892e-10,0.0,0.5913440585136414,0.5003029704093933,0.8082,0.8032
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,496,6,0.0,16.666666666666668,16.666666666666668,7.816089442336249e-10,0.0,0.3048344552516937,0.2563084661960602,0.8046,0.8087
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,6437,6,0.0,0.0,0.0,3.748772958722668e-10,0.0,0.3643377423286438,0.28663772344589233,0.8082,0.8066
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,8941,6,0.0,16.666666666666668,16.666666666666668,2.385547304584179e-06,0.0,0.4024328291416168,0.3364922106266022,0.7995,0.7963
ConvNetBN,sapa,frog-airplane,0.01,worst0.05_ce5_tgt35,9820,6,0.0,0.0,0.0,1.4393169989190824e-10,0.0,0.3417016267776489,0.27302229404449463,0.7866,0.7883
ConvNetBN,sapa,frog-airplane,0.02,worst0.05_ce5_tgt35,1796,6,16.666666666666668,50.0,33.33333333333333,9.95516025170673e-09,0.0,0.30564913153648376,0.27728739380836487,0.8042,0.8039
ConvNetBN,sapa,frog-airplane,0.02,worst0.05_ce5_tgt35,2087,6,0.0,0.0,0.0,4.3331695565029804e-08,0.0,0.2965114712715149,0.2602102756500244,0.8027,0.8025
ConvNetBN,sapa,frog-airplane,0.02,worst0.05_ce5_tgt35,2548,6,50.0,83.33333333333333,33.33333333333333,1.6435035377071472e-07,0.0,0.2654324173927307,0.24042244255542755,0.7957,0.7916
