target_index,attack,selection,restart,step,iteration,objective,normalized_objective,best_objective,normalized_best_objective
3741,gradmatch,random,4,10,1010,0.6364420056343079,0.7412959337234497,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,20,1020,0.5784041285514832,0.6736962795257568,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,30,1030,0.43592673540115356,0.5077457427978516,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,40,1040,0.4280216693878174,0.4985383152961731,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,50,1050,0.45279914140701294,0.527397871017456,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,60,1060,0.3915172517299652,0.456019788980484,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,70,1070,0.3786562979221344,0.4410399794578552,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,80,1080,0.4128742218017578,0.4808953106403351,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,90,1090,0.3863607347011566,0.4500137269496918,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,100,1100,0.44338732957839966,0.516435444355011,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,110,1110,0.3738553524017334,0.4354480803012848,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,120,1120,0.48523563146591187,0.5651782751083374,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,130,1130,0.4148462414741516,0.48319220542907715,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,140,1140,0.5278955698013306,0.6148664355278015,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,150,1150,0.47850877046585083,0.5573431849479675,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,160,1160,0.47563886642456055,0.5540004372596741,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,170,1170,0.43564051389694214,0.5074123740196228,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,180,1180,0.34977230429649353,0.4073973298072815,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,190,1190,0.37386640906333923,0.4354609549045563,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,200,1200,0.5391329526901245,0.6279551982879639,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,210,1210,0.586894154548645,0.6835850477218628,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,220,1220,0.7407698035240173,0.8628117442131042,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,230,1230,0.3339206576347351,0.3889341354370117,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,4,240,1240,0.4417334496974945,0.5145090818405151,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,0,1250,0.7673689126968384,0.8937930464744568,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,10,1260,0.611862301826477,0.7126666903495789,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,20,1270,0.5258398056030273,0.6124719977378845,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,30,1280,0.5772147178649902,0.6723109483718872,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,40,1290,0.4465293884277344,0.52009516954422,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,50,1300,0.48372650146484375,0.5634205341339111,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,60,1310,0.4034247398376465,0.4698890149593353,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,70,1320,0.390827476978302,0.45521634817123413,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,80,1330,0.4277573525905609,0.4982304275035858,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,90,1340,0.6231852769851685,0.7258551120758057,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,100,1350,0.5186799764633179,0.6041325926780701,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,110,1360,0.38358721137046814,0.44678327441215515,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,120,1370,0.368304580450058,0.42898282408714294,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,130,1380,0.4632479250431061,0.5395680665969849,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,140,1390,0.34168583154678345,0.39797863364219666,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,150,1400,0.43460923433303833,0.5062111616134644,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,160,1410,0.4022342562675476,0.468502402305603,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,170,1420,0.46700191497802734,0.543940544128418,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,180,1430,0.5795196294784546,0.6749956011772156,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,190,1440,0.41660284996032715,0.4852382242679596,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,200,1450,0.38904857635498047,0.453144371509552,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,210,1460,0.6895759701728821,0.8031837344169617,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,220,1470,0.4138759672641754,0.48206210136413574,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,230,1480,0.4630822241306305,0.5393750667572021,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,5,240,1490,0.39110758900642395,0.4555426239967346,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,0,1500,0.8017345666885376,0.9338204264640808,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,10,1510,0.5786248445510864,0.6739533543586731,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,20,1520,0.4690210819244385,0.5462923645973206,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,30,1530,0.4453396201133728,0.5187093615531921,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,40,1540,0.4066770672798157,0.4736771583557129,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,50,1550,0.4677921235561371,0.5448609590530396,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,60,1560,0.45450854301452637,0.5293889045715332,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,70,1570,0.5948736071586609,0.6928791403770447,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,80,1580,0.35402578115463257,0.4123515784740448,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,90,1590,0.5452739000320435,0.6351078748703003,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,100,1600,0.4079052805900574,0.47510772943496704,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,110,1610,0.34092283248901367,0.3970899283885956,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,120,1620,0.4211556315422058,0.4905410706996918,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,130,1630,0.6692536473274231,0.7795132994651794,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,140,1640,0.5583974719047546,0.650393545627594,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,150,1650,0.5290220379829407,0.6161785125732422,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,160,1660,0.45753535628318787,0.532914400100708,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,170,1670,0.4500572681427002,0.5242042541503906,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,180,1680,0.405855655670166,0.4727204442024231,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,190,1690,0.7567442655563354,0.881417989730835,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,200,1700,0.4036279618740082,0.4701257348060608,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,210,1710,0.37810182571411133,0.44039416313171387,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,220,1720,0.40258169174194336,0.46890708804130554,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,230,1730,0.33861374855041504,0.394400417804718,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,6,240,1740,0.405139297246933,0.4718860685825348,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,0,1750,0.8053171038627625,0.9379932284355164,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,10,1760,0.648133397102356,0.7549134492874146,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,20,1770,0.6861490607261658,0.7991921901702881,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,30,1780,0.48289841413497925,0.5624560117721558,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,40,1790,0.4046538770198822,0.47132065892219543,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,50,1800,0.43127909302711487,0.5023323893547058,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,60,1810,0.5073197484016418,0.5909007787704468,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,70,1820,0.4050084054470062,0.47173359990119934,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,80,1830,0.557243824005127,0.6490498185157776,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,90,1840,0.39427927136421204,0.45923683047294617,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,100,1850,0.5104967355728149,0.5946011543273926,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,110,1860,0.3857657313346863,0.4493207037448883,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,120,1870,0.3380529284477234,0.3937472105026245,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,130,1880,0.44376716017723083,0.5168778896331787,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,140,1890,0.3662092685699463,0.4265423119068146,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,150,1900,0.38681530952453613,0.45054319500923157,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,160,1910,0.5342556834220886,0.6222743988037109,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,170,1920,0.40700554847717285,0.4740597605705261,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,180,1930,0.3861817717552185,0.44980528950691223,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,190,1940,0.3486354947090149,0.4060732424259186,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,200,1950,0.5182377696037292,0.6036174893379211,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,210,1960,0.529148280620575,0.6163255572319031,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,220,1970,0.38380101323127747,0.44703227281570435,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,230,1980,0.37192147970199585,0.4331955909729004,0.3295266926288605,0.38381627202033997
3741,gradmatch,random,7,240,1990,0.4267781376838684,0.4970898926258087,0.328555166721344,0.3826846778392792
3741,gradmatch,random,7,249,1999,0.5118046998977661,0.5961245894432068,0.328555166721344,0.3826846778392792
3741,gradmatch,greedy,0,0,0,0.7221306562423706,1.0,0.7221306562423706,1.0
3741,gradmatch,greedy,0,10,10,0.4265926480293274,0.5907416343688965,0.4265926480293274,0.5907416343688965
3741,gradmatch,greedy,0,20,20,0.3755223751068115,0.5200200080871582,0.3755223751068115,0.5200200080871582
3741,gradmatch,greedy,0,30,30,0.4109770655632019,0.5691173076629639,0.3755223751068115,0.5200200080871582
3741,gradmatch,greedy,0,40,40,0.5793490409851074,0.8022773265838623,0.33899736404418945,0.4694404900074005
3741,gradmatch,greedy,0,50,50,0.38528117537498474,0.5335338711738586,0.33385297656059265,0.4623165726661682
3741,gradmatch,greedy,0,60,60,0.3322513997554779,0.4600987434387207,0.3100937008857727,0.4294149577617645
3741,gradmatch,greedy,0,70,70,0.4631105363368988,0.6413112878799438,0.2974402904510498,0.4118926227092743
3741,gradmatch,greedy,0,80,80,0.4000568985939026,0.5539951920509338,0.29228872060775757,0.4047587811946869
3741,gradmatch,greedy,0,90,90,0.36557644605636597,0.5062469840049744,0.29228872060775757,0.4047587811946869
3741,gradmatch,greedy,0,100,100,0.3406199812889099,0.4716874659061432,0.29228872060775757,0.4047587811946869
3741,gradmatch,greedy,0,110,110,0.3122084140777588,0.43234339356422424,0.29228872060775757,0.4047587811946869
3741,gradmatch,greedy,0,120,120,0.3992128372192383,0.5528263449668884,0.2901289463043213,0.40176793932914734
3741,gradmatch,greedy,0,130,130,0.30861616134643555,0.4273688793182373,0.2901289463043213,0.40176793932914734
3741,gradmatch,greedy,0,140,140,0.4471774697303772,0.619247317314148,0.2901289463043213,0.40176793932914734
3741,gradmatch,greedy,0,150,150,0.2864627242088318,0.3966909945011139,0.2864627242088318,0.3966909945011139
3741,gradmatch,greedy,0,160,160,0.4898529052734375,0.6783438920974731,0.2864627242088318,0.3966909945011139
3741,gradmatch,greedy,0,170,170,0.3520160913467407,0.4874686896800995,0.2839885652065277,0.3932648003101349
3741,gradmatch,greedy,0,180,180,0.34258928894996643,0.47441455721855164,0.2839885652065277,0.3932648003101349
3741,gradmatch,greedy,0,190,190,0.5698525309562683,0.7891266345977783,0.2839885652065277,0.3932648003101349
3741,gradmatch,greedy,0,200,200,0.4686538279056549,0.6489875912666321,0.2839885652065277,0.3932648003101349
3741,gradmatch,greedy,0,210,210,0.43965306878089905,0.6088275909423828,0.2839885652065277,0.3932648003101349
3741,gradmatch,greedy,0,220,220,0.46453341841697693,0.6432816982269287,0.28289300203323364,0.39174768328666687
3741,gradmatch,greedy,0,230,230,0.3549797534942627,0.4915727376937866,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,0,240,240,0.303267240524292,0.41996172070503235,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,0,250,0.7113600969314575,0.9850850105285645,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,10,260,0.5614475011825562,0.7774873971939087,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,20,270,0.5602190494537354,0.775786280632019,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,30,280,0.6566246151924133,0.9092878103256226,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,40,290,0.3253970146179199,0.4506068527698517,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,50,300,0.3794788718223572,0.5254989266395569,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,60,310,0.47917652130126953,0.6635593175888062,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,70,320,0.388627290725708,0.5381675362586975,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,80,330,0.38227707147598267,0.529373824596405,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,90,340,0.4793005883693695,0.6637310981750488,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,100,350,0.350544810295105,0.4854312837123871,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,110,360,0.4027617573738098,0.5577408671379089,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,120,370,0.325506329536438,0.4507582187652588,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,130,380,0.3142710328102112,0.43519967794418335,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,140,390,0.33447304368019104,0.4631752371788025,0.28171882033348083,0.3901216685771942
3741,gradmatch,greedy,1,150,400,0.5399570465087891,0.747727632522583,0.2764008045196533,0.3827573359012604
3741,gradmatch,greedy,1,160,410,0.4538440704345703,0.6284791827201843,0.27613064646720886,0.38238322734832764
3741,gradmatch,greedy,1,170,420,0.315828800201416,0.4373568594455719,0.2756790220737457,0.38175782561302185
3741,gradmatch,greedy,1,180,430,0.30297279357910156,0.4195539951324463,0.2756790220737457,0.38175782561302185
3741,gradmatch,greedy,1,190,440,0.3966909348964691,0.5493339896202087,0.2756790220737457,0.38175782561302185
3741,gradmatch,greedy,1,200,450,0.2740913927555084,0.3795592784881592,0.2740913927555084,0.3795592784881592
3741,gradmatch,greedy,1,210,460,0.35895198583602905,0.4970734715461731,0.27112525701522827,0.37545180320739746
3741,gradmatch,greedy,1,220,470,0.3276592195034027,0.4537395238876343,0.27112525701522827,0.37545180320739746
3741,gradmatch,greedy,1,230,480,0.4119319021701813,0.5704395771026611,0.27112525701522827,0.37545180320739746
3741,gradmatch,greedy,1,240,490,0.5478070974349976,0.7585983276367188,0.2685778737068176,0.3719242215156555
3741,gradmatch,greedy,2,0,500,0.747559666633606,1.035213828086853,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,10,510,0.4550173878669739,0.6301039457321167,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,20,520,0.6331878304481506,0.8768327832221985,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,30,530,0.4088870882987976,0.56622314453125,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,40,540,0.43285226821899414,0.5994098782539368,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,50,550,0.38478565216064453,0.5328477025032043,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,60,560,0.3278992772102356,0.45407193899154663,0.26800310611724854,0.37112829089164734
3741,gradmatch,greedy,2,70,570,0.383599191904068,0.5312047004699707,0.26800310611724854,0.37112829089164734
