target_index,attack,selection,restart,step,iteration,objective,normalized_objective,best_objective,normalized_best_objective
6857,gradmatch,dpp,4,120,1120,0.39524903893470764,0.6723605394363403,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,130,1130,0.32912477850914,0.5598761439323425,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,140,1140,0.565397322177887,0.9618008136749268,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,150,1150,0.3707846999168396,0.6307440996170044,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,160,1160,0.4233594536781311,0.7201793193817139,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,170,1170,0.3469560742378235,0.5902090668678284,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,180,1180,0.3205980360507965,0.5453712344169617,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,190,1190,0.3844408094882965,0.6539745926856995,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,200,1200,0.28961485624313354,0.4926655888557434,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,210,1210,0.28976213932037354,0.4929161071777344,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,220,1220,0.2880170941352844,0.4899476170539856,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,230,1230,0.4306250512599945,0.7325388789176941,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,4,240,1240,0.4131298065185547,0.702777624130249,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,0,1250,0.6261298060417175,1.0651131868362427,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,10,1260,0.4298327565193176,0.731191098690033,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,20,1270,0.46718549728393555,0.7947320342063904,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,30,1280,0.4255046844482422,0.7238285541534424,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,40,1290,0.3282827138900757,0.5584437251091003,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,50,1300,0.40176111459732056,0.683438241481781,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,60,1310,0.5511775016784668,0.9376113414764404,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,70,1320,0.47450971603393555,0.8071913123130798,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,80,1330,0.44565948843955994,0.7581140398979187,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,90,1340,0.39135944843292236,0.665743887424469,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,100,1350,0.38627946376800537,0.6571023464202881,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,110,1360,0.3915981352329254,0.6661499738693237,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,120,1370,0.6724753975868225,1.1439518928527832,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,130,1380,0.34651488065719604,0.5894585251808167,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,140,1390,0.31838497519493103,0.541606605052948,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,150,1400,0.34980472922325134,0.5950549244880676,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,160,1410,0.2902732789516449,0.4937856197357178,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,170,1420,0.420732319355011,0.7157102823257446,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,180,1430,0.36596065759658813,0.6225378513336182,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,190,1440,0.5357096791267395,0.9112989902496338,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,200,1450,0.6559289693832397,1.115804672241211,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,210,1460,0.4095073342323303,0.6966153979301453,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,220,1470,0.32215070724487305,0.5480124950408936,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,230,1480,0.32967084646224976,0.560805082321167,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,5,240,1490,0.41607537865638733,0.707788348197937,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,0,1500,0.7344724535942078,1.2494155168533325,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,10,1510,0.5881077647209167,1.0004336833953857,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,20,1520,0.46176281571388245,0.7855075001716614,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,30,1530,0.4589432179927826,0.7807110548019409,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,40,1540,0.3681477904319763,0.6262584328651428,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,50,1550,0.3437599539756775,0.5847721099853516,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,60,1560,0.3995646834373474,0.6797018647193909,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,70,1570,0.3377050459384918,0.5744720697402954,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,80,1580,0.3354158401489258,0.5705779194831848,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,90,1590,0.4506451487541199,0.766595184803009,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,100,1600,0.3889588713645935,0.6616602540016174,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,110,1610,0.332658976316452,0.5658881664276123,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,120,1620,0.31370237469673157,0.53364098072052,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,130,1630,0.4354952275753021,0.7408235669136047,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,140,1640,0.5259609818458557,0.8947153687477112,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,150,1650,0.3107084631919861,0.5285480618476868,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,160,1660,0.3684841990470886,0.6268306970596313,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,170,1670,0.3811369836330414,0.6483544111251831,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,180,1680,0.36244767904281616,0.6165619492530823,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,190,1690,0.3068757951259613,0.5220282673835754,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,200,1700,0.37991294264793396,0.6462721824645996,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,210,1710,0.31817346811294556,0.5412468314170837,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,220,1720,0.4114598333835602,0.6999368071556091,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,230,1730,0.35157832503318787,0.5980719923973083,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,6,240,1740,0.41174691915512085,0.7004251480102539,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,0,1750,0.6442114114761353,1.095871925354004,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,10,1760,0.5410751104354858,0.9204261302947998,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,20,1770,0.5082550644874573,0.8645957708358765,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,30,1780,0.47895780205726624,0.8147580027580261,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,40,1790,0.3938036859035492,0.6699018478393555,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,50,1800,0.3754214942455292,0.6386317610740662,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,60,1810,0.3384090065956116,0.5756695866584778,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,70,1820,0.5172101259231567,0.8798292875289917,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,80,1830,0.5378218293190002,0.9148919582366943,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,90,1840,0.6628037691116333,1.1274994611740112,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,100,1850,0.2962353229522705,0.5039277076721191,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,110,1860,0.37568745017051697,0.6390841603279114,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,120,1870,0.4782028794288635,0.8134738206863403,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,130,1880,0.3812578320503235,0.6485599875450134,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,140,1890,0.399111807346344,0.678931474685669,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,150,1900,0.47175711393356323,0.8025088906288147,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,160,1910,0.3549405038356781,0.6037914156913757,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,170,1920,0.43854060769081116,0.746004045009613,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,180,1930,0.31604477763175964,0.5376256704330444,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,190,1940,0.3177850544452667,0.5405860543251038,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,200,1950,0.3521568775177002,0.5990561842918396,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,210,1960,0.5473790168762207,0.9311497211456299,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,220,1970,0.45759114623069763,0.7784110307693481,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,230,1980,0.3243106007575989,0.551686704158783,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,240,1990,0.30502066016197205,0.5188724994659424,0.2804361879825592,0.47705167531967163
6857,gradmatch,dpp,7,249,1999,0.35735195875167847,0.6078935861587524,0.2804361879825592,0.47705167531967163
6857,sapa,random,0,0,0,0.6746975183486938,1.0,0.6746975183486938,1.0
6857,sapa,random,0,10,10,0.5133810639381409,0.7609055042266846,0.5133810639381409,0.7609055042266846
6857,sapa,random,0,20,20,0.4769642949104309,0.7069305777549744,0.4769642949104309,0.7069305777549744
6857,sapa,random,0,30,30,0.5907272696495056,0.8755438327789307,0.4422343671321869,0.6554557681083679
6857,sapa,random,0,40,40,0.4344263970851898,0.643883228302002,0.41582193970680237,0.6163086891174316
6857,sapa,random,0,50,50,0.4706704616546631,0.6976022124290466,0.39236825704574585,0.5815469026565552
6857,sapa,random,0,60,60,0.4089212417602539,0.6060808300971985,0.39236825704574585,0.5815469026565552
6857,sapa,random,0,70,70,0.43327856063842773,0.642181932926178,0.38957056403160095,0.5774003267288208
6857,sapa,random,0,80,80,0.586999237537384,0.8700183629989624,0.38181543350219727,0.5659061074256897
6857,sapa,random,0,90,90,0.5052555799484253,0.7488623857498169,0.370597779750824,0.5492798686027527
6857,sapa,random,0,100,100,0.3988833427429199,0.5912032127380371,0.3672674596309662,0.544343888759613
6857,sapa,random,0,110,110,0.3778872787952423,0.5600839853286743,0.3672674596309662,0.544343888759613
6857,sapa,random,0,120,120,0.4147403836250305,0.6147056818008423,0.3672674596309662,0.544343888759613
6857,sapa,random,0,130,130,0.35181787610054016,0.5214453339576721,0.35181787610054016,0.5214453339576721
6857,sapa,random,0,140,140,0.46441546082496643,0.6883313655853271,0.34636110067367554,0.5133575797080994
6857,sapa,random,0,150,150,0.3942614495754242,0.5843529105186462,0.34636110067367554,0.5133575797080994
6857,sapa,random,0,160,160,0.4769916534423828,0.7069711089134216,0.34509721398353577,0.5114843249320984
6857,sapa,random,0,170,170,0.5994907021522522,0.8885325193405151,0.3431858718395233,0.5086514353752136
6857,sapa,random,0,180,180,0.4327029287815094,0.641328752040863,0.3405621647834778,0.5047627091407776
6857,sapa,random,0,190,190,0.3785880506038666,0.5611226558685303,0.3405621647834778,0.5047627091407776
6857,sapa,random,0,200,200,0.6242026090621948,0.925159215927124,0.3405621647834778,0.5047627091407776
6857,sapa,random,0,210,210,0.4095240533351898,0.6069743037223816,0.3405621647834778,0.5047627091407776
6857,sapa,random,0,220,220,0.48644328117370605,0.7209798097610474,0.3405621647834778,0.5047627091407776
6857,sapa,random,0,230,230,0.3993191719055176,0.5918492078781128,0.3405621647834778,0.5047627091407776
6857,sapa,random,0,240,240,0.36658334732055664,0.5433298945426941,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,0,250,0.7119177579879761,1.0551657676696777,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,10,260,0.5140572786331177,0.7619077563285828,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,20,270,0.473787397146225,0.7022219300270081,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,30,280,0.4336884617805481,0.6427894830703735,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,40,290,0.5035802125930786,0.7463792562484741,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,50,300,0.49784332513809204,0.737876296043396,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,60,310,0.5819722414016724,0.8625676035881042,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,70,320,0.3637925982475281,0.5391936302185059,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,80,330,0.49977269768714905,0.7407359480857849,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,90,340,0.42083463072776794,0.6237382292747498,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,100,350,0.3511708080768585,0.5204862952232361,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,110,360,0.4311273694038391,0.6389935612678528,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,120,370,0.6019496917724609,0.8921771049499512,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,130,380,0.5139825940132141,0.7617970705032349,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,140,390,0.4854393005371094,0.7194917798042297,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,150,400,0.45021653175354004,0.6672864556312561,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,160,410,0.42965441942214966,0.6368104219436646,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,170,420,0.4249679148197174,0.6298643350601196,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,180,430,0.735072672367096,1.0894848108291626,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,190,440,0.38881373405456543,0.576278567314148,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,200,450,0.36983880400657654,0.5481549501419067,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,210,460,0.40195703506469727,0.595758855342865,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,220,470,0.3451152741909027,0.5115110874176025,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,230,480,0.46633845567703247,0.6911815404891968,0.3405621647834778,0.5047627091407776
6857,sapa,random,1,240,490,0.4145333170890808,0.6143987774848938,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,0,500,0.7502528429031372,1.1119840145111084,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,10,510,0.6999561786651611,1.0374369621276855,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,20,520,0.5238958597183228,0.7764899730682373,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,30,530,0.45002079010009766,0.6669963598251343,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,40,540,0.42799434065818787,0.6343499422073364,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,50,550,0.492222398519516,0.7295452952384949,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,60,560,0.41850557923316956,0.620286226272583,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,70,570,0.5540810823440552,0.8212288618087769,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,80,580,0.43685609102249146,0.6474843621253967,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,90,590,0.48319655656814575,0.716167688369751,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,100,600,0.38304609060287476,0.5677301287651062,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,110,610,0.3546887934207916,0.5257004499435425,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,120,620,0.42778998613357544,0.6340470910072327,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,130,630,0.38838863372802734,0.5756485462188721,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,140,640,0.3877645432949066,0.5747235417366028,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,150,650,0.4806831479072571,0.7124424576759338,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,160,660,0.4291265904903412,0.6360281109809875,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,170,670,0.38714876770973206,0.573810875415802,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,180,680,0.3589000105857849,0.5319420695304871,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,190,690,0.47040122747421265,0.6972031593322754,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,200,700,0.547895073890686,0.8120602965354919,0.3405621647834778,0.5047627091407776
6857,sapa,random,2,210,710,0.35533323884010315,0.5266556143760681,0.3399856388568878,0.5039082169532776
6857,sapa,random,2,220,720,0.40042978525161743,0.59349524974823,0.33959805965423584,0.5033338069915771
6857,sapa,random,2,230,730,0.42323413491249084,0.627294659614563,0.33820822834968567,0.5012738704681396
6857,sapa,random,2,240,740,0.39050328731536865,0.5787827372550964,0.33820822834968567,0.5012738704681396
6857,sapa,random,3,0,750,0.7297596335411072,1.081610083580017,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,10,760,0.5624279975891113,0.8336002230644226,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,20,770,0.4702819883823395,0.6970264315605164,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,30,780,0.5180650949478149,0.7678479552268982,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,40,790,0.4496648907661438,0.6664688587188721,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,50,800,0.4732242524623871,0.7013872861862183,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,60,810,0.43044042587280273,0.6379753947257996,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,70,820,0.5281897783279419,0.7828541994094849,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,80,830,0.5176773071289062,0.7672731876373291,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,90,840,0.4734976291656494,0.7017924785614014,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,100,850,0.43808117508888245,0.6493000984191895,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,110,860,0.3893360495567322,0.5770527124404907,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,120,870,0.3772285580635071,0.5591076612472534,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,130,880,0.5529462099075317,0.8195468187332153,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,140,890,0.5701886415481567,0.8451026082038879,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,150,900,0.7114197015762329,1.0544276237487793,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,160,910,0.3424600064754486,0.5075756311416626,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,170,920,0.429473876953125,0.6365428566932678,0.33722153306007385,0.49981144070625305
6857,sapa,random,3,180,930,0.5329927802085876,0.7899729609489441,0.33673420548439026,0.49908915162086487
6857,sapa,random,3,190,940,0.4471410810947418,0.6627281904220581,0.33535832166671753,0.49704986810684204
6857,sapa,random,3,200,950,0.44788986444473267,0.6638380289077759,0.33535832166671753,0.49704986810684204
6857,sapa,random,3,210,960,0.516014814376831,0.7648091316223145,0.33535832166671753,0.49704986810684204
6857,sapa,random,3,220,970,0.3974842131137848,0.5891295075416565,0.33535832166671753,0.49704986810684204
6857,sapa,random,3,230,980,0.48366910219192505,0.7168680429458618,0.33535832166671753,0.49704986810684204
6857,sapa,random,3,240,990,0.3613305687904358,0.5355445146560669,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,0,1000,0.7087587118148804,1.0504837036132812,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,10,1010,0.5794762372970581,0.8588681817054749,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,20,1020,0.6145961880683899,0.9109210968017578,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,30,1030,0.5350772738456726,0.7930624485015869,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,40,1040,0.4310222566127777,0.6388377547264099,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,50,1050,0.404493510723114,0.5995182991027832,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,60,1060,0.43157529830932617,0.6396574378013611,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,70,1070,0.3674499988555908,0.5446144342422485,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,80,1080,0.47671693563461304,0.7065639495849609,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,90,1090,0.3970460295677185,0.5884800553321838,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,100,1100,0.4851219058036804,0.7190213203430176,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,110,1110,0.5928381681442261,0.8786725401878357,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,120,1120,0.4366331100463867,0.6471538543701172,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,130,1130,0.37837719917297363,0.5608101487159729,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,140,1140,0.6281870007514954,0.9310646653175354,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,150,1150,0.41050824522972107,0.6084330081939697,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,160,1160,0.4803657531738281,0.7119719982147217,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,170,1170,0.40262994170188904,0.5967562198638916,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,180,1180,0.369710773229599,0.5479652285575867,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,190,1190,0.4266358017921448,0.6323363780975342,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,200,1200,0.3419714570045471,0.5068514943122864,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,210,1210,0.34544795751571655,0.5120041966438293,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,220,1220,0.33992063999176025,0.5038118958473206,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,230,1230,0.4727235436439514,0.7006451487541199,0.33535832166671753,0.49704986810684204
6857,sapa,random,4,240,1240,0.45706549286842346,0.6774376630783081,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,0,1250,0.6946600079536438,1.0295872688293457,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,10,1260,0.5126355290412903,0.7598005533218384,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,20,1270,0.5355035066604614,0.7936941981315613,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,30,1280,0.48212724924087524,0.7145828008651733,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,40,1290,0.3917742371559143,0.5806664824485779,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,50,1300,0.44999757409095764,0.6669619679450989,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,60,1310,0.6017560958862305,0.8918901681900024,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,70,1320,0.5243842005729675,0.7772137522697449,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,80,1330,0.49552735686302185,0.734443724155426,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,90,1340,0.4658801555633545,0.6905022263526917,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,100,1350,0.4319002628326416,0.640139102935791,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,110,1360,0.44332343339920044,0.6570699214935303,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,120,1370,0.724003791809082,1.0730791091918945,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,130,1380,0.39395445585250854,0.5838978886604309,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,140,1390,0.37170273065567017,0.5509175658226013,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,150,1400,0.40364450216293335,0.5982599258422852,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,160,1410,0.3484795093536377,0.5164973735809326,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,170,1420,0.4642795920372009,0.6881299614906311,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,180,1430,0.4164016842842102,0.6171679496765137,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,190,1440,0.5656172037124634,0.8383271098136902,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,200,1450,0.6916196346282959,1.0250810384750366,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,210,1460,0.4625224471092224,0.68552565574646,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,220,1470,0.3727147579193115,0.5524175763130188,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,230,1480,0.3865324854850769,0.5728974342346191,0.33535832166671753,0.49704986810684204
6857,sapa,random,5,240,1490,0.4751199781894684,0.7041969895362854,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,0,1500,0.8044784665107727,1.1923543214797974,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,10,1510,0.6327160596847534,0.9377773404121399,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,20,1520,0.5319901704788208,0.788486897945404,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,30,1530,0.5210244059562683,0.7722340822219849,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,40,1540,0.42062583565711975,0.6234287619590759,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,50,1550,0.3939514756202698,0.5838934779167175,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,60,1560,0.440798819065094,0.6533280611038208,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,70,1570,0.4014458656311035,0.595001220703125,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,80,1580,0.38998693227767944,0.5780174136161804,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,90,1590,0.5076382756233215,0.7523938417434692,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,100,1600,0.43745774030685425,0.6483761072158813,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,110,1610,0.3898671567440033,0.5778399109840393,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,120,1620,0.36414599418640137,0.5397173762321472,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,130,1630,0.487150102853775,0.7220274209976196,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,140,1640,0.551864743232727,0.8179439306259155,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,150,1650,0.3591826558113098,0.5323610305786133,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,160,1660,0.4051952362060547,0.600558340549469,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,170,1670,0.4317680299282074,0.6399431228637695,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,180,1680,0.3924447298049927,0.581660270690918,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,190,1690,0.35950520634651184,0.5328390598297119,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,200,1700,0.4178329408168793,0.6192892789840698,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,210,1710,0.3738778233528137,0.5541414022445679,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,220,1720,0.46713876724243164,0.692367672920227,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,230,1730,0.3967982232570648,0.5881127715110779,0.33535832166671753,0.49704986810684204
6857,sapa,random,6,240,1740,0.4436097741127014,0.657494306564331,0.33535832166671753,0.49704986810684204
