run_dir,dataset,model,attack,pair,budget,eps,seed,tags,selection,lam,dist,target_idx,victim_id,success,clean_test_acc,clean_asr,target_score,craft_obj,num_poisons
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,6277,0,1,0.8142,0.0,0.00044744997285306454,0.07628603279590607,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,6277,1,1,0.7564,0.0,0.00044744997285306454,0.07628603279590607,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,6277,2,1,0.8021,0.0,0.00044744997285306454,0.07628603279590607,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,6277,3,1,0.794,0.0,0.00044744997285306454,0.07628603279590607,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,6277,4,1,0.8039,0.0,0.00044744997285306454,0.07628603279590607,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,9915,0,1,0.8034,0.0,1.6999358649627538e-06,0.10539114475250244,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,9915,1,1,0.8175,0.0,1.6999358649627538e-06,0.10539114475250244,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,9915,2,1,0.8077,0.0,1.6999358649627538e-06,0.10539114475250244,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,9915,3,1,0.7956,0.0,1.6999358649627538e-06,0.10539114475250244,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,9915,4,1,0.8076,0.0,1.6999358649627538e-06,0.10539114475250244,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,8956,0,1,0.797,0.0,0.0011702589690685272,0.11580952256917953,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,8956,1,0,0.796,0.0,0.0011702589690685272,0.11580952256917953,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,8956,2,1,0.8005,0.0,0.0011702589690685272,0.11580952256917953,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,8956,3,1,0.8092,0.0,0.0011702589690685272,0.11580952256917953,250.0
CIFAR10_ConvNetBN_fc_ours_airplane-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,airplane-bird,0.005,8,42,ce5,dpp2,1,cosine,8956,4,1,0.8146,0.0,0.0011702589690685272,0.11580952256917953,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9378,0,0,0.7909,0.0,7.024519277365471e-08,0.17035308480262756,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9378,1,1,0.8038,0.0,7.024519277365471e-08,0.17035308480262756,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9378,2,1,0.8036,0.0,7.024519277365471e-08,0.17035308480262756,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9378,3,0,0.8054,0.0,7.024519277365471e-08,0.17035308480262756,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9378,4,0,0.7933,0.0,7.024519277365471e-08,0.17035308480262756,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,6579,0,0,0.8085,0.0,3.4397356615576494e-21,0.1783093363046646,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,6579,1,0,0.8085,0.0,3.4397356615576494e-21,0.1783093363046646,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,6579,2,0,0.8028,0.0,3.4397356615576494e-21,0.1783093363046646,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,6579,3,1,0.8099,0.0,3.4397356615576494e-21,0.1783093363046646,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,6579,4,0,0.8176,0.0,3.4397356615576494e-21,0.1783093363046646,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,4761,0,0,0.8032,0.0,7.298678154910032e-12,0.14756210148334503,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,4761,1,0,0.8053,0.0,7.298678154910032e-12,0.14756210148334503,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,4761,2,0,0.81,0.0,7.298678154910032e-12,0.14756210148334503,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,4761,3,0,0.8004,0.0,7.298678154910032e-12,0.14756210148334503,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,4761,4,0,0.8032,0.0,7.298678154910032e-12,0.14756210148334503,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,2174,0,0,0.7956,0.0,2.35467739057027e-11,0.1747172772884369,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,2174,1,0,0.7971,0.0,2.35467739057027e-11,0.1747172772884369,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,2174,2,1,0.8053,0.0,2.35467739057027e-11,0.1747172772884369,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,2174,3,1,0.8059,0.0,2.35467739057027e-11,0.1747172772884369,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,2174,4,0,0.797,0.0,2.35467739057027e-11,0.1747172772884369,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9743,0,1,0.8068,0.0,3.929202459679619e-15,0.1580437868833542,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9743,1,1,0.8009,0.0,3.929202459679619e-15,0.1580437868833542,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9743,2,0,0.8083,0.0,3.929202459679619e-15,0.1580437868833542,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9743,3,0,0.7947,0.0,3.929202459679619e-15,0.1580437868833542,250.0
CIFAR10_ConvNetBN_fc_ours_cat-truck_b0.005_eps8_seed42_lam1_cosine_seldpp2_ce5,CIFAR10,ConvNetBN,fc,cat-truck,0.005,8,42,ce5,dpp2,1,cosine,9743,4,0,0.8054,0.0,3.929202459679619e-15,0.1580437868833542,250.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,2540,0,1,0.81,0.0,0.002384867984801531,0.14321240782737732,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,2540,1,0,0.7642,0.0,0.002384867984801531,0.14321240782737732,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,2540,2,1,0.802,0.0,0.002384867984801531,0.14321240782737732,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,2540,3,1,0.7985,0.0,0.002384867984801531,0.14321240782737732,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,2540,4,0,0.8021,0.0,0.002384867984801531,0.14321240782737732,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,2540,5,0,0.8067,0.0,0.002384867984801531,0.14321240782737732,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,8129,0,0,0.798,0.0,9.496261554886587e-06,0.09536927193403244,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,8129,1,1,0.8071,0.0,9.496261554886587e-06,0.09536927193403244,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,8129,2,1,0.7958,0.0,9.496261554886587e-06,0.09536927193403244,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,8129,3,0,0.802,0.0,9.496261554886587e-06,0.09536927193403244,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,8129,4,0,0.7943,0.0,9.496261554886587e-06,0.09536927193403244,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,8129,5,0,0.8063,0.0,9.496261554886587e-06,0.09536927193403244,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3725,0,0,0.8028,0.0,9.324157872470096e-06,0.1857430785894394,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3725,1,0,0.8043,0.0,9.324157872470096e-06,0.1857430785894394,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3725,2,0,0.7932,0.0,9.324157872470096e-06,0.1857430785894394,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3725,3,0,0.7954,0.0,9.324157872470096e-06,0.1857430785894394,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3725,4,1,0.804,0.0,9.324157872470096e-06,0.1857430785894394,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3725,5,0,0.8079,0.0,9.324157872470096e-06,0.1857430785894394,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5705,0,0,0.8023,0.0,1.3196719805819157e-07,0.06783024221658707,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5705,1,0,0.8158,0.0,1.3196719805819157e-07,0.06783024221658707,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5705,2,0,0.7885,0.0,1.3196719805819157e-07,0.06783024221658707,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5705,3,0,0.8047,0.0,1.3196719805819157e-07,0.06783024221658707,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5705,4,0,0.8012,0.0,1.3196719805819157e-07,0.06783024221658707,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5705,5,0,0.7917,0.0,1.3196719805819157e-07,0.06783024221658707,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,7663,0,0,0.8036,0.0,7.964348469613469e-07,0.07079081982374191,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,7663,1,0,0.8122,0.0,7.964348469613469e-07,0.07079081982374191,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,7663,2,0,0.8037,0.0,7.964348469613469e-07,0.07079081982374191,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,7663,3,0,0.8153,0.0,7.964348469613469e-07,0.07079081982374191,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,7663,4,0,0.8092,0.0,7.964348469613469e-07,0.07079081982374191,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,7663,5,1,0.81,0.0,7.964348469613469e-07,0.07079081982374191,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3875,0,0,0.7955,0.0,0.00016527115076314658,0.15008941292762756,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3875,1,0,0.8029,0.0,0.00016527115076314658,0.15008941292762756,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3875,2,1,0.8021,0.0,0.00016527115076314658,0.15008941292762756,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3875,3,0,0.7977,0.0,0.00016527115076314658,0.15008941292762756,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3875,4,1,0.7984,0.0,0.00016527115076314658,0.15008941292762756,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,3875,5,0,0.8094,0.0,0.00016527115076314658,0.15008941292762756,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5169,0,0,0.7927,0.0,3.866208544422989e-07,0.07022934406995773,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5169,1,0,0.7966,0.0,3.866208544422989e-07,0.07022934406995773,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5169,2,1,0.8057,0.0,3.866208544422989e-07,0.07022934406995773,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5169,3,1,0.8148,0.0,3.866208544422989e-07,0.07022934406995773,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5169,4,1,0.804,0.0,3.866208544422989e-07,0.07022934406995773,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,5169,5,0,0.79,0.0,3.866208544422989e-07,0.07022934406995773,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,6335,0,1,0.8039,0.0,3.996947634732351e-05,0.10055295377969742,50.0
CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.001_eps8_seed42_lam1_cosine_ce5_tgt50,CIFAR10,ConvNetBN,fc,dog-bird,0.001,8,42,ce5_tgt50,greedy,1,cosine,6335,1,0,0.7957,0.0,3.996947634732351e-05,0.10055295377969742,50.0
