candidate_index,selector_score,selector_rank,boundary_score,target_relevance,distance_term,heldout_gradient_utility,in_correlation_sample,in_random,in_greedy,in_dpp,target_index
27,-1.8847907781600952,291,-0.5780407786369324,0.3343857526779175,-1.3067502975463867,0.4578937292098999,1,0,0,0,8252
40,-0.6060874462127686,1633,-0.28532513976097107,0.29058194160461426,-0.32076236605644226,3.254648981965147e-05,1,0,0,0,8252
51,-0.7789223194122314,1354,0.18140514194965363,0.3193998336791992,-0.9603274464607239,-3.287540550900303e-07,1,0,0,0,8252
56,-0.08237328380346298,2558,-0.4200354516506195,0.26086652278900146,0.3376622498035431,1.731207251548767,1,0,0,0,8252
70,0.6708511114120483,3675,-0.02068345621228218,0.24441862106323242,0.6915344595909119,0.13267919421195984,1,0,0,0,8252
81,-1.3423460721969604,656,-0.3585899770259857,0.3207358717918396,-0.9837560653686523,0.03323584422469139,1,0,0,0,8252
83,-0.5121958255767822,1804,-0.6355218291282654,0.27027133107185364,0.1233258992433548,0.0731491670012474,1,0,0,0,8252
107,-1.8040603399276733,327,-0.4683345854282379,0.33717215061187744,-1.3357256650924683,0.0026964517310261726,1,0,0,0,8252
128,-1.1706584692001343,830,-0.5705596804618835,0.30286553502082825,-0.6000987887382507,0.0020494612399488688,1,0,0,0,8252
148,-0.17940263450145721,2385,0.032148607075214386,0.2860557734966278,-0.211551234126091,-1.4492436548607657e-06,1,0,0,0,8252
156,-1.2598963975906372,739,-0.5499579906463623,0.30741387605667114,-0.7099383473396301,0.39450567960739136,1,0,0,0,8252
157,0.20396676659584045,3013,-0.9819860458374023,0.2220643311738968,1.1859530210494995,0.13264890015125275,1,0,0,0,8252
167,-2.205050230026245,155,-0.3546404242515564,0.35905808210372925,-1.8504095077514648,0.009323046542704105,1,0,1,1,8252
173,0.043361831456422806,2760,-0.48955297470092773,0.25248655676841736,0.5329148173332214,0.012392748147249222,1,0,0,0,8252
177,-1.7612898349761963,351,-0.7058016657829285,0.3241390287876129,-1.0554879903793335,0.050237514078617096,1,0,0,0,8252
182,0.6061504483222961,3585,0.4496905505657196,0.2693687975406647,0.1564599573612213,1.4931538105010986,1,0,0,0,8252
183,0.3506312370300293,3217,-0.41509777307510376,0.24101625382900238,0.7657289505004883,5.842456340789795,1,0,0,0,8252
195,-0.3347415626049042,2131,-0.30035001039505005,0.277309775352478,-0.03439157083630562,0.24272014200687408,1,0,0,0,8252
198,0.8416830897331238,3880,-0.30868420004844666,0.22274331748485565,1.150367259979248,0.4345758557319641,1,0,0,0,8252
215,0.14857442677021027,2907,-0.8632528185844421,0.23043060302734375,1.0118271112442017,0.16166414320468903,1,0,0,0,8252
217,-0.8474920392036438,1262,0.06289489567279816,0.31806647777557373,-0.9103869795799255,0.00015755058848299086,1,0,0,0,8252
239,1.4435410499572754,4377,1.2796744108200073,0.2674911916255951,0.16386659443378448,0.0056938729248940945,1,0,0,0,8252
260,-1.792764663696289,331,-0.783776581287384,0.32171860337257385,-1.0089880228042603,1.3921040296554565,1,0,0,0,8252
277,0.1946149617433548,2994,-0.11962658166885376,0.26128268241882324,0.31424155831336975,0.00019871187396347523,1,0,0,0,8252
285,-0.3388214409351349,2120,-0.3632892668247223,0.27428919076919556,0.024467846378684044,0.006457823794335127,1,0,0,0,8252
297,0.051839429885149,2776,0.5189518928527832,0.2962959110736847,-0.4671125113964081,-0.004881618544459343,1,0,0,0,8252
305,0.23592832684516907,3060,-0.3000297546386719,0.2512087821960449,0.5359581708908081,0.09941315650939941,1,0,0,0,8252
324,2.399075508117676,4761,1.7231525182724,0.24448683857917786,0.6759228706359863,-4.13066456039779e-11,1,0,0,0,8252
337,-2.1114468574523926,192,-0.6768035888671875,0.3409862220287323,-1.4346433877944946,3.872741460800171,1,0,1,1,8252
339,1.0566051006317139,4077,0.21481075882911682,0.23879635334014893,0.8417943120002747,0.021175367757678032,1,1,0,0,8252
359,-0.860577404499054,1245,-0.6197798848152161,0.28719088435173035,-0.2407975196838379,0.2772893011569977,1,0,0,0,8252
374,3.7890536785125732,4958,2.0711491107940674,0.19692371785640717,1.7179046869277954,-1.796439619283774e-06,1,0,0,0,8252
380,-0.9016703963279724,1185,-0.356799453496933,0.3001609742641449,-0.5448708534240723,0.14856818318367004,1,0,0,0,8252
424,-0.6832286715507507,1508,0.00047667400212958455,0.3065478801727295,-0.6837053894996643,0.021968306973576546,1,0,0,0,8252
426,0.355111300945282,3224,0.9054651260375977,0.30019915103912354,-0.5503538250923157,-6.334378213068703e-07,1,0,0,0,8252
431,-0.16126887500286102,2415,-0.18811355531215668,0.27352529764175415,0.026844674721360207,2.3012490272521973,1,1,0,0,8252
450,-0.38676032423973083,2023,-0.4824950695037842,0.271260142326355,0.09573476761579514,0.08623115718364716,1,1,0,0,8252
462,1.1709810495376587,4177,0.5450870990753174,0.24713297188282013,0.6258939504623413,2.0392798205648432e-07,1,0,0,0,8252
471,0.1917080283164978,2989,0.14155279099941254,0.2741888463497162,0.05015524849295616,-9.673881322669331e-06,1,0,0,0,8252
491,-0.5489773154258728,1740,-0.6747370362281799,0.2703232765197754,0.12575969099998474,2.115783452987671,1,1,0,0,8252
500,0.18968087434768677,2986,0.21361671388149261,0.27637672424316406,-0.02393585443496704,9.138412133324891e-05,1,0,0,0,8252
515,0.9917457699775696,4025,-0.3882462978363037,0.21291518211364746,1.379991888999939,3.1280500888824463,1,0,0,0,8252
534,5.862919807434082,4998,5.423751354217529,0.25501665472984314,0.43916842341423035,5.206513532820763e-16,1,0,0,0,8252
535,1.0624290704727173,4081,-0.38664159178733826,0.20907719433307648,1.449070692062378,1.099940299987793,1,1,0,0,8252
542,-0.1018066555261612,2525,-0.3661012649536133,0.2642727792263031,0.2642946243286133,0.05253995209932327,1,0,0,0,8252
569,-1.9803497791290283,250,-0.7321246266365051,0.332700252532959,-1.248225212097168,0.9526439905166626,1,0,0,0,8252
573,-0.5053806304931641,1814,-0.283812552690506,0.2859170436859131,-0.22156810760498047,0.15647275745868683,1,0,0,0,8252
607,-0.5233840942382812,1786,0.11678142845630646,0.304337739944458,-0.6401654481887817,0.04370670020580292,1,0,0,0,8252
624,-0.831710934638977,1285,-0.34143367409706116,0.29656726121902466,-0.49027714133262634,0.02792208455502987,1,0,0,0,8252
653,1.0485713481903076,4068,0.75773024559021,0.2633145749568939,0.29084107279777527,-2.4073191440265873e-08,1,0,0,0,8252
670,0.6651308536529541,3666,-0.7094242572784424,0.213510662317276,1.3745553493499756,2.473017454147339,1,0,0,0,8252
675,0.7270585894584656,3750,1.135813593864441,0.2954312264919281,-0.4087548851966858,4.454379904927919e-06,1,0,0,0,8252
681,-1.0769431591033936,953,-0.24659202992916107,0.31421902775764465,-0.8303510546684265,0.023243684321641922,1,0,0,0,8252
686,0.067320816218853,2798,-0.45593252778053284,0.25143489241600037,0.5232533812522888,0.05705401301383972,1,0,0,0,8252
697,-2.3434696197509766,118,-0.4209602475166321,0.3633013069629669,-1.9225090742111206,0.025200895965099335,1,0,1,1,8252
726,0.35438331961631775,3222,0.06861783564090729,0.26121264696121216,0.28576552867889404,0.0016231691697612405,1,0,0,0,8252
729,-0.8440781831741333,1268,-0.3306271731853485,0.29936596751213074,-0.513451099395752,0.005776668433099985,1,0,0,0,8252
732,-1.2091444730758667,787,-0.9644802212715149,0.2869839668273926,-0.24466443061828613,0.18408572673797607,1,0,0,0,8252
734,-0.9689383506774902,1093,-0.630288302898407,0.29015761613845825,-0.3386499583721161,0.07772368937730789,1,0,0,0,8252
750,-1.109904408454895,913,-0.7171160578727722,0.29457196593284607,-0.3927883505821228,1.2473328113555908,1,0,0,0,8252
