dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,0,0,0.8742742742742743
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,1,0,0.875975975975976
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,2,0,0.8733733733733734
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,3,0,0.8811811811811812
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,4,0,0.8757757757757758
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,5,0,0.8763763763763763
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9513,0,0,0.8694694694694695
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9513,1,0,0.8702702702702703
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9513,2,0,0.8702702702702703
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9513,3,0,0.8700700700700701
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9513,4,0,0.8698698698698699
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9513,5,0,0.8786786786786787
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7,0,0,0.8733733733733734
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7,1,0,0.8773773773773774
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7,2,0,0.8776776776776777
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7,3,0,0.8725725725725726
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7,4,0,0.8745745745745745
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7,5,0,0.8663663663663663
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7117,0,0,0.8765765765765766
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7117,1,0,0.8790790790790791
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7117,2,0,0.8778778778778779
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7117,3,0,0.8748748748748749
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7117,4,0,0.8754754754754754
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,7117,5,0,0.8737737737737737
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,476,0,0,0.8728728728728729
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,476,1,0,0.8763763763763763
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,476,2,0,0.8651651651651652
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,476,3,0,0.8688688688688688
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,476,4,0,0.8743743743743744
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,476,5,0,0.8722722722722722
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9705,0,0,0.8725725725725726
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9705,1,0,0.8668668668668669
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9705,2,0,0.8653653653653653
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9705,3,0,0.8782782782782783
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9705,4,0,0.8775775775775776
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9705,5,0,0.8788788788788788
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,2275,0,0,0.868968968968969
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,2275,1,0,0.8743743743743744
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,2275,2,0,0.875975975975976
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,2275,3,0,0.8711711711711712
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,2275,4,0,0.8683683683683684
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,2275,5,0,0.8696696696696696
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,1757,0,0,0.8677677677677678
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,1757,1,0,0.8755755755755755
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,1757,2,0,0.8771771771771771
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,1757,3,0,0.8600600600600601
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,1757,4,0,0.8722722722722722
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,1757,5,0,0.8684684684684685
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9969,0,0,0.8708708708708709
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9969,1,0,0.8724724724724725
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9969,2,0,0.8723723723723724
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9969,3,0,0.8741741741741742
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9969,4,0,0.8735735735735736
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,9969,5,0,0.8705705705705705
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,4786,0,0,0.8651651651651652
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,4786,1,0,0.8617617617617618
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,4786,2,0,0.8790790790790791
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,4786,3,0,0.8710710710710711
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,4786,4,0,0.8729729729729729
CIFAR10,VGG13BN,FC,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,4786,5,0,0.8765765765765766
