model,attack,base,class_pair,seed,budget,num_poisons,epsilon,target_idx,target_score,victim_id,success,clean_test_acc,clean_asr,craft_obj,realized_linf
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,6707,0.10530482232570648,0,0,0.8409,16.666666666666668,0.2176837921142578,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,6707,0.10530482232570648,1,1,0.8394,16.666666666666668,0.2176837921142578,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,6707,0.10530482232570648,2,0,0.8353,16.666666666666668,0.2176837921142578,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,6707,0.10530482232570648,3,0,0.8442,16.666666666666668,0.2176837921142578,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,6707,0.10530482232570648,4,0,0.8335,16.666666666666668,0.2176837921142578,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,6707,0.10530482232570648,5,1,0.8363,16.666666666666668,0.2176837921142578,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,9874,0.20602791011333466,0,1,0.8306,16.666666666666668,0.17917406558990479,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,9874,0.20602791011333466,1,0,0.8352,16.666666666666668,0.17917406558990479,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,9874,0.20602791011333466,2,0,0.8407,16.666666666666668,0.17917406558990479,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,9874,0.20602791011333466,3,1,0.8385,16.666666666666668,0.17917406558990479,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,9874,0.20602791011333466,4,1,0.8365,16.666666666666668,0.17917406558990479,0.031372517347335815
ResNet20BN,gradmatch,ours,dog-bird,42,0.002,100,0.0313725,9874,0.20602791011333466,5,1,0.8315,16.666666666666668,0.17917406558990479,0.031372517347335815
