dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,5112,0,1,0.8626626626626627
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,5112,1,0,0.8648648648648649
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,5112,2,1,0.8644644644644645
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,5112,3,1,0.871971971971972
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,5112,4,1,0.8603603603603603
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,5112,5,0,0.8693693693693694
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,2890,0,1,0.866966966966967
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,2890,1,1,0.8679679679679679
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,2890,2,1,0.8710710710710711
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,2890,3,1,0.8696696696696696
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,2890,4,1,0.8653653653653653
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,2890,5,1,0.8645645645645645
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,6206,0,1,0.8700700700700701
CIFAR10,VGG13BN,GRAD,ours,dog-bird,42,5,1.0,0.05,2500,0.0313,0.05,0.5,6206,1,1,0.8652652652652653
