dataset,model,class_pair,target_idx,poison_rho,train_set_size,candidate_count,m,candidate_fraction,budget_valid,invalid_reason,hybrid_scale,method_left,method_right,intersection,overlap_fraction,jaccard
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,exact,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,hybrid,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft,1276,0.638,0.4684287812041116
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft_plus,1358,0.679,0.514004542013626
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft_plus,1813,0.9065,0.828989483310471
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,graft,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,graft_plus,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,2087,0.04,50000,5000,2000,0.4,True,,standardized,random,random,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,exact,hybrid,39,0.78,0.639344262295082
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,exact,graft,1,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,exact,graft_plus,41,0.82,0.6949152542372882
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,exact,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft,7,0.14,0.07526881720430108
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft_plus,47,0.94,0.8867924528301887
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,hybrid,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,graft,graft_plus,7,0.14,0.07526881720430108
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,graft,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,8941,0.001,50000,5000,50,0.01,True,,standardized,random,random,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,exact,hybrid,74,0.74,0.5873015873015873
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,exact,graft,7,0.07,0.03626943005181347
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,exact,graft_plus,76,0.76,0.6129032258064516
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,exact,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft,21,0.21,0.11731843575418995
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft_plus,93,0.93,0.8691588785046729
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,hybrid,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,graft,graft,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,graft,graft_plus,23,0.23,0.12994350282485875
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,graft,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,graft_plus,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,8941,0.002,50000,5000,100,0.02,True,,standardized,random,random,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,exact,hybrid,165,0.66,0.4925373134328358
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,exact,graft,37,0.148,0.07991360691144708
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,exact,graft_plus,171,0.684,0.5197568389057751
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,exact,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,hybrid,hybrid,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft,96,0.384,0.2376237623762376
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft_plus,216,0.864,0.7605633802816901
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,hybrid,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,graft,graft,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,graft,graft_plus,114,0.456,0.29533678756476683
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,graft,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,graft_plus,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,8941,0.005,50000,5000,250,0.05,True,,standardized,random,random,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,exact,exact,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,exact,hybrid,303,0.606,0.4347202295552367
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,exact,graft,137,0.274,0.15874855156431056
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,exact,graft_plus,323,0.646,0.4771048744460857
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,exact,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,hybrid,hybrid,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft,243,0.486,0.32100396301188905
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft_plus,399,0.798,0.6638935108153078
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,hybrid,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,graft,graft,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,graft,graft_plus,312,0.624,0.45348837209302323
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,graft,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,graft_plus,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,8941,0.01,50000,5000,500,0.1,True,,standardized,random,random,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,exact,exact,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,exact,hybrid,566,0.566,0.3947001394700139
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft,421,0.421,0.26662444585180495
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft_plus,640,0.64,0.47058823529411764
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,exact,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,hybrid,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft,566,0.566,0.3947001394700139
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft_plus,721,0.721,0.563721657544957
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft_plus,780,0.78,0.639344262295082
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,graft,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,graft_plus,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,8941,0.02,50000,5000,1000,0.2,True,,standardized,random,random,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,exact,exact,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,exact,hybrid,1157,0.5785,0.4069644741470278
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft,1305,0.6525,0.4842300556586271
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft_plus,1458,0.729,0.5735641227380016
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,exact,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,hybrid,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft,1232,0.616,0.44508670520231214
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft_plus,1308,0.654,0.48588410104011887
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft_plus,1827,0.9135,0.8407731247123792
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,graft,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,graft_plus,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,8941,0.04,50000,5000,2000,0.4,True,,standardized,random,random,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,exact,hybrid,38,0.76,0.6129032258064516
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,exact,graft,2,0.04,0.02040816326530612
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,exact,graft_plus,42,0.84,0.7241379310344828
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,exact,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft,5,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft_plus,46,0.92,0.8518518518518519
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,hybrid,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,graft,graft_plus,5,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,graft,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,9820,0.001,50000,5000,50,0.01,True,,standardized,random,random,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,exact,hybrid,73,0.73,0.5748031496062992
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,exact,graft,8,0.08,0.041666666666666664
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,exact,graft_plus,80,0.8,0.6666666666666666
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,exact,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft,18,0.18,0.0989010989010989
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft_plus,89,0.89,0.8018018018018018
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,hybrid,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,graft,graft,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,graft,graft_plus,20,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,graft,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,graft_plus,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,random,2.0,0.02,0.010101010101010102
CIFAR10,ConvNetBN,frog-airplane,9820,0.002,50000,5000,100,0.02,True,,standardized,random,random,100.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,exact,hybrid,170,0.68,0.5151515151515151
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,exact,graft,26,0.104,0.05485232067510549
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,exact,graft_plus,173,0.692,0.5290519877675841
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,exact,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,hybrid,hybrid,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft,75,0.3,0.17647058823529413
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft_plus,214,0.856,0.7482517482517482
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,hybrid,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,graft,graft,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,graft,graft_plus,95,0.38,0.2345679012345679
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,graft,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,graft_plus,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,random,12.5,0.05,0.02564102564102564
CIFAR10,ConvNetBN,frog-airplane,9820,0.005,50000,5000,250,0.05,True,,standardized,random,random,250.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,exact,exact,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,exact,hybrid,294,0.588,0.4164305949008499
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,exact,graft,82,0.164,0.08932461873638345
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,exact,graft_plus,319,0.638,0.4684287812041116
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,exact,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,hybrid,hybrid,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft,215,0.43,0.27388535031847133
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft_plus,416,0.832,0.7123287671232876
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,hybrid,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,graft,graft,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,graft,graft_plus,262,0.524,0.35501355013550134
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,graft,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,graft_plus,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,random,50.0,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,9820,0.01,50000,5000,500,0.1,True,,standardized,random,random,500.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,exact,exact,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,exact,hybrid,592,0.592,0.42045454545454547
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft,356,0.356,0.21654501216545013
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft_plus,636,0.636,0.4662756598240469
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,exact,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,hybrid,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft,548,0.548,0.3774104683195592
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft_plus,770,0.77,0.6260162601626016
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft_plus,712,0.712,0.5527950310559007
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,graft,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,graft_plus,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,random,200.0,0.2,0.1111111111111111
CIFAR10,ConvNetBN,frog-airplane,9820,0.02,50000,5000,1000,0.2,True,,standardized,random,random,1000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,exact,exact,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,exact,hybrid,1207,0.6035,0.4321518080916577
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft,1209,0.6045,0.43317807237549266
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft_plus,1413,0.7065,0.5461925009663703
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,exact,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,hybrid,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft,1299,0.6495,0.48093298778230287
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft_plus,1422,0.711,0.5515903801396431
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft_plus,1757,0.8785,0.7833259028087383
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,graft,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,graft_plus,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,random,800.0,0.4,0.25
CIFAR10,ConvNetBN,frog-airplane,9820,0.04,50000,5000,2000,0.4,True,,standardized,random,random,2000.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,3825,0.001,50000,5000,50,0.01,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR10,ConvNetBN,frog-airplane,3825,0.001,50000,5000,50,0.01,True,,standardized,exact,hybrid,40,0.8,0.6666666666666666
CIFAR10,ConvNetBN,frog-airplane,3825,0.001,50000,5000,50,0.01,True,,standardized,exact,graft,5,0.1,0.05263157894736842
CIFAR10,ConvNetBN,frog-airplane,3825,0.001,50000,5000,50,0.01,True,,standardized,exact,graft_plus,40,0.8,0.6666666666666666
CIFAR10,ConvNetBN,frog-airplane,3825,0.001,50000,5000,50,0.01,True,,standardized,exact,random,0.5,0.01,0.005025125628140704
CIFAR10,ConvNetBN,frog-airplane,3825,0.001,50000,5000,50,0.01,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
