dataset,model,class_pair,target_idx,poison_rho,train_set_size,candidate_count,m,candidate_fraction,budget_valid,invalid_reason,hybrid_scale,method_left,method_right,intersection,overlap_fraction,jaccard
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,exact,graft,0,0.0,0.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,exact,graft_plus,36,0.72,0.5625
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,exact,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft,3,0.06,0.030927835051546393
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft_plus,41,0.82,0.6949152542372882
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,hybrid,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,graft,graft_plus,2,0.04,0.02040816326530612
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,graft,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,8563,0.001,50000,5000,50,0.01,True,,standardized,random,random,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,exact,hybrid,55,0.55,0.3793103448275862
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,exact,graft,1,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,exact,graft_plus,70,0.7,0.5384615384615384
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,exact,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft,20,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft_plus,84,0.84,0.7241379310344828
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,hybrid,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,graft,graft,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,graft,graft_plus,12,0.12,0.06382978723404255
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,graft,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,graft_plus,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,8563,0.002,50000,5000,100,0.02,True,,standardized,random,random,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,exact,hybrid,156,0.624,0.45348837209302323
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,exact,graft,21,0.084,0.04384133611691023
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,exact,graft_plus,183,0.732,0.5772870662460567
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,exact,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,hybrid,hybrid,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft,78,0.312,0.1848341232227488
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft_plus,209,0.836,0.718213058419244
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,hybrid,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,graft,graft,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,graft,graft_plus,73,0.292,0.17096018735362997
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,graft,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,graft_plus,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,8563,0.005,50000,5000,250,0.05,True,,standardized,random,random,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,exact,exact,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,exact,hybrid,320,0.64,0.47058823529411764
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,exact,graft,73,0.146,0.07874865156418555
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,exact,graft_plus,343,0.686,0.5220700152207002
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,exact,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,hybrid,hybrid,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft,214,0.428,0.272264631043257
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft_plus,426,0.852,0.7421602787456446
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,hybrid,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,graft,graft,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,graft,graft_plus,215,0.43,0.27388535031847133
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,graft,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,graft_plus,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,8563,0.01,50000,5000,500,0.1,True,,standardized,random,random,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,exact,exact,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,exact,hybrid,647,0.647,0.4781966001478197
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft,299,0.299,0.17577895355673134
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft_plus,684,0.684,0.5197568389057751
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,exact,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,hybrid,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft,558,0.558,0.3869625520110957
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft_plus,821,0.821,0.6963528413910093
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft_plus,615,0.615,0.44404332129963897
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,graft,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,graft_plus,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,8563,0.02,50000,5000,1000,0.2,True,,standardized,random,random,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,exact,exact,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,exact,hybrid,1374,0.687,0.5232292460015232
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft,1073,0.5365,0.3665869490946361
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft_plus,1455,0.7275,0.5717092337917485
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,exact,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,hybrid,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft,1291,0.6455,0.4765596160944998
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft_plus,1499,0.7495,0.599360255897641
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft_plus,1594,0.797,0.6625103906899418
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,graft,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,graft_plus,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,8563,0.04,50000,5000,2000,0.4,True,,standardized,random,random,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,exact,hybrid,33,0.66,0.4925373134328358
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,exact,graft,2,0.04,0.02040816326530612
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,exact,graft_plus,40,0.8,0.6666666666666666
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,exact,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft,7,0.14,0.07526881720430108
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft_plus,43,0.86,0.7543859649122807
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,hybrid,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,graft,graft_plus,5,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,graft,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,912,0.001,50000,5000,50,0.01,True,,standardized,random,random,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,exact,hybrid,66,0.66,0.4925373134328358
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,exact,graft,3,0.03,0.015228426395939087
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,exact,graft_plus,77,0.77,0.6260162601626016
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,exact,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft,16,0.16,0.08695652173913043
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,hybrid,graft_plus,85,0.85,0.7391304347826086
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,hybrid,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,graft,graft,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,graft,graft_plus,11,0.11,0.0582010582010582
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,graft,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,graft_plus,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,graft_plus,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,912,0.002,50000,5000,100,0.02,True,,standardized,random,random,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,exact,hybrid,163,0.652,0.4836795252225519
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,exact,graft,17,0.068,0.035196687370600416
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,exact,graft_plus,185,0.74,0.5873015873015873
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,exact,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,hybrid,hybrid,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft,64,0.256,0.14678899082568808
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,hybrid,graft_plus,214,0.856,0.7482517482517482
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,hybrid,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,graft,graft,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,graft,graft_plus,59,0.236,0.13378684807256236
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,graft,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,graft_plus,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,graft_plus,random,12.5,0.05,0.02564102564102564
CIFAR10,ResNet20BN,frog-airplane,912,0.005,50000,5000,250,0.05,True,,standardized,random,random,250.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,exact,exact,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,exact,hybrid,335,0.67,0.5037593984962406
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,exact,graft,80,0.16,0.08695652173913043
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,exact,graft_plus,364,0.728,0.5723270440251572
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,exact,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,hybrid,hybrid,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft,200,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,hybrid,graft_plus,423,0.846,0.733102253032929
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,hybrid,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,graft,graft,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,graft,graft_plus,199,0.398,0.2484394506866417
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,graft,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,graft_plus,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,graft_plus,random,50.0,0.1,0.05263157894736842
CIFAR10,ResNet20BN,frog-airplane,912,0.01,50000,5000,500,0.1,True,,standardized,random,random,500.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,exact,exact,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,exact,hybrid,663,0.663,0.49588631264023936
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft,292,0.292,0.17096018735362997
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,exact,graft_plus,702,0.702,0.5408320493066255
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,exact,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,hybrid,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft,536,0.536,0.366120218579235
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,graft_plus,817,0.817,0.6906170752324599
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,hybrid,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,graft,graft_plus,589,0.589,0.41743444365698085
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,graft,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,graft_plus,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,graft_plus,random,200.0,0.2,0.1111111111111111
CIFAR10,ResNet20BN,frog-airplane,912,0.02,50000,5000,1000,0.2,True,,standardized,random,random,1000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,exact,exact,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,exact,hybrid,1366,0.683,0.5186028853454822
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft,1066,0.533,0.36332651670074984
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,exact,graft_plus,1461,0.7305,0.5754233950374164
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,exact,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,hybrid,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft,1287,0.6435,0.47438260228529305
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,graft_plus,1497,0.7485,0.5980823012385138
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,hybrid,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,graft,graft_plus,1577,0.7885,0.6508460586050351
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,graft,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,graft_plus,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,graft_plus,random,800.0,0.4,0.25
CIFAR10,ResNet20BN,frog-airplane,912,0.04,50000,5000,2000,0.4,True,,standardized,random,random,2000.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,exact,hybrid,33,0.66,0.4925373134328358
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,exact,graft,1,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,exact,graft_plus,40,0.8,0.6666666666666666
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,exact,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft,3,0.06,0.030927835051546393
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,hybrid,graft_plus,43,0.86,0.7543859649122807
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,hybrid,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,graft,graft_plus,3,0.06,0.030927835051546393
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,graft,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,graft_plus,random,0.5,0.01,0.005025125628140704
CIFAR10,ResNet20BN,frog-airplane,4639,0.001,50000,5000,50,0.01,True,,standardized,random,random,50.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.002,50000,5000,100,0.02,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR10,ResNet20BN,frog-airplane,4639,0.002,50000,5000,100,0.02,True,,standardized,exact,hybrid,61,0.61,0.43884892086330934
CIFAR10,ResNet20BN,frog-airplane,4639,0.002,50000,5000,100,0.02,True,,standardized,exact,graft,3,0.03,0.015228426395939087
CIFAR10,ResNet20BN,frog-airplane,4639,0.002,50000,5000,100,0.02,True,,standardized,exact,graft_plus,73,0.73,0.5748031496062992
CIFAR10,ResNet20BN,frog-airplane,4639,0.002,50000,5000,100,0.02,True,,standardized,exact,random,2.0,0.02,0.010101010101010102
CIFAR10,ResNet20BN,frog-airplane,4639,0.002,50000,5000,100,0.02,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
