dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,8804,0,1,0.8436436436436436
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,8804,1,1,0.8421421421421421
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,8804,2,1,0.8429429429429429
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,8804,3,1,0.8407407407407408
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,8804,4,0,0.8405405405405405
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,8804,5,1,0.8401401401401402
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,9513,0,1,0.8385385385385385
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,9513,1,0,0.8382382382382383
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,9513,2,0,0.8440440440440441
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,9513,3,0,0.8293293293293293
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,9513,4,1,0.8343343343343343
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,9513,5,0,0.8321321321321321
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.002,100,0.0313,0.05,0.5,7,0,0,0.8203203203203203
