dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_difficulty,target_margin_low,target_margin_high,target_id,target_diff,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,0,0,0.8651595478643593
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,1,0,0.8656596979093728
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,2,0,0.8766629988996699
