model,victim_model,attack,base,class_pair,pair_order,seed,budget,num_poisons,epsilon,fc_mode,lambda_margin,base_dist,distance_margin_coef,use_jacobian_score,jacobian_weight,jacobian_batch_size,jacobian_backend,sel_criterion,sel_K,sel_metric_epoch,fus_iters,fus_alpha,fus_search_epochs,fus_proxy_steps,fus_proxy_restarts,num_surrogates,craft_ensemble,restarts,craft_steps,craft_alpha,target_select,num_targets,num_trials,asr_mean,asr_std,cta_post_mean,cta_post_std,cta_baseline_mean,cta_baseline_std,overhead_target_records,selection_overhead_measurements,final_craft_overhead_measurements,selection_wall_seconds_total,selection_wall_seconds_mean_per_target,selection_cuda_peak_allocated_bytes_max,selection_cuda_incremental_peak_allocated_bytes_max,final_craft_wall_seconds_total,final_craft_wall_seconds_mean_per_target,final_craft_cuda_peak_allocated_bytes_max,final_craft_cuda_incremental_peak_allocated_bytes_max,process_max_rss_kb_max,cta_drop_mean
ResNet20BN,ResNet20BN,sapa,ours,dog-bird,poison-target,42,0.005,250,0.0313725,sample,1.0,cosine,,False,1.0,64,,,,10,10,0.5,50,0,0,20,5,8,250,0.0039216,14,4,20,0.55,0.3570714214271425,0.83836,0.0036746972664425093,0.83498,0.004611897657147224,4,4,4,10.96920989499722,2.742302473749305,916760064.0,82517504.0,2854.6012884350002,713.6503221087501,4969842688.0,4156938240.0,2501616.0,0.0033799999999999386
