A_f32_vs_f64_max_rel,backend,class_pair,dataset,feat_dim,frac_A_of_gfull,frac_head_of_gfull,h_t_norm,has_bias,identity_max_abs_err,identity_max_rel_err,identity_scale,loss_t,model,n_candidates,overlap_paper_b1_vs_eq3,overlap_prod_b0_vs_eq3,overlap_prod_b0_vs_prod_b1,overlap_prod_b1_vs_eq3,overlap_prod_b1_vs_paper_b1,p_adv_t,pearson_A_vs_gfull,pearson_costb1_vs_eq3,pearson_dcos_vs_hTh,pearson_hTh_vs_A,pearson_hTh_vs_gfull,pearson_hTh_vs_ntktr,pearson_headW_vs_gfull,pearson_margin_vs_rdot,pearson_margin_vs_rnorm,pearson_ntktr_vs_A,r_t_norm,spearman_A_vs_gfull,spearman_costb1_vs_eq3,spearman_dcos_vs_hTh,spearman_hTh_vs_A,spearman_hTh_vs_gfull,spearman_hTh_vs_ntktr,spearman_headW_vs_gfull,spearman_margin_vs_rdot,spearman_margin_vs_rnorm,spearman_ntktr_vs_A,surrogate,target_idx,top_m,verify_n
7.11322797583302e-05,jvp,frog-airplane,CIFAR10,2048,0.6976397037506104,0.6461796760559082,28.996707916259766,True,2.16382467499443e-13,4.862349050710005e-13,0.4450163187438109,28.903667449951172,ConvNetBN,5000,,,,,,2.8008953663338776e-13,0.9988523812472796,,-0.8934374497517259,-0.06521355339613633,-0.06763480780905304,0.8955072267967518,0.907372485712375,-0.3035667904297087,-0.31600622232894177,-0.03751880770959677,1.4142124652862549,0.9555157031375368,,-0.8736180746401925,-0.181129259239943,-0.20263975988631092,0.8651276271201576,0.9615507642426521,-0.9781200440539926,-0.9995889878635497,-0.13239006842842863,0,496,,8
0.002282051256271316,jvp,frog-airplane,CIFAR10,2048,0.8394469618797302,0.6948778033256531,19.833606719970703,True,3.8634024116788593e-13,2.6926105488332326e-13,1.434816636721919,32.16107940673828,ConvNetBN,5000,,,,,,1.0780047712236236e-14,0.9935762248611183,,-0.853896098625026,-0.01939888137944718,-0.03369635983816783,0.8294985964078057,0.41814526291551063,-0.21501150996094504,-0.22597301510245263,-0.004555373830319198,1.4142135381698608,0.9304595031875196,,-0.8329470063098061,0.0005880799954310515,-0.04074745692258853,0.8019064763739963,0.5820123281732091,-0.9865216104876228,-0.9995640987825429,0.03831047706014723,1,496,,8
0.0005327788178929243,jvp,frog-airplane,CIFAR10,2048,0.6918689608573914,0.31191298365592957,22.600099563598633,True,4.465872116554692e-13,1.0553113998050466e-12,0.4231805055246913,24.591581344604492,ConvNetBN,5000,,,,,,2.089351608391965e-11,0.9997037945096883,,-0.849300145423367,-0.12273536814226763,-0.1229130706380803,0.8499939670238742,0.9444240429340596,-0.2800223533534004,-0.28394285117405454,-0.07058494310023185,1.4141724109649658,0.9896425361801782,,-0.8254215022321006,-0.2356165929820416,-0.23672820809534298,0.8018261512987775,0.992322145142252,-0.9905467146276168,-0.9994812183552363,-0.14440660178311132,2,496,,8
5.5166693459510206e-05,jvp,frog-airplane,CIFAR10,2048,0.6684079766273499,0.4514274299144745,21.548730850219727,True,2.963185252724543e-13,9.922975227008528e-14,2.986186284794195,18.214139938354492,ConvNetBN,5000,,,,,,1.2294187889949626e-08,0.9991865139879094,,-0.8430298070198512,-0.07483798010389574,-0.07522992841457038,0.7534452622348262,0.9411849597219885,-0.18792476087659432,-0.20086033149244664,-0.048873324397727846,1.4141682386398315,0.9697701318996096,,-0.8213412128204974,-0.19228071424981727,-0.20295761488562736,0.7168376653307107,0.933560764203296,-0.989845720429706,-0.9994634937065396,-0.08728636250689349,3,496,,8
0.0018750085225567967,jvp,frog-airplane,CIFAR10,2048,0.5969715714454651,0.4356422424316406,23.744831085205078,True,3.297362383136715e-13,1.0535535999262374e-11,0.03129752851081875,27.77849578857422,ConvNetBN,5000,,,,,,8.62884037226147e-13,0.9995293093705091,,-0.9085260862493854,-0.10216967109806342,-0.10325453044042686,0.8409369347368635,0.9433820750986441,-0.2866708986272753,-0.2960725208236164,-0.06006205759141897,1.4142134189605713,0.9754793673662869,,-0.8922092241740212,-0.19204579157749752,-0.19433405742732257,0.7764635499091771,0.9747032845710245,-0.9820615490355152,-0.9995272742610797,-0.10154860213598019,4,496,,8
0.00010036114835293051,jvp,frog-airplane,CIFAR10,2048,0.6625996828079224,0.5399927496910095,21.851716995239258,True,1.2716173600213487e-13,2.663040719024047e-13,0.4775057891294174,33.28924560546875,ConvNetBN,5000,,,,,,3.4887055165588616e-15,0.9988498727635893,,-0.8579650881047376,-0.0713380601037597,-0.07058594718020661,0.774020892630386,0.9076034942844535,-0.22320851140863665,-0.24895332556392466,-0.03130598250033472,1.4142135381698608,0.9704995984285895,,-0.8277690451819606,-0.16881297484632282,-0.18628015692744504,0.7249154248102088,0.9709735455742224,-0.9830170346415332,-0.9995709825108391,-0.12535809846350002,5,496,,8
7.807503749868735e-06,jvp,frog-airplane,CIFAR10,2048,0.8524217009544373,0.19706983864307404,15.080163955688477,True,5.697214618474722e-13,1.0764762265249961e-14,52.92466733674244,17.37282943725586,ConvNetBN,5000,,,,,,2.8515156458297497e-08,0.9996611659276674,,-0.8563362786927999,-0.0774278293694965,-0.07872881690740727,0.6808910237702683,0.9072232967771476,-0.4682473931937021,-0.4805501051596523,0.019905872137045685,1.4142131805419922,0.9962504971728553,,-0.8418780007319402,-0.2259981362874604,-0.2295930767426222,0.6148106726379378,0.9707926037257679,-0.997856866096775,-0.9991114156604138,-0.067293282311842,6,496,,8
0.0007569268668150193,jvp,frog-airplane,CIFAR10,2048,0.6343041658401489,0.4792718291282654,19.885265350341797,True,3.87440080018564e-13,2.517650595315647e-12,0.15388953524346743,22.31267738342285,ConvNetBN,5000,,,,,,2.0404564149423265e-10,0.9982755328085187,,-0.816427569219028,-0.10580150517615783,-0.10823869345565558,0.773553178902396,0.8895632731095965,-0.28901095463913534,-0.29836187799325214,-0.08231925319983063,1.4139586687088013,0.9692970958437053,,-0.7858268116422314,-0.24832076301970987,-0.2568528837744442,0.7441825401070222,0.9430776910991076,-0.9900233305435208,-0.9995696413667753,-0.19968510203983555,7,496,,8
0.00022130399165258614,jvp,frog-airplane,CIFAR10,2048,0.6845175623893738,0.5909703373908997,21.389789581298828,True,4.838351941316432e-13,2.118518024095366e-12,0.22838379878228648,37.69612121582031,ConvNetBN,5000,,,,,,4.25385372415928e-17,0.998360766690874,,-0.859640551412717,-0.0663043425138625,-0.06968370970658253,0.6983143170621091,0.8551728569713102,-0.27751074159926664,-0.29867490747291514,0.011153667707891335,1.4142135381698608,0.9530124658546087,,-0.8255886452948025,-0.1498739239077324,-0.1627893805035739,0.6774767506513294,0.9273043518828968,-0.9846065339568975,-0.9995771922710875,-0.016707356460156458,8,496,,8
0.0008187401943592177,jvp,frog-airplane,CIFAR10,2048,1.00529146194458,0.9745908379554749,23.04914665222168,True,2.7152650512224017e-13,3.772411374835489e-12,0.07197690764414079,40.071495056152344,ConvNetBN,5000,,,,,,3.955221587974874e-18,0.9973750902238555,,-0.878171167686193,-0.05903037276036531,-0.062023491840102,0.801117085632269,0.8566868109166088,-0.30078828739787977,-0.30876062055391246,-0.07193265681350067,1.4142135381698608,0.9236743394924474,,-0.8557951814681201,-0.1249662938424636,-0.1585325574568004,0.7758170813125421,0.8038944008347416,-0.9802491942389597,-0.9996517263860689,-0.13316920875608376,9,496,,8
