dataset,model,attack,base,class_pair,seed,num_surrogate,coef,craft_ensemble,budget,num_poisons,epsilon,target_difficulty,target_margin_low,target_margin_high,target_id,target_diff,victim_id,success,clean_test_acc
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,0,0,0.8696608982694809
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,1,0,0.8667600280084026
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,2187,2.038619641098194e-06,2,0,0.8710613183955187
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,3524,1.7381549696438015e-05,0,0,0.867260178053416
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,3524,1.7381549696438015e-05,1,0,0.8703611083324998
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,3524,1.7381549696438015e-05,2,0,0.8724617385215565
CIFAR10,ResNet20BN,FC,ours,dog-bird,42,5,10.0,3,0.02,1000,0.0313,0.0,0.05,0.5,24,2.965106614283286e-05,0,0,0.8734620386115834
