dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,8804,0,1,0.8416416416416417
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,8804,1,1,0.835935935935936
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,8804,2,1,0.8422422422422422
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,8804,3,1,0.8385385385385385
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,8804,4,1,0.8381381381381381
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,8804,5,1,0.8450450450450451
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,9513,0,1,0.8426426426426427
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,9513,1,0,0.8355355355355355
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,9513,2,1,0.8386386386386386
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,9513,3,0,0.8306306306306306
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,9513,4,1,0.8418418418418419
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,9513,5,0,0.8371371371371371
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7,0,1,0.8178178178178178
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7,1,1,0.8218218218218218
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7,2,1,0.8364364364364364
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7,3,1,0.8338338338338338
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7,4,1,0.8398398398398398
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7,5,1,0.8404404404404404
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7117,0,0,0.8397397397397397
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7117,1,1,0.837037037037037
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7117,2,1,0.8361361361361361
CIFAR10,ConvNetBN,FC,ours,frog-airplane,42,5,1.0,0.005,250,0.0313,0.05,0.5,7117,3,1,0.8424424424424425
