dataset,model,attack,base,class_pair,seed,num_surrogate,coef,budget,num_poisons,epsilon,target_margin_low,target_margin_high,target_id,victim_id,success,clean_test_acc
CIFAR10,VGG13BN,GRAD,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,0,1,0.8703703703703703
CIFAR10,VGG13BN,GRAD,random,frog-airplane,42,,,0.05,2500,0.0313,0.05,0.5,8804,1,1,0.8755755755755755
